,num_bikes_disabled,num_docks_disabled,legacy_id,is_renting,eightd_has_available_keys,last_reported,num_bikes_available,num_docks_available,is_installed,is_returning,num_ebikes_available,station_id,last_update,num_scooters_unavailable,num_scooters_available
0,0,0,1815967807827104584,0,False,86400,0,0,0,0,0,1815967807827104584,2023-08-24 01:00:31.430765,,
1,0,0,1838071008881986168,0,False,86400,0,0,0,0,0,1838071008881986168,2023-08-24 01:00:31.430765,,
2,0,0,1840540852548303628,0,False,86400,0,0,0,0,0,1840540852548303628,2023-08-24 01:00:31.430765,,
3,0,0,5050,0,False,86400,0,0,0,0,0,2c3ae1e9-00f4-480c-b095-4a3112db3594,2023-08-24 01:00:31.430765,,
4,0,0,1828967979464708718,0,False,86400,0,0,0,0,0,1828967979464708718,2023-08-24 01:00:31.430765,,
5,0,0,4748,0,False,86400,0,3,0,0,0,c00ef46d-fcde-48e2-afbd-0fb595fe3fa7,2023-08-24 01:00:31.430765,,
6,0,0,1838070843306263244,0,False,86400,0,0,0,0,0,1838070843306263244,2023-08-24 01:00:31.430765,,
7,3,0,3404,1,False,1692839020,19,5,1,1,0,66de5005-0aca-11e7-82f6-3863bb44ef7c,2023-08-24 01:00:31.430765,0.0,0.0
8,1,1,3699,1,False,1692839210,11,17,1,1,0,b442a648-e9f4-4893-951a-64d258bc0e55,2023-08-24 01:00:31.430765,0.0,0.0
9,0,0,4826,1,False,1692839210,18,1,1,1,4,ba33c334-e17d-4478-ae3c-9c2f4dbfbb51,2023-08-24 01:00:31.430765,0.0,0.0
10,1,1,5005,1,False,1692839211,2,16,1,1,0,cf1a96a7-f695-4ba2-bcf2-899552e21e47,2023-08-24 01:00:31.430765,0.0,0.0
11,9,0,3584,1,False,1692839208,2,30,1,1,1,1dacb0f6-29f5-4d1b-b910-92ffa5b4ca5d,2023-08-24 01:00:31.430765,0.0,0.0
12,0,0,520,1,False,1692839208,33,27,1,1,18,66dc80b4-0aca-11e7-82f6-3863bb44ef7c,2023-08-24 01:00:31.430765,0.0,0.0
13,5,1,3622,1,False,1692839208,5,11,1,1,1,c63a83a0-bda1-40a6-835b-f82c363543b9,2023-08-24 01:00:31.430765,0.0,0.0
14,5,2,332,1,False,1692839215,24,4,1,1,1,66db93a1-0aca-11e7-82f6-3863bb44ef7c,2023-08-24 01:00:31.430765,0.0,0.0
15,2,0,4715,1,False,1692839215,8,29,1,1,1,19d17911-1e4a-41fa-b62b-719aa0a6182e,2023-08-24 01:00:31.430765,0.0,0.0
16,0,0,3896,1,False,1692839213,1,21,1,1,1,26cae473-0e59-4af7-bad5-bb6fec85c8bc,2023-08-24 01:00:31.430765,0.0,0.0
17,2,0,4367,1,False,1692839214,16,2,1,1,0,7aa86431-bbc5-4d9c-8198-9630c9d32a22,2023-08-24 01:00:31.430765,0.0,0.0
18,2,1,4735,1,False,1692839212,1,41,1,1,1,40043e8a-6ef6-428d-b585-a7c23cdb06d4,2023-08-24 01:00:31.430765,0.0,0.0
19,2,0,4084,1,False,1692839212,11,8,1,1,4,545a32d3-b74c-4dc2-b82c-a6d185dd4666,2023-08-24 01:00:31.430765,0.0,0.0
20,4,2,4751,1,False,1692839214,7,8,1,1,0,f3782e27-c49a-4ee9-b188-0c13cad54688,2023-08-24 01:00:31.430765,0.0,0.0
21,6,0,4665,1,False,1692839215,17,12,1,1,0,162d5859-b735-4ff7-9613-01b21f22c1cd,2023-08-24 01:00:31.430765,0.0,0.0
22,2,0,4014,1,False,1692839215,5,15,1,1,1,4f814d78-5d8d-458b-877e-2ca449b865be,2023-08-24 01:00:31.430765,0.0,0.0
23,2,0,3166,1,False,1692839220,36,3,1,1,12,66dd4d70-0aca-11e7-82f6-3863bb44ef7c,2023-08-24 01:00:31.430765,0.0,0.0
24,1,0,4567,1,False,1692839220,14,5,1,1,0,6542d952-ca19-410e-9290-ee6b7a6e14cf,2023-08-24 01:00:31.430765,0.0,0.0
25,3,0,3113,1,False,1692839217,14,7,1,1,0,66dd1f44-0aca-11e7-82f6-3863bb44ef7c,2023-08-24 01:00:31.430765,0.0,0.0
26,2,2,3110,1,False,1692839217,15,7,1,1,2,66dd1d9c-0aca-11e7-82f6-3863bb44ef7c,2023-08-24 01:00:31.430765,0.0,0.0
27,3,0,4801,1,False,1692839217,4,16,1,1,0,26b3a82b-3487-44c2-85f1-eddb5a8a3a9d,2023-08-24 01:00:31.430765,0.0,0.0
28,2,0,3109,1,False,1692839221,14,15,1,1,0,66dd1d0f-0aca-11e7-82f6-3863bb44ef7c,2023-08-24 01:00:31.430765,0.0,0.0
29,1,0,406,1,False,1692839221,12,1,1,1,0,66dbf288-0aca-11e7-82f6-3863bb44ef7c,2023-08-24 01:00:31.430765,0.0,0.0
30,1,0,3862,1,False,1692839221,4,11,1,1,0,807e9f5a-49b6-4b7e-847b-4a60cff330ed,2023-08-24 01:00:31.430765,0.0,0.0
31,4,0,3731,1,False,1692839221,0,63,1,1,0,0b009276-767c-47ee-a4d2-7633d4f95d95,2023-08-24 01:00:31.430765,0.0,0.0
32,1,0,5033,1,False,1692839219,6,12,1,1,0,922763d6-d73c-4678-8bcd-f42ee3a236db,2023-08-24 01:00:31.430765,0.0,0.0
33,1,0,4147,1,False,1692839218,8,9,1,1,2,6476c5fd-611e-436c-9736-e0f43bb7774e,2023-08-24 01:00:31.430765,0.0,0.0
34,5,1,448,1,False,1692839224,9,23,1,1,2,66dc1d80-0aca-11e7-82f6-3863bb44ef7c,2023-08-24 01:00:31.430765,0.0,0.0
35,2,0,3661,1,False,1692839225,4,13,1,1,2,81a98b0b-cfd6-48b4-90bd-806ebbc264a0,2023-08-24 01:00:31.430765,0.0,0.0
36,1,0,3508,1,False,1692839222,29,0,1,1,0,dccaeeb5-c53a-4f48-80e6-05675b71a8c8,2023-08-24 01:00:31.430765,0.0,0.0
37,5,0,466,1,False,1692839223,4,40,1,1,0,66dc2995-0aca-11e7-82f6-3863bb44ef7c,2023-08-24 01:00:31.430765,0.0,0.0
38,2,0,3074,1,False,1692839223,4,35,1,1,2,66dce8db-0aca-11e7-82f6-3863bb44ef7c,2023-08-24 01:00:31.430765,0.0,0.0
39,6,1,3169,1,False,1692839223,35,33,1,1,11,66dd4ec7-0aca-11e7-82f6-3863bb44ef7c,2023-08-24 01:00:31.430765,0.0,0.0
40,2,0,1828966626550010820,1,False,1692839225,8,9,1,1,0,1828966626550010820,2023-08-24 01:00:31.430765,0.0,0.0
41,1,0,3243,1,False,1692839230,12,16,1,1,1,66ddb66e-0aca-11e7-82f6-3863bb44ef7c,2023-08-24 01:00:31.430765,0.0,0.0
42,7,0,152,1,False,1692839231,48,18,1,1,0,66db3053-0aca-11e7-82f6-3863bb44ef7c,2023-08-24 01:00:31.430765,0.0,0.0
43,2,0,4156,1,False,1692839231,5,12,1,1,1,bf880f45-422c-4e0b-b3b0-2b1f5ba94da4,2023-08-24 01:00:31.430765,0.0,0.0
44,0,0,476,0,False,1684444557,0,3,0,0,0,66dc3e89-0aca-11e7-82f6-3863bb44ef7c,2023-08-24 01:00:31.430765,,
45,0,0,4961,1,False,1692839227,19,2,1,1,0,525535e3-dde3-47b4-9c2e-0174eaa4f2bb,2023-08-24 01:00:31.430765,0.0,0.0
46,5,2,4112,1,False,1692839228,7,4,1,1,2,655ad2f2-6bcc-4eee-95a9-4f528c0b81cd,2023-08-24 01:00:31.430765,0.0,0.0
47,3,1,3629,1,False,1692839235,26,0,1,1,3,18eccc71-66be-4e4c-8335-095a9bf0df94,2023-08-24 01:00:31.430765,0.0,0.0
48,1,0,3772,1,False,1692839235,1,15,1,1,0,84a7baff-415b-4ab9-a859-74c2801483ce,2023-08-24 01:00:31.430765,0.0,0.0
49,1,0,3333,1,False,1692839240,16,20,1,1,1,66de0cab-0aca-11e7-82f6-3863bb44ef7c,2023-08-24 01:00:31.430765,0.0,0.0
50,0,0,3345,0,False,1690804933,0,0,0,0,0,66de13dc-0aca-11e7-82f6-3863bb44ef7c,2023-08-24 01:00:31.430765,,
51,0,0,3961,1,False,1692839240,19,0,1,1,0,581bc4fe-cf14-4767-8377-6fa156ff8a29,2023-08-24 01:00:31.430765,0.0,0.0
52,0,1,4917,1,False,1692839226,1,22,1,1,1,c2bb1874-bcb7-47c5-aa7d-05423b9087e8,2023-08-24 01:00:31.430765,0.0,0.0
53,4,0,3131,1,False,1692839226,0,32,1,1,0,66dd3d7f-0aca-11e7-82f6-3863bb44ef7c,2023-08-24 01:00:31.430765,0.0,0.0
54,0,1,372,1,False,1692839242,10,15,1,1,3,66dbe15d-0aca-11e7-82f6-3863bb44ef7c,2023-08-24 01:00:31.430765,0.0,0.0
55,0,0,4820,0,False,1690294244,0,0,0,0,0,7f4753d7-8d58-48bd-a881-de5bff08b27d,2023-08-24 01:00:31.430765,,
56,2,0,4424,1,False,1692839236,18,0,1,1,5,eb217a2c-1dd0-4690-a34e-ecc1a708f883,2023-08-24 01:00:31.430765,0.0,0.0
57,2,0,4487,1,False,1692839240,16,2,1,1,14,b4974d89-932c-4a9f-a264-2ea0cf70613e,2023-08-24 01:00:31.430765,0.0,0.0
58,1,1,4867,1,False,1692839243,16,1,1,1,7,69717638-5c4a-47a7-bccb-3b42c81eb09f,2023-08-24 01:00:31.430765,0.0,0.0
59,0,0,5048,1,False,1692839244,19,2,1,1,0,2c8b263e-952c-4941-a671-ef0ebb062632,2023-08-24 01:00:31.430765,0.0,0.0
60,3,1,3779,1,False,1692839242,10,10,1,1,1,c4e9905f-457b-4be0-a878-2aa53fa0b09b,2023-08-24 01:00:31.430765,0.0,0.0
61,1,1,4361,1,False,1692839242,22,5,1,1,1,e85c3165-ad0a-44a3-9683-d8cf7575f465,2023-08-24 01:00:31.430765,0.0,0.0
62,0,0,5013,1,False,1692839243,8,15,1,1,3,c2d549f8-f54c-4a0d-9ecd-6e6f79118279,2023-08-24 01:00:31.430765,0.0,0.0
63,1,0,4684,1,False,1692839244,7,22,1,1,0,81bec993-29a5-4e70-8f60-eecdf16c7be4,2023-08-24 01:00:31.430765,0.0,0.0
64,2,1,4047,1,False,1692839244,6,18,1,1,2,26217b73-7bb5-46e6-8094-1db05becd617,2023-08-24 01:00:31.430765,0.0,0.0
65,0,0,4313,0,False,1689258074,0,0,0,0,0,37a37e5b-f975-4f92-a897-dca8e4670631,2023-08-24 01:00:31.430765,,
66,0,1,3075,1,False,1692839244,3,29,1,1,1,66dce9b5-0aca-11e7-82f6-3863bb44ef7c,2023-08-24 01:00:31.430765,0.0,0.0
67,0,0,4471,1,False,1692839240,3,18,1,1,2,d45b62b9-7d6b-43b2-bf1e-2c898c55dfd2,2023-08-24 01:00:31.430765,0.0,0.0
68,6,2,3293,1,False,1692839241,11,5,1,1,8,66dde4ef-0aca-11e7-82f6-3863bb44ef7c,2023-08-24 01:00:31.430765,0.0,0.0
69,0,1,4905,1,False,1692839246,10,10,1,1,0,7779e057-b33e-46a7-8a1e-8c28bcd9a558,2023-08-24 01:00:31.430765,0.0,0.0
70,0,0,4160,1,False,1692839246,14,5,1,1,0,44c23eaa-7ddf-40b3-8373-6f3880c5e1b1,2023-08-24 01:00:31.430765,0.0,0.0
71,12,1,490,1,False,1692839246,5,73,1,1,0,66dc686c-0aca-11e7-82f6-3863bb44ef7c,2023-08-24 01:00:31.430765,0.0,0.0
72,5,0,3547,1,False,1692839248,29,7,1,1,2,bc5235a5-7f10-4a27-806e-9c25fa700959,2023-08-24 01:00:31.430765,0.0,0.0
73,1,0,5028,1,False,1692839248,11,10,1,1,1,d5cabb43-6c78-4022-964e-a8b02470509e,2023-08-24 01:00:31.430765,0.0,0.0
74,2,0,4157,1,False,1692839248,4,13,1,1,4,6fab98b7-b06a-49d8-a4d1-087ffce0ebcf,2023-08-24 01:00:31.430765,0.0,0.0
75,4,0,3373,1,False,1692839246,72,3,1,1,0,66de25bd-0aca-11e7-82f6-3863bb44ef7c,2023-08-24 01:00:31.430765,0.0,0.0
76,0,0,4956,1,False,1692839244,4,17,1,1,3,4568f854-1268-45cf-bac8-82286ef40ae6,2023-08-24 01:00:31.430765,0.0,0.0
77,0,1,4176,1,False,1692839244,14,8,1,1,1,640a9a95-194f-42f5-8d88-1df67129f388,2023-08-24 01:00:31.430765,0.0,0.0
78,3,0,317,1,False,1692839248,76,15,1,1,7,66db76a1-0aca-11e7-82f6-3863bb44ef7c,2023-08-24 01:00:31.430765,0.0,0.0
79,2,0,1809664497883596992,1,False,1692839249,27,2,1,1,0,1809664497883596992,2023-08-24 01:00:31.430765,0.0,0.0
80,2,0,3430,1,False,1692839249,19,2,1,1,5,66de73fd-0aca-11e7-82f6-3863bb44ef7c,2023-08-24 01:00:31.430765,0.0,0.0
81,3,0,3712,1,False,1692839249,2,36,1,1,0,a47f77a2-9008-4652-a4f1-b95eee723a1b,2023-08-24 01:00:31.430765,0.0,0.0
82,0,1,3830,1,False,1692839249,0,20,1,1,0,61f2ffd4-159a-42b3-a4d9-3fdfc3349074,2023-08-24 01:00:31.430765,,
83,1,4,4303,1,False,1692839249,17,9,1,1,1,0f98907a-d4cc-45e0-b174-7d9dfda74106,2023-08-24 01:00:31.430765,0.0,0.0
84,3,0,4092,1,False,1692839249,14,2,1,1,1,1bb1af93-b433-4da7-8054-009c85f7755a,2023-08-24 01:00:31.430765,0.0,0.0
85,0,0,5071,1,False,1692839285,2,25,1,1,0,8aad788d-c7eb-4fca-a426-c39f47741a6f,2023-08-24 01:00:31.430765,0.0,0.0
86,5,0,440,1,False,1692839286,0,40,1,1,0,66dc17df-0aca-11e7-82f6-3863bb44ef7c,2023-08-24 01:00:31.430765,0.0,0.0
87,3,0,4581,1,False,1692839286,5,14,1,1,4,ffae66ec-7c16-436f-bd0a-eedf81d580e7,2023-08-24 01:00:31.430765,0.0,0.0
88,7,1,3946,1,False,1692839286,10,3,1,1,0,b371c432-b682-412f-9b85-8df84ce7a9f3,2023-08-24 01:00:31.430765,0.0,0.0
89,1,0,3522,1,False,1692839286,2,15,1,1,1,0630217a-3913-47d9-9540-cf85688296a5,2023-08-24 01:00:31.430765,0.0,0.0
90,0,0,4265,1,False,1692839287,11,8,1,1,3,92fc1ad7-0867-4655-b02f-ede65d336b14,2023-08-24 01:00:31.430765,0.0,0.0
91,0,0,3776,1,False,1692839287,5,0,1,1,5,d11b9869-8964-4b79-aafc-4b60ad1b44c4,2023-08-24 01:00:31.430765,0.0,0.0
92,2,0,4332,1,False,1692839287,3,16,1,1,3,f3140fb8-347b-4dca-96df-eeef2d1bfc50,2023-08-24 01:00:31.430765,0.0,0.0
93,0,0,4267,1,False,1692839288,2,16,1,1,0,901ad0c4-383e-490a-8b54-0656ce2358d6,2023-08-24 01:00:31.430765,0.0,0.0
94,1,0,3819,1,False,1692839288,16,3,1,1,3,63a838a8-9acf-4ba1-91f5-c676f6ef2f7d,2023-08-24 01:00:31.430765,0.0,0.0
95,1,0,3517,1,False,1692839288,2,32,1,1,0,6cd10426-b4e9-40e1-9b35-61f609190ac0,2023-08-24 01:00:31.430765,0.0,0.0
96,8,0,3709,1,False,1692839288,15,50,1,1,1,09dfc0e3-a448-477c-bb3c-9467dc51ef8d,2023-08-24 01:00:31.430765,0.0,0.0
97,2,0,4779,1,False,1692839288,6,19,1,1,2,ed279ef2-52ee-4ff2-9a52-edd8137ea034,2023-08-24 01:00:31.430765,0.0,0.0
98,5,0,4689,1,False,1692839285,33,31,1,1,2,7dda8844-60ba-4449-b05c-54c1d14ab5fb,2023-08-24 01:00:31.430765,0.0,0.0
99,1,0,4878,1,False,1692839285,18,1,1,1,2,ff745407-c087-4c0d-a965-98baf078f292,2023-08-24 01:00:31.430765,0.0,0.0
100,1,0,4461,1,False,1692839290,17,0,1,1,1,53ef19c6-eaa7-47f7-807e-f51b574b1be0,2023-08-24 01:00:31.430765,0.0,0.0
101,1,0,3922,1,False,1692839290,3,14,1,1,1,9635affa-8b18-42d5-84c4-7f67ad5ef9d0,2023-08-24 01:00:31.430765,0.0,0.0
102,1,0,5035,1,False,1692839290,13,10,1,1,1,4e9a1c3a-20e2-4fd5-b8de-fbf8d43e7bcc,2023-08-24 01:00:31.430765,0.0,0.0
103,3,0,4019,1,False,1692839290,7,6,1,1,0,cb9840a3-4ae2-420d-865c-9ac45e2f5485,2023-08-24 01:00:31.430765,0.0,0.0
104,1,3,1815967442754883940,1,False,1692839289,24,3,1,1,6,1815967442754883940,2023-08-24 01:00:31.430765,0.0,0.0
105,1,0,3043,1,False,1692839290,2,16,1,1,0,66dcbac5-0aca-11e7-82f6-3863bb44ef7c,2023-08-24 01:00:31.430765,0.0,0.0
106,7,0,3370,1,False,1692839232,14,2,1,1,3,66de2274-0aca-11e7-82f6-3863bb44ef7c,2023-08-24 01:00:31.430765,0.0,0.0
107,1,0,3770,1,False,1692839232,7,13,1,1,0,3a89411a-0bc6-4ba3-bc56-fab950c8eba1,2023-08-24 01:00:31.430765,0.0,0.0
108,2,0,3543,1,False,1692839233,20,13,1,1,9,d80c274e-d17d-4a00-9b76-274c9fe4d0e1,2023-08-24 01:00:31.430765,0.0,0.0
109,2,0,3936,1,False,1692839233,17,0,1,1,0,22ab59a8-0af4-4101-9350-a7af88e37c2e,2023-08-24 01:00:31.430765,0.0,0.0
110,5,0,216,1,False,1692839237,24,7,1,1,0,66db3687-0aca-11e7-82f6-3863bb44ef7c,2023-08-24 01:00:31.430765,0.0,0.0
111,1,0,526,1,False,1692839234,5,51,1,1,0,66dc840f-0aca-11e7-82f6-3863bb44ef7c,2023-08-24 01:00:31.430765,0.0,0.0
112,7,0,537,1,False,1692839234,5,67,1,1,2,66dc8a3d-0aca-11e7-82f6-3863bb44ef7c,2023-08-24 01:00:31.430765,0.0,0.0
113,2,0,1828965347681089818,1,False,1692839228,18,0,1,1,3,1828965347681089818,2023-08-24 01:00:31.430765,0.0,0.0
114,0,0,4828,1,False,1692839265,3,15,1,1,0,faf98f78-51ab-4248-b7e7-f402902385a6,2023-08-24 01:00:31.430765,0.0,0.0
115,3,0,363,1,False,1692839265,70,0,1,1,1,66dbcbbc-0aca-11e7-82f6-3863bb44ef7c,2023-08-24 01:00:31.430765,0.0,0.0
116,1,0,3676,1,False,1692839265,16,6,1,1,0,633fbc4c-7617-47ba-a393-aad7a8d26a3e,2023-08-24 01:00:31.430765,0.0,0.0
117,1,2,252,1,False,1692839265,28,0,1,1,2,66db41bf-0aca-11e7-82f6-3863bb44ef7c,2023-08-24 01:00:31.430765,0.0,0.0
118,2,0,349,1,False,1692839265,38,19,1,1,3,66dbc37a-0aca-11e7-82f6-3863bb44ef7c,2023-08-24 01:00:31.430765,0.0,0.0
119,4,0,4451,1,False,1692839265,17,0,1,1,6,8d650b03-920d-4d44-a48f-8d9a1a0ba264,2023-08-24 01:00:31.430765,0.0,0.0
120,0,0,3931,1,False,1692839265,18,4,1,1,2,ebae0b66-e463-4ded-9b7a-43c0aca9b37a,2023-08-24 01:00:31.430765,0.0,0.0
121,1,0,4184,1,False,1692839265,3,23,1,1,1,82c85f05-4722-48ae-9f64-0522012eb3c8,2023-08-24 01:00:31.430765,0.0,0.0
122,1,0,3108,1,False,1692839263,41,5,1,1,3,66dd1c7f-0aca-11e7-82f6-3863bb44ef7c,2023-08-24 01:00:31.430765,0.0,0.0
123,2,0,3577,1,False,1692839267,18,3,1,1,3,0fa27bd7-b182-4e7a-b5bb-90f4249cb368,2023-08-24 01:00:31.430765,0.0,0.0
124,0,0,3757,1,False,1692839258,15,8,1,1,1,ab6aadd8-fa45-43aa-abea-c8e01ec5a0c8,2023-08-24 01:00:31.430765,0.0,0.0
125,0,0,1835246937517543544,1,False,1692839258,2,18,1,1,2,1835246937517543544,2023-08-24 01:00:31.430765,0.0,0.0
126,1,0,4930,1,False,1692839259,1,18,1,1,0,d18512f9-52c8-4175-92b9-b6258dc30748,2023-08-24 01:00:31.430765,0.0,0.0
127,6,0,383,1,False,1692839259,47,3,1,1,2,66dbe68e-0aca-11e7-82f6-3863bb44ef7c,2023-08-24 01:00:31.430765,0.0,0.0
128,1,0,4213,1,False,1692839232,15,2,1,1,4,068b919c-f649-4091-8e12-ccf37191cad5,2023-08-24 01:00:31.430765,0.0,0.0
129,1,0,3820,1,False,1692839257,8,9,1,1,0,493e046c-5d62-4772-90c4-b6a9f4afcd39,2023-08-24 01:00:31.430765,0.0,0.0
130,0,0,4941,1,False,1692839257,3,17,1,1,3,af72ab76-c6cb-4994-af96-51fa8846ecdc,2023-08-24 01:00:31.430765,0.0,0.0
131,3,1,4482,1,False,1692839257,12,16,1,1,0,33840944-aa92-4d91-9de8-d29e5cd0b2d9,2023-08-24 01:00:31.430765,0.0,0.0
132,3,0,4495,1,False,1692839260,0,17,1,1,0,ca843847-923a-40b7-80ca-c1c3fff6e818,2023-08-24 01:00:31.430765,0.0,0.0
133,3,0,4440,1,False,1692839260,3,13,1,1,0,24509e46-a0de-47e8-ba40-9441da68952a,2023-08-24 01:00:31.430765,0.0,0.0
134,1,0,4166,1,False,1692839258,25,0,1,1,1,6e5a8cab-cf1a-4584-8133-01835b56ad71,2023-08-24 01:00:31.430765,0.0,0.0
135,2,0,1822663031356509142,1,False,1692839256,19,0,1,1,1,1822663031356509142,2023-08-24 01:00:31.430765,0.0,0.0
136,0,0,1786697771181570266,1,False,1692839262,42,3,1,1,0,1786697771181570266,2023-08-24 01:00:31.430765,0.0,0.0
137,1,1,4631,1,False,1692839262,10,7,1,1,2,b713367c-3572-4225-b74a-9319ab537838,2023-08-24 01:00:31.430765,0.0,0.0
138,0,0,4908,1,False,1692839262,3,16,1,1,1,4efda436-cd19-4ec3-acc7-1a622f723264,2023-08-24 01:00:31.430765,0.0,0.0
139,0,0,4769,1,False,1692839262,5,14,1,1,2,fda18503-7488-4b91-b74c-949a90401e83,2023-08-24 01:00:31.430765,0.0,0.0
140,3,1,3381,1,False,1692839258,33,16,1,1,1,66de2b2f-0aca-11e7-82f6-3863bb44ef7c,2023-08-24 01:00:31.430765,0.0,0.0
141,2,0,435,1,False,1692839261,7,64,1,1,0,66dc120f-0aca-11e7-82f6-3863bb44ef7c,2023-08-24 01:00:31.430765,0.0,0.0
142,2,0,4153,1,False,1692839261,1,23,1,1,1,9af90faf-0b9b-451b-9cb0-20ff421ca1d9,2023-08-24 01:00:31.430765,0.0,0.0
143,0,0,4958,1,False,1692839262,3,16,1,1,1,d979131e-0b9f-4aa2-88c5-46d4ff94abc8,2023-08-24 01:00:31.430765,0.0,0.0
144,1,0,1815968237323833702,1,False,1692839310,20,0,1,1,3,1815968237323833702,2023-08-24 01:00:31.430765,0.0,0.0
145,1,0,1814548067447122618,1,False,1692839310,32,2,1,1,1,1814548067447122618,2023-08-24 01:00:31.430765,0.0,0.0
146,1,0,4346,1,False,1692839310,9,15,1,1,2,5526b855-dc09-4159-a20a-99651861a481,2023-08-24 01:00:31.430765,0.0,0.0
147,1,0,4281,1,False,1692839310,30,0,1,1,3,549b5bc4-b949-4eeb-8ffb-2215e1e49892,2023-08-24 01:00:31.430765,0.0,0.0
148,1,0,3849,1,False,1692839310,15,1,1,1,0,498d7e8e-5164-4f26-9ce6-399947d73b1a,2023-08-24 01:00:31.430765,0.0,0.0
149,3,0,4094,1,False,1692839311,1,16,1,1,1,38af3d1a-9916-46cf-b22e-86fc8648bf30,2023-08-24 01:00:31.430765,0.0,0.0
150,0,1,4358,1,False,1692839311,19,3,1,1,0,3f05490b-a3d8-4d15-bd25-0212555b5dff,2023-08-24 01:00:31.430765,0.0,0.0
151,1,0,1835618878584115330,1,False,1692839314,24,0,1,1,1,1835618878584115330,2023-08-24 01:00:31.430765,0.0,0.0
152,2,0,4862,1,False,1692839314,8,19,1,1,0,528ed1e0-75aa-45be-8afe-c3f1c950782f,2023-08-24 01:00:31.430765,0.0,0.0
153,3,0,3335,1,False,1692839314,15,9,1,1,1,66de0d91-0aca-11e7-82f6-3863bb44ef7c,2023-08-24 01:00:31.430765,0.0,0.0
154,8,0,3549,1,False,1692839314,3,14,1,1,2,1d32e684-602b-46b6-8c96-ab47b57a03f3,2023-08-24 01:00:31.430765,0.0,0.0
155,6,0,3127,1,False,1692839311,25,3,1,1,1,66dd26f9-0aca-11e7-82f6-3863bb44ef7c,2023-08-24 01:00:31.430765,0.0,0.0
156,1,0,1828965172312150882,1,False,1692839312,15,5,1,1,0,1828965172312150882,2023-08-24 01:00:31.430765,0.0,0.0
157,1,0,1795146692060860976,1,False,1692839312,11,11,1,1,3,1795146692060860976,2023-08-24 01:00:31.430765,0.0,0.0
158,2,0,3398,1,False,1692839312,13,7,1,1,0,66de4bbb-0aca-11e7-82f6-3863bb44ef7c,2023-08-24 01:00:31.430765,0.0,0.0
159,0,0,4457,1,False,1692839312,19,0,1,1,2,579e583e-60ab-4f2a-83d0-fabebddfcd0f,2023-08-24 01:00:31.430765,0.0,0.0
160,1,0,3546,1,False,1692839313,7,13,1,1,3,292ad4f3-9fb0-44ec-9e61-613c711f73c1,2023-08-24 01:00:31.430765,0.0,0.0
161,6,0,4699,1,False,1692839313,27,36,1,1,4,645e4365-653f-48ce-bc15-5fcc287be56f,2023-08-24 01:00:31.430765,0.0,0.0
162,1,0,4786,1,False,1692839310,6,12,1,1,0,6fb81fda-f0b5-4242-90f9-88d0214feb8d,2023-08-24 01:00:31.430765,0.0,0.0
163,3,0,3944,1,False,1692839310,2,23,1,1,2,44fa161f-eb62-459b-b53e-da83788cfa2a,2023-08-24 01:00:31.430765,0.0,0.0
164,3,0,3297,1,False,1692839312,14,4,1,1,9,66dde69c-0aca-11e7-82f6-3863bb44ef7c,2023-08-24 01:00:31.430765,0.0,0.0
165,2,0,4940,1,False,1692839312,10,9,1,1,1,d470e82e-d109-4e2e-b66a-f5e944cbfe97,2023-08-24 01:00:31.430765,0.0,0.0
166,0,0,4807,1,False,1692839238,3,17,1,1,0,a45a712c-1e3d-4fee-bef8-adafafd80670,2023-08-24 01:00:31.430765,0.0,0.0
167,5,0,3554,1,False,1692839238,18,4,1,1,0,0687075b-cf2d-4130-a859-fe841aafbd3f,2023-08-24 01:00:31.430765,0.0,0.0
168,0,0,4201,1,False,1692839252,20,0,1,1,0,99614ecb-2329-49fa-a13a-fa1ef2bb32d6,2023-08-24 01:00:31.430765,0.0,0.0
169,0,0,4860,1,False,1692839252,2,17,1,1,1,ca5cc034-a95d-446e-8314-6691589886b1,2023-08-24 01:00:31.430765,0.0,0.0
170,8,0,3233,1,False,1692839252,0,52,1,1,0,66dd9fa6-0aca-11e7-82f6-3863bb44ef7c,2023-08-24 01:00:31.430765,0.0,0.0
171,0,0,3856,1,False,1692839252,13,12,1,1,4,457ea5d7-d643-4028-87db-46dee0b81555,2023-08-24 01:00:31.430765,0.0,0.0
172,3,0,3055,1,False,1692839251,14,4,1,1,3,66dcc37f-0aca-11e7-82f6-3863bb44ef7c,2023-08-24 01:00:31.430765,0.0,0.0
173,3,1,1804892772559499512,1,False,1692839251,3,57,1,1,0,1804892772559499512,2023-08-24 01:00:31.430765,0.0,0.0
174,3,0,4641,1,False,1692839251,0,65,1,1,0,0fde06c2-632c-46a9-8866-f4e855604f74,2023-08-24 01:00:31.430765,0.0,0.0
175,0,0,4168,0,False,1689775581,0,0,0,0,0,1d3a8670-09b3-4127-b750-af5311e565f0,2023-08-24 01:00:31.430765,,
176,5,0,4250,1,False,1692839251,2,12,1,1,0,c602146e-d69d-43b6-9e8f-054c4df5377e,2023-08-24 01:00:31.430765,0.0,0.0
177,0,0,4319,0,False,1692835923,5,18,1,0,0,499e10ad-c008-461e-8cf7-20757218a9cc,2023-08-24 01:00:31.430765,0.0,0.0
178,2,0,3907,1,False,1692839253,7,7,1,1,2,75352ab4-8a31-4926-8b59-048a9e506452,2023-08-24 01:00:31.430765,0.0,0.0
