,num_docks_available,is_returning,is_renting,num_ebikes_available,num_docks_disabled,num_bikes_available,legacy_id,num_bikes_disabled,station_id,station_status,last_reported,eightd_has_available_keys,is_installed,last_update
655,1,active,2,False,0,1,0,3586,1,1671929964,2,15,3586,2022-12-25 02:45:46.007158
656,1,active,10,False,7,1,0,3587,1,1671929142,1,10,3587,2022-12-25 02:45:46.007158
657,1,active,21,False,0,1,0,3588,1,1671915505,1,19,3588,2022-12-25 02:45:46.007158
658,1,active,10,False,0,1,0,3589,1,1671919194,0,21,3589,2022-12-25 02:45:46.007158
659,1,active,9,False,1,1,0,3590,1,1671910351,1,6,3590,2022-12-25 02:45:46.007158
660,1,active,2,False,0,1,0,3591,1,1671921494,0,18,3591,2022-12-25 02:45:46.007158
661,1,active,7,False,4,1,0,3592,1,1671925177,2,10,3592,2022-12-25 02:45:46.007158
662,1,active,13,False,3,1,0,3593,1,1671935650,1,21,3593,2022-12-25 02:45:46.007158
663,1,active,0,False,0,1,0,3595,1,1671929294,1,16,3595,2022-12-25 02:45:46.007158
664,1,active,1,False,0,1,0,3596,1,1671929212,0,16,3596,2022-12-25 02:45:46.007158
665,1,active,8,False,1,1,0,3597,1,1671931877,2,13,3597,2022-12-25 02:45:46.007158
666,1,active,1,False,0,1,0,3598,1,1671925947,1,16,3598,2022-12-25 02:45:46.007158
667,1,active,5,False,1,1,0,3600,1,1671935357,1,21,3600,2022-12-25 02:45:46.007158
668,1,active,8,False,2,1,0,3601,1,1671928687,0,11,3601,2022-12-25 02:45:46.007158
669,1,active,4,False,1,1,0,3602,1,1671928588,2,16,3602,2022-12-25 02:45:46.007158
670,1,active,4,False,1,1,0,3603,1,1671930031,0,16,3603,2022-12-25 02:45:46.007158
671,1,active,2,False,1,1,0,3604,1,1671931348,0,15,3604,2022-12-25 02:45:46.007158
672,1,active,5,False,0,1,0,3605,1,1671927416,0,16,3605,2022-12-25 02:45:46.007158
673,1,active,19,False,9,1,0,3606,1,1671933547,0,0,3606,2022-12-25 02:45:46.007158
674,1,active,7,False,0,1,0,3607,1,1671921018,0,12,3607,2022-12-25 02:45:46.007158
675,1,active,16,False,3,1,0,3608,1,1671907364,0,4,3608,2022-12-25 02:45:46.007158
676,1,active,6,False,2,1,0,3609,1,1671930895,1,15,3609,2022-12-25 02:45:46.007158
677,1,active,24,False,5,1,0,3611,1,1671918047,1,6,3611,2022-12-25 02:45:46.007158
678,1,active,1,False,0,1,0,3612,1,1671921031,2,12,3612,2022-12-25 02:45:46.007158
679,1,active,22,False,2,1,0,3613,1,1671916510,1,4,3613,2022-12-25 02:45:46.007158
680,1,active,11,False,3,1,0,3614,1,1671924936,5,7,3614,2022-12-25 02:45:46.007158
681,1,active,1,False,1,1,1,3616,1,1671936737,1,22,3616,2022-12-25 02:45:46.007158
682,1,active,0,False,0,1,0,3617,1,1671906274,0,27,3617,2022-12-25 02:45:46.007158
683,1,active,20,False,1,1,0,3618,1,1671926174,2,11,3618,2022-12-25 02:45:46.007158
684,1,active,4,False,1,1,0,3619,1,1671920059,0,23,3619,2022-12-25 02:45:46.007158
685,1,active,24,False,1,1,0,3620,1,1671922418,1,3,3620,2022-12-25 02:45:46.007158
686,1,active,2,False,2,1,35,3621,1,1671936444,2,0,3621,2022-12-25 02:45:46.007158
687,1,active,7,False,1,1,0,3622,1,1671931675,1,14,3622,2022-12-25 02:45:46.007158
688,1,active,10,False,4,1,0,3623,1,1671935907,0,29,3623,2022-12-25 02:45:46.007158
689,1,active,15,False,1,1,0,3628,1,1671935881,2,13,3628,2022-12-25 02:45:46.007158
690,1,active,14,False,3,1,0,3629,1,1671932721,1,14,3629,2022-12-25 02:45:46.007158
691,1,active,5,False,3,1,0,3630,1,1671936086,0,25,3630,2022-12-25 02:45:46.007158
692,1,active,9,False,4,1,0,3635,1,1671923883,2,32,3635,2022-12-25 02:45:46.007158
693,1,active,0,False,0,1,1,3637,1,1671936738,1,28,3637,2022-12-25 02:45:46.007158
694,1,active,15,False,3,1,0,3638,1,1671925051,1,2,3638,2022-12-25 02:45:46.007158
695,1,active,24,False,5,1,0,3639,1,1671932175,1,5,3639,2022-12-25 02:45:46.007158
696,0,active,1,False,1,0,0,3640,1,1671895205,0,17,3640,2022-12-25 02:45:46.007158
697,1,active,64,False,13,1,0,3641,1,1671936605,2,4,3641,2022-12-25 02:45:46.007158
698,1,active,8,False,0,1,0,3646,1,1671917431,0,18,3646,2022-12-25 02:45:46.007158
699,1,active,22,False,0,1,0,3648,1,1671931550,1,2,3648,2022-12-25 02:45:46.007158
700,1,active,5,False,3,1,0,3649,1,1671932193,0,25,3649,2022-12-25 02:45:46.007158
701,1,active,8,False,1,1,0,3654,1,1671935270,1,26,3654,2022-12-25 02:45:46.007158
702,1,active,38,False,1,1,0,3656,1,1671936337,4,24,3656,2022-12-25 02:45:46.007158
703,0,out_of_service,0,False,0,0,0,3658,0,86400,0,0,3658,2022-12-25 02:45:46.007158
704,1,active,7,False,3,1,0,3661,1,1671905439,0,12,3661,2022-12-25 02:45:46.007158
705,1,active,20,False,0,1,0,3664,1,1671929949,2,6,3664,2022-12-25 02:45:46.007158
706,1,active,22,False,3,1,0,3668,1,1671933013,3,0,3668,2022-12-25 02:45:46.007158
707,1,active,3,False,2,1,0,3673,1,1671925819,0,18,3673,2022-12-25 02:45:46.007158
708,1,active,7,False,3,1,0,3674,1,1671931427,1,19,3674,2022-12-25 02:45:46.007158
709,1,active,21,False,1,1,0,3676,1,1671922452,1,2,3676,2022-12-25 02:45:46.007158
710,1,active,1,False,1,1,0,3677,1,1671894729,0,17,3677,2022-12-25 02:45:46.007158
711,1,active,1,False,0,1,0,3678,1,1671923646,0,17,3678,2022-12-25 02:45:46.007158
712,1,active,5,False,1,1,0,3679,1,1671926887,0,9,3679,2022-12-25 02:45:46.007158
713,1,active,10,False,3,1,0,3681,1,1671920055,1,6,3681,2022-12-25 02:45:46.007158
714,1,active,37,False,1,1,0,3686,1,1671936618,0,1,3686,2022-12-25 02:45:46.007158
715,1,active,27,False,0,1,0,3687,1,1671934759,3,52,3687,2022-12-25 02:45:46.007158
716,1,active,3,False,2,1,0,3689,1,1671936690,0,41,3689,2022-12-25 02:45:46.007158
717,1,active,25,False,10,1,0,3690,1,1671928667,0,9,3690,2022-12-25 02:45:46.007158
718,1,active,0,False,0,1,0,3691,1,1671934781,1,18,3691,2022-12-25 02:45:46.007158
719,1,active,29,False,0,1,0,3692,1,1671909688,4,5,3692,2022-12-25 02:45:46.007158
720,1,active,22,False,1,1,0,3693,1,1671919714,1,4,3693,2022-12-25 02:45:46.007158
721,1,active,11,False,2,1,0,3694,1,1671877840,0,7,3694,2022-12-25 02:45:46.007158
722,1,active,3,False,1,1,0,3697,1,1671934883,4,35,3697,2022-12-25 02:45:46.007158
723,1,active,2,False,0,1,0,3699,1,1671936649,0,27,3699,2022-12-25 02:45:46.007158
724,1,active,19,False,6,1,0,3704,1,1671876083,0,0,3704,2022-12-25 02:45:46.007158
725,1,active,37,False,4,1,0,3705,1,1671934534,1,0,3705,2022-12-25 02:45:46.007158
726,1,active,14,False,2,1,0,3707,1,1671934480,3,62,3707,2022-12-25 02:45:46.007158
727,1,active,39,False,0,1,0,3708,1,1671928760,0,1,3708,2022-12-25 02:45:46.007158
728,1,active,65,False,6,1,0,3709,1,1671931547,5,4,3709,2022-12-25 02:45:46.007158
729,1,active,21,False,1,1,0,3711,1,1671936153,2,37,3711,2022-12-25 02:45:46.007158
730,1,active,6,False,2,1,0,3712,1,1671927950,1,34,3712,2022-12-25 02:45:46.007158
731,1,active,15,False,6,1,0,3714,1,1671936474,2,44,3714,2022-12-25 02:45:46.007158
732,1,active,29,False,6,1,0,3715,1,1671925999,0,1,3715,2022-12-25 02:45:46.007158
733,1,active,4,False,1,1,1,3716,1,1671936687,0,17,3716,2022-12-25 02:45:46.007158
734,1,active,8,False,3,1,0,3718,1,1671929720,2,53,3718,2022-12-25 02:45:46.007158
735,1,active,10,False,0,1,0,3721,1,1671935472,1,26,3721,2022-12-25 02:45:46.007158
736,1,active,32,False,20,1,0,3724,1,1671933449,0,47,3724,2022-12-25 02:45:46.007158
737,1,active,15,False,4,1,0,3725,1,1671933071,5,34,3725,2022-12-25 02:45:46.007158
738,1,active,15,False,2,1,0,3726,1,1671922806,1,6,3726,2022-12-25 02:45:46.007158
739,1,active,36,False,3,1,0,3727,1,1671911842,1,1,3727,2022-12-25 02:45:46.007158
740,1,active,1,False,1,1,0,3728,1,1671929335,0,22,3728,2022-12-25 02:45:46.007158
741,1,active,26,False,8,1,0,3731,1,1671923766,1,40,3731,2022-12-25 02:45:46.007158
742,0,out_of_service,0,False,0,0,0,3733,0,86400,0,0,3733,2022-12-25 02:45:46.007158
743,1,active,19,False,0,1,0,3734,1,1671928419,1,30,3734,2022-12-25 02:45:46.007158
744,1,active,54,False,3,1,0,3735,1,1671934918,1,1,3735,2022-12-25 02:45:46.007158
745,1,active,10,False,5,1,0,3736,1,1671936682,1,30,3736,2022-12-25 02:45:46.007158
746,1,active,5,False,0,1,0,3737,1,1671936217,4,14,3737,2022-12-25 02:45:46.007158
747,1,active,29,False,2,1,2,3738,1,1671914734,0,0,3738,2022-12-25 02:45:46.007158
748,1,active,52,False,4,1,0,3739,1,1671925215,0,0,3739,2022-12-25 02:45:46.007158
749,1,active,37,False,8,1,1,3740,1,1671930673,11,1,3740,2022-12-25 02:45:46.007158
750,1,active,5,False,1,1,0,3745,1,1671926583,1,20,3745,2022-12-25 02:45:46.007158
751,1,active,43,False,7,1,0,3746,1,1671932684,3,1,3746,2022-12-25 02:45:46.007158
752,1,active,1,False,0,1,0,3749,1,1671929512,5,14,3749,2022-12-25 02:45:46.007158
753,1,active,0,False,0,1,0,3755,1,1671925076,3,15,3755,2022-12-25 02:45:46.007158
754,1,active,18,False,3,1,0,3756,1,1671924733,1,1,3756,2022-12-25 02:45:46.007158
755,1,active,16,False,5,1,0,3757,1,1671935742,0,7,3757,2022-12-25 02:45:46.007158
756,1,active,16,False,3,1,0,3758,1,1671911357,2,0,3758,2022-12-25 02:45:46.007158
757,1,active,17,False,1,1,0,3759,1,1671925537,0,2,3759,2022-12-25 02:45:46.007158
758,1,active,10,False,2,1,0,3760,1,1671918676,0,13,3760,2022-12-25 02:45:46.007158
759,1,active,2,False,1,1,0,3761,1,1671932442,1,24,3761,2022-12-25 02:45:46.007158
760,1,active,24,False,0,1,0,3762,1,1671934962,1,2,3762,2022-12-25 02:45:46.007158
761,1,active,21,False,1,1,0,3763,1,1671868040,4,2,3763,2022-12-25 02:45:46.007158
762,1,active,17,False,1,1,0,3764,1,1671916891,1,3,3764,2022-12-25 02:45:46.007158
763,1,active,17,False,0,1,0,3765,1,1671908562,0,4,3765,2022-12-25 02:45:46.007158
764,1,active,0,False,0,1,0,3767,1,1671927687,0,18,3767,2022-12-25 02:45:46.007158
765,1,active,17,False,1,1,0,3768,1,1671933074,0,4,3768,2022-12-25 02:45:46.007158
766,1,active,22,False,3,1,0,3769,1,1671877360,1,0,3769,2022-12-25 02:45:46.007158
767,1,active,17,False,1,1,0,3770,1,1671915229,0,4,3770,2022-12-25 02:45:46.007158
768,1,active,28,False,1,1,0,3771,1,1671923478,1,1,3771,2022-12-25 02:45:46.007158
769,1,active,11,False,1,1,0,3772,1,1671921565,0,7,3772,2022-12-25 02:45:46.007158
770,1,active,17,False,1,1,0,3773,1,1671919902,0,2,3773,2022-12-25 02:45:46.007158
771,1,active,21,False,1,1,0,3774,1,1671925440,0,2,3774,2022-12-25 02:45:46.007158
772,1,active,27,False,2,1,0,3775,1,1671935338,0,0,3775,2022-12-25 02:45:46.007158
773,1,active,0,False,0,1,0,3776,1,1671916631,0,23,3776,2022-12-25 02:45:46.007158
774,1,active,9,False,1,1,0,3777,1,1671918318,1,13,3777,2022-12-25 02:45:46.007158
775,1,active,26,False,3,1,0,3778,1,1671920225,0,0,3778,2022-12-25 02:45:46.007158
776,1,active,24,False,5,1,0,3779,1,1671910146,0,0,3779,2022-12-25 02:45:46.007158
777,1,active,17,False,2,1,0,3780,1,1671936542,2,3,3780,2022-12-25 02:45:46.007158
778,1,active,11,False,0,1,0,3781,1,1671934884,0,18,3781,2022-12-25 02:45:46.007158
779,1,active,23,False,0,1,0,3782,1,1671908741,2,6,3782,2022-12-25 02:45:46.007158
780,1,active,53,False,0,1,0,3783,1,1671935540,4,6,3783,2022-12-25 02:45:46.007158
781,1,active,30,False,2,1,0,3785,1,1671936347,2,21,3785,2022-12-25 02:45:46.007158
782,1,active,2,False,2,1,3,3786,1,1671936694,44,0,3786,2022-12-25 02:45:46.007158
783,1,active,17,False,0,1,0,3787,1,1671904040,1,2,3787,2022-12-25 02:45:46.007158
784,1,active,5,False,0,1,0,3789,1,1671915800,1,24,3789,2022-12-25 02:45:46.007158
785,1,active,1,False,1,1,0,3790,1,1671935907,1,34,3790,2022-12-25 02:45:46.007158
786,1,active,25,False,13,1,0,3791,1,1671932440,3,3,3791,2022-12-25 02:45:46.007158
787,0,active,16,False,5,0,0,3792,1,1671908027,0,12,3792,2022-12-25 02:45:46.007158
788,1,active,16,False,1,1,0,3795,1,1671913229,1,2,3795,2022-12-25 02:45:46.007158
789,1,active,36,False,2,1,0,3798,1,1671933967,3,15,3798,2022-12-25 02:45:46.007158
790,1,active,32,False,10,1,0,3799,1,1671934235,0,33,3799,2022-12-25 02:45:46.007158
791,1,active,8,False,2,1,0,3803,1,1671916278,0,19,3803,2022-12-25 02:45:46.007158
792,1,active,11,False,2,1,0,3804,1,1671933498,1,12,3804,2022-12-25 02:45:46.007158
793,1,active,9,False,3,1,0,3808,1,1671918403,1,7,3808,2022-12-25 02:45:46.007158
794,1,active,38,False,14,1,0,3809,1,1671935383,1,33,3809,2022-12-25 02:45:46.007158
795,1,active,6,False,1,1,0,3811,1,1671928867,0,13,3811,2022-12-25 02:45:46.007158
796,0,active,53,False,16,0,0,3812,1,1671920757,1,5,3812,2022-12-25 02:45:46.007158
797,1,active,38,False,1,1,0,3813,1,1671921784,0,10,3813,2022-12-25 02:45:46.007158
798,1,active,12,False,10,1,0,3814,1,1671920612,1,19,3814,2022-12-25 02:45:46.007158
799,1,active,16,False,7,1,0,3815,1,1671928918,0,24,3815,2022-12-25 02:45:46.007158
800,1,active,22,False,1,1,0,3816,1,1671925177,1,0,3816,2022-12-25 02:45:46.007158
801,1,active,0,False,0,1,0,3817,1,1671923402,0,18,3817,2022-12-25 02:45:46.007158
802,1,active,14,False,0,1,0,3818,1,1671932573,1,25,3818,2022-12-25 02:45:46.007158
803,1,active,2,False,0,1,0,3819,1,1671895537,0,18,3819,2022-12-25 02:45:46.007158
804,1,active,8,False,1,1,0,3820,1,1671930071,0,11,3820,2022-12-25 02:45:46.007158
805,1,active,5,False,0,1,0,3821,1,1671915853,0,20,3821,2022-12-25 02:45:46.007158
806,1,active,5,False,1,1,0,3822,1,1671923763,1,13,3822,2022-12-25 02:45:46.007158
807,1,active,1,False,0,1,0,3823,1,1671926927,0,29,3823,2022-12-25 02:45:46.007158
808,1,active,0,False,0,1,0,3824,1,1671910806,1,22,3824,2022-12-25 02:45:46.007158
809,1,active,0,False,0,1,0,3825,1,1671925027,0,29,3825,2022-12-25 02:45:46.007158
810,1,active,1,False,1,1,0,3826,1,1671869255,0,16,3826,2022-12-25 02:45:46.007158
811,1,active,2,False,1,1,0,3827,1,1671911687,0,18,3827,2022-12-25 02:45:46.007158
812,1,active,11,False,0,1,0,3828,1,1671931264,0,11,3828,2022-12-25 02:45:46.007158
813,1,active,1,False,1,1,0,3829,1,1671918992,0,20,3829,2022-12-25 02:45:46.007158
814,1,active,2,False,0,1,0,3830,1,1671934920,1,19,3830,2022-12-25 02:45:46.007158
815,1,active,10,False,4,1,0,3831,1,1671934625,1,23,3831,2022-12-25 02:45:46.007158
816,1,active,1,False,0,1,0,3832,1,1671934623,0,20,3832,2022-12-25 02:45:46.007158
817,1,active,4,False,0,1,0,3833,1,1671919509,0,14,3833,2022-12-25 02:45:46.007158
818,1,active,5,False,0,1,0,3834,1,1671899518,2,11,3834,2022-12-25 02:45:46.007158
819,1,active,2,False,1,1,0,3835,1,1671928554,0,19,3835,2022-12-25 02:45:46.007158
820,1,active,3,False,0,1,0,3836,1,1671931133,2,24,3836,2022-12-25 02:45:46.007158
821,1,active,14,False,4,1,0,3837,1,1671929561,1,12,3837,2022-12-25 02:45:46.007158
822,1,active,1,False,1,1,0,3838,1,1671919009,2,22,3838,2022-12-25 02:45:46.007158
823,1,active,1,False,0,1,0,3839,1,1671896085,0,27,3839,2022-12-25 02:45:46.007158
824,1,active,1,False,1,1,0,3840,1,1671927696,1,22,3840,2022-12-25 02:45:46.007158
825,1,active,1,False,1,1,0,3841,1,1671936156,1,23,3841,2022-12-25 02:45:46.007158
826,1,active,4,False,3,1,0,3842,1,1671919951,1,24,3842,2022-12-25 02:45:46.007158
827,1,active,0,False,0,1,0,3843,1,1671911473,0,22,3843,2022-12-25 02:45:46.007158
828,1,active,7,False,3,1,0,3844,1,1671931287,3,13,3844,2022-12-25 02:45:46.007158
829,1,active,17,False,1,1,0,3845,1,1671917733,0,3,3845,2022-12-25 02:45:46.007158
830,1,active,4,False,0,1,0,3846,1,1671927521,3,18,3846,2022-12-25 02:45:46.007158
831,1,active,6,False,0,1,0,3847,1,1671926944,1,18,3847,2022-12-25 02:45:46.007158
832,1,active,11,False,2,1,0,3848,1,1671932040,1,20,3848,2022-12-25 02:45:46.007158
833,1,active,16,False,3,1,0,3849,1,1671897513,1,0,3849,2022-12-25 02:45:46.007158
834,1,active,21,False,2,1,0,3850,1,1671901615,1,3,3850,2022-12-25 02:45:46.007158
835,1,active,19,False,4,1,0,3851,1,1671913655,0,1,3851,2022-12-25 02:45:46.007158
836,1,active,17,False,5,1,0,3852,1,1671914029,0,0,3852,2022-12-25 02:45:46.007158
837,1,active,20,False,2,1,0,3853,1,1671927255,0,0,3853,2022-12-25 02:45:46.007158
838,1,active,11,False,1,1,0,3854,1,1671881433,1,13,3854,2022-12-25 02:45:46.007158
839,1,active,1,False,0,1,0,3855,1,1671869253,0,21,3855,2022-12-25 02:45:46.007158
840,1,active,7,False,0,1,0,3856,1,1671926535,0,17,3856,2022-12-25 02:45:46.007158
841,1,active,15,False,2,1,0,3857,1,1671935153,0,4,3857,2022-12-25 02:45:46.007158
842,1,active,16,False,1,1,0,3858,1,1671920148,0,4,3858,2022-12-25 02:45:46.007158
843,1,active,7,False,2,1,0,3860,1,1671922029,0,17,3860,2022-12-25 02:45:46.007158
844,1,active,4,False,3,1,0,3861,1,1671922146,0,16,3861,2022-12-25 02:45:46.007158
845,1,active,4,False,1,1,0,3862,1,1671931535,0,13,3862,2022-12-25 02:45:46.007158
846,1,active,1,False,0,1,0,3863,1,1671927143,1,16,3863,2022-12-25 02:45:46.007158
847,1,active,11,False,1,1,0,3864,1,1671927181,0,19,3864,2022-12-25 02:45:46.007158
848,1,active,10,False,3,1,0,3866,1,1671929189,1,21,3866,2022-12-25 02:45:46.007158
849,1,active,9,False,3,1,0,3867,1,1671930231,0,20,3867,2022-12-25 02:45:46.007158
850,1,active,5,False,2,1,0,3868,1,1671927281,0,14,3868,2022-12-25 02:45:46.007158
851,1,active,6,False,3,1,0,3869,1,1671933871,0,15,3869,2022-12-25 02:45:46.007158
852,1,active,6,False,0,1,0,3870,1,1671916182,0,14,3870,2022-12-25 02:45:46.007158
853,1,active,3,False,2,1,0,3871,1,1671936749,1,26,3871,2022-12-25 02:45:46.007158
854,1,active,1,False,1,1,0,3872,1,1671916066,0,18,3872,2022-12-25 02:45:46.007158
855,1,active,0,False,0,1,0,3873,1,1671869255,0,17,3873,2022-12-25 02:45:46.007158
856,1,active,0,False,0,1,0,3874,1,1671918796,0,16,3874,2022-12-25 02:45:46.007158
857,1,active,9,False,0,1,0,3875,1,1671920725,0,6,3875,2022-12-25 02:45:46.007158
858,1,active,18,False,15,1,0,3876,1,1671929783,1,2,3876,2022-12-25 02:45:46.007158
859,1,active,2,False,2,1,0,3877,1,1671927708,0,22,3877,2022-12-25 02:45:46.007158
860,1,active,3,False,0,1,0,3878,1,1671936576,0,16,3878,2022-12-25 02:45:46.007158
861,1,active,6,False,4,1,0,3879,1,1671930892,0,18,3879,2022-12-25 02:45:46.007158
862,1,active,14,False,11,1,0,3880,1,1671913775,0,12,3880,2022-12-25 02:45:46.007158
863,1,active,6,False,0,1,0,3881,1,1671903566,2,31,3881,2022-12-25 02:45:46.007158
864,1,active,5,False,2,1,0,3882,1,1671922029,1,9,3882,2022-12-25 02:45:46.007158
865,1,active,1,False,0,1,0,3883,1,1671924207,0,15,3883,2022-12-25 02:45:46.007158
866,1,active,6,False,1,1,0,3884,1,1671929481,1,16,3884,2022-12-25 02:45:46.007158
867,1,active,5,False,0,1,0,3885,1,1671936705,1,12,3885,2022-12-25 02:45:46.007158
868,1,active,7,False,0,1,0,3886,1,1671922660,0,13,3886,2022-12-25 02:45:46.007158
869,1,active,12,False,3,1,0,3887,1,1671906615,0,9,3887,2022-12-25 02:45:46.007158
870,1,active,2,False,1,1,0,3888,1,1671932258,2,13,3888,2022-12-25 02:45:46.007158
871,1,active,12,False,3,1,0,3890,1,1671932114,0,18,3890,2022-12-25 02:45:46.007158
872,1,active,0,False,0,1,0,3891,1,1671911980,0,20,3891,2022-12-25 02:45:46.007158
873,1,active,1,False,1,1,0,3892,1,1671909757,0,18,3892,2022-12-25 02:45:46.007158
874,1,active,3,False,2,1,0,3893,1,1671933389,1,20,3893,2022-12-25 02:45:46.007158
875,1,active,28,False,8,1,0,3894,1,1671930254,5,1,3894,2022-12-25 02:45:46.007158
876,1,active,4,False,2,1,1,3895,1,1671936590,0,19,3895,2022-12-25 02:45:46.007158
877,1,active,5,False,3,1,0,3896,1,1671930091,0,17,3896,2022-12-25 02:45:46.007158
878,1,active,2,False,0,1,0,3897,1,1671918575,0,15,3897,2022-12-25 02:45:46.007158
879,1,active,25,False,5,1,0,3898,1,1671936062,2,29,3898,2022-12-25 02:45:46.007158
880,1,active,17,False,0,1,0,3899,1,1671920653,0,1,3899,2022-12-25 02:45:46.007158
881,1,active,16,False,1,1,0,3900,1,1671934018,3,11,3900,2022-12-25 02:45:46.007158
882,1,active,3,False,2,1,0,3901,1,1671907269,1,13,3901,2022-12-25 02:45:46.007158
883,1,active,3,False,0,1,0,3902,1,1671886311,0,16,3902,2022-12-25 02:45:46.007158
884,1,active,1,False,1,1,0,3903,1,1671904610,0,16,3903,2022-12-25 02:45:46.007158
885,1,active,24,False,10,1,0,3904,1,1671928547,0,10,3904,2022-12-25 02:45:46.007158
886,1,active,37,False,5,1,0,3905,1,1671930622,2,0,3905,2022-12-25 02:45:46.007158
887,1,active,28,False,0,1,0,3906,1,1671935817,1,2,3906,2022-12-25 02:45:46.007158
888,1,active,7,False,2,1,0,3907,1,1671927782,0,10,3907,2022-12-25 02:45:46.007158
889,1,active,8,False,1,1,0,3909,1,1671911065,0,12,3909,2022-12-25 02:45:46.007158
890,1,active,1,False,0,1,0,3910,1,1671928718,0,16,3910,2022-12-25 02:45:46.007158
891,1,active,12,False,0,1,0,3913,1,1671922785,1,4,3913,2022-12-25 02:45:46.007158
892,1,active,9,False,5,1,0,3914,1,1671931650,4,25,3914,2022-12-25 02:45:46.007158
893,1,active,16,False,0,1,0,3917,1,1671914568,1,13,3917,2022-12-25 02:45:46.007158
894,1,active,6,False,1,1,0,3920,1,1671936354,0,12,3920,2022-12-25 02:45:46.007158
895,1,active,14,False,0,1,0,3921,1,1671899684,1,3,3921,2022-12-25 02:45:46.007158
896,1,active,8,False,0,1,0,3922,1,1671914936,0,10,3922,2022-12-25 02:45:46.007158
897,1,active,0,False,0,1,0,3923,1,1671915010,0,17,3923,2022-12-25 02:45:46.007158
898,1,active,20,False,0,1,0,3924,1,1671916027,0,4,3924,2022-12-25 02:45:46.007158
899,1,active,2,False,1,1,0,3926,1,1671935965,0,18,3926,2022-12-25 02:45:46.007158
900,1,active,4,False,0,1,0,3927,1,1671927805,1,22,3927,2022-12-25 02:45:46.007158
901,1,active,4,False,2,1,0,3928,1,1671927831,0,17,3928,2022-12-25 02:45:46.007158
902,1,active,16,False,1,1,0,3929,1,1671908111,0,2,3929,2022-12-25 02:45:46.007158
903,1,active,5,False,0,1,0,3930,1,1671910899,0,14,3930,2022-12-25 02:45:46.007158
904,1,active,15,False,0,1,0,3931,1,1671916034,1,7,3931,2022-12-25 02:45:46.007158
905,1,active,3,False,2,1,0,3932,1,1671929815,0,18,3932,2022-12-25 02:45:46.007158
906,1,active,12,False,0,1,0,3933,1,1671919155,0,7,3933,2022-12-25 02:45:46.007158
907,1,active,7,False,6,1,0,3934,1,1671933391,0,20,3934,2022-12-25 02:45:46.007158
908,1,active,3,False,0,1,0,3935,1,1671928421,1,13,3935,2022-12-25 02:45:46.007158
909,1,active,7,False,1,1,0,3936,1,1671910489,0,12,3936,2022-12-25 02:45:46.007158
910,1,active,19,False,2,1,0,3937,1,1671931925,0,4,3937,2022-12-25 02:45:46.007158
911,1,active,9,False,4,1,0,3938,1,1671932023,0,10,3938,2022-12-25 02:45:46.007158
912,1,active,19,False,5,1,0,3939,1,1671910676,0,1,3939,2022-12-25 02:45:46.007158
913,1,active,15,False,4,1,0,3940,1,1671899158,1,0,3940,2022-12-25 02:45:46.007158
914,1,active,16,False,9,1,0,3941,1,1671869257,0,0,3941,2022-12-25 02:45:46.007158
915,1,active,1,False,0,1,0,3942,1,1671929395,1,19,3942,2022-12-25 02:45:46.007158
916,1,active,12,False,12,1,0,3944,1,1671936695,0,8,3944,2022-12-25 02:45:46.007158
917,1,active,5,False,4,1,0,3945,1,1671926167,0,15,3945,2022-12-25 02:45:46.007158
918,1,active,0,False,0,1,0,3946,1,1671935269,2,19,3946,2022-12-25 02:45:46.007158
919,1,active,10,False,0,1,0,3947,1,1671915744,0,8,3947,2022-12-25 02:45:46.007158
920,1,active,11,False,0,1,0,3948,1,1671910436,0,11,3948,2022-12-25 02:45:46.007158
921,1,active,14,False,4,1,0,3949,1,1671931302,0,8,3949,2022-12-25 02:45:46.007158
922,1,active,14,False,2,1,0,3950,1,1671913544,0,5,3950,2022-12-25 02:45:46.007158
923,1,active,6,False,0,1,0,3951,1,1671931327,0,13,3951,2022-12-25 02:45:46.007158
924,1,active,17,False,1,1,0,3952,1,1671914914,0,2,3952,2022-12-25 02:45:46.007158
925,1,active,2,False,1,1,0,3953,1,1671936604,0,22,3953,2022-12-25 02:45:46.007158
926,1,active,9,False,0,1,0,3955,1,1671936630,0,9,3955,2022-12-25 02:45:46.007158
927,1,active,14,False,2,1,0,3956,1,1671930557,0,9,3956,2022-12-25 02:45:46.007158
928,1,active,16,False,0,1,0,3957,1,1671915454,0,2,3957,2022-12-25 02:45:46.007158
929,1,active,12,False,5,1,0,3958,1,1671928131,1,10,3958,2022-12-25 02:45:46.007158
930,1,active,1,False,0,1,0,3959,1,1671920861,5,24,3959,2022-12-25 02:45:46.007158
931,1,active,0,False,0,1,0,3960,1,1671917680,0,20,3960,2022-12-25 02:45:46.007158
932,1,active,11,False,1,1,0,3961,1,1671933725,0,8,3961,2022-12-25 02:45:46.007158
933,1,active,7,False,0,1,0,3963,1,1671930938,0,24,3963,2022-12-25 02:45:46.007158
934,1,active,3,False,0,1,0,3964,1,1671935584,0,17,3964,2022-12-25 02:45:46.007158
935,1,active,7,False,0,1,0,3965,1,1671910637,0,12,3965,2022-12-25 02:45:46.007158
936,1,active,3,False,1,1,0,3966,1,1671903822,0,16,3966,2022-12-25 02:45:46.007158
937,1,active,11,False,2,1,0,3967,1,1671925227,3,15,3967,2022-12-25 02:45:46.007158
