,num_docks_disabled,station_id,legacy_id,num_bikes_available,is_renting,num_ebikes_available,num_docks_available,num_bikes_disabled,is_returning,eightd_has_available_keys,is_installed,last_reported,last_update,num_scooters_unavailable,num_scooters_available
22,0,66dd01c5-0aca-11e7-82f6-3863bb44ef7c,3092,0,0,0,0,0,0,False,1,1691419320,2023-08-11 01:00:30.385509,,
23,2,66db2a71-0aca-11e7-82f6-3863bb44ef7c,127,18,1,5,21,3,1,False,1,1691715889,2023-08-11 01:00:30.385509,0.0,0.0
24,1,dccaeeb5-c53a-4f48-80e6-05675b71a8c8,3508,22,1,2,5,2,1,False,1,1691715888,2023-08-11 01:00:30.385509,0.0,0.0
25,0,81bec993-29a5-4e70-8f60-eecdf16c7be4,4684,25,1,1,4,1,1,False,1,1691715888,2023-08-11 01:00:30.385509,0.0,0.0
26,0,2ebbe93b-a013-464a-b4a5-0eba96f89676,4852,16,1,2,1,1,1,False,1,1691715888,2023-08-11 01:00:30.385509,0.0,0.0
27,0,579e583e-60ab-4f2a-83d0-fabebddfcd0f,4457,5,1,0,11,3,1,False,1,1691715886,2023-08-11 01:00:30.385509,0.0,0.0
28,0,66db75cc-0aca-11e7-82f6-3863bb44ef7c,315,42,1,6,0,1,1,False,1,1691715886,2023-08-11 01:00:30.385509,0.0,0.0
29,0,b4b5824b-3c23-44b7-92a3-cec6a54583a0,4169,15,1,1,5,1,1,False,1,1691715892,2023-08-11 01:00:30.385509,0.0,0.0
30,0,1f8f6714-42a7-45d5-86cd-a093c940b2c9,4635,9,1,6,14,2,1,False,1,1691715892,2023-08-11 01:00:30.385509,0.0,0.0
31,0,66dd46a2-0aca-11e7-82f6-3863bb44ef7c,3150,12,1,4,31,5,1,False,1,1691715891,2023-08-11 01:00:30.385509,0.0,0.0
32,0,66dc3e89-0aca-11e7-82f6-3863bb44ef7c,476,0,0,0,3,0,0,False,0,1684444557,2023-08-11 01:00:30.385509,,
33,0,528ed1e0-75aa-45be-8afe-c3f1c950782f,4862,0,0,0,0,0,0,False,0,1690812347,2023-08-11 01:00:30.385509,,
34,1,c4e9905f-457b-4be0-a878-2aa53fa0b09b,3779,20,1,0,2,1,1,False,1,1691715893,2023-08-11 01:00:30.385509,0.0,0.0
35,0,0dd71c6d-11ee-4ad4-ba99-36b9ad36112c,4942,6,1,2,14,1,1,False,1,1691715893,2023-08-11 01:00:30.385509,0.0,0.0
36,3,1815967442754883940,1815967442754883940,22,1,2,3,2,1,False,1,1691715893,2023-08-11 01:00:30.385509,0.0,0.0
37,0,6cd10426-b4e9-40e1-9b35-61f609190ac0,3517,6,1,0,29,0,1,False,1,1691715889,2023-08-11 01:00:30.385509,0.0,0.0
38,2,06439006-11b6-44f0-8545-c9d39035f32a,4648,32,1,3,7,6,1,False,1,1691715890,2023-08-11 01:00:30.385509,0.0,0.0
39,0,3d68a3fd-91da-49e8-9cd5-69b333863789,4456,14,1,2,7,0,1,False,1,1691715890,2023-08-11 01:00:30.385509,0.0,0.0
40,0,ffae66ec-7c16-436f-bd0a-eedf81d580e7,4581,4,1,2,17,1,1,False,1,1691715890,2023-08-11 01:00:30.385509,0.0,0.0
41,0,3a89411a-0bc6-4ba3-bc56-fab950c8eba1,3770,19,1,3,1,1,1,False,1,1691715890,2023-08-11 01:00:30.385509,0.0,0.0
42,0,7a1ad7c0-4958-4354-91a1-11bf13348abd,4865,4,1,0,13,2,1,False,1,1691715894,2023-08-11 01:00:30.385509,0.0,0.0
43,1,1815968237323833702,1815968237323833702,9,1,1,10,1,1,False,1,1691715894,2023-08-11 01:00:30.385509,0.0,0.0
44,0,b896d83d-5524-4c9c-a2aa-c1b0edaadc22,4083,11,1,5,7,2,1,False,1,1691715893,2023-08-11 01:00:30.385509,0.0,0.0
45,0,2a66ed0a-5e6d-4893-a1d1-876bb2bac4be,4200,13,1,1,11,2,1,False,1,1691715900,2023-08-11 01:00:30.385509,0.0,0.0
46,0,66dcbac5-0aca-11e7-82f6-3863bb44ef7c,3043,8,1,0,9,1,1,False,1,1691715900,2023-08-11 01:00:30.385509,0.0,0.0
47,1,66dea7b5-0aca-11e7-82f6-3863bb44ef7c,3459,31,1,9,6,3,1,False,1,1691715898,2023-08-11 01:00:30.385509,0.0,0.0
48,0,7f4753d7-8d58-48bd-a881-de5bff08b27d,4820,0,0,0,0,0,0,False,0,1690294244,2023-08-11 01:00:30.385509,,
49,0,66ddeaff-0aca-11e7-82f6-3863bb44ef7c,3307,7,1,5,21,2,1,False,1,1691715896,2023-08-11 01:00:30.385509,0.0,0.0
50,0,66dd1c7f-0aca-11e7-82f6-3863bb44ef7c,3108,8,1,3,39,0,1,False,1,1691715896,2023-08-11 01:00:30.385509,0.0,0.0
51,0,66dbcbbc-0aca-11e7-82f6-3863bb44ef7c,363,37,1,2,31,5,1,False,1,1691715895,2023-08-11 01:00:30.385509,0.0,0.0
52,0,4568f854-1268-45cf-bac8-82286ef40ae6,4956,1,1,1,20,0,1,False,1,1691715896,2023-08-11 01:00:30.385509,0.0,0.0
53,0,b4974d89-932c-4a9f-a264-2ea0cf70613e,4487,2,1,2,18,0,1,False,1,1691715895,2023-08-11 01:00:30.385509,0.0,0.0
54,0,0687075b-cf2d-4130-a859-fe841aafbd3f,3554,20,1,0,6,1,1,False,1,1691715896,2023-08-11 01:00:30.385509,0.0,0.0
55,0,fbaffdbd-dab5-4127-9bd5-36bf58093ea8,4832,20,1,8,4,0,1,False,1,1691715895,2023-08-11 01:00:30.385509,0.0,0.0
56,0,66dba303-0aca-11e7-82f6-3863bb44ef7c,343,20,1,1,2,1,1,False,1,1691715921,2023-08-11 01:00:30.385509,0.0,0.0
57,0,0b613329-b8c8-4b8c-ad40-79952aa41157,3496,15,1,6,9,1,1,False,1,1691715922,2023-08-11 01:00:30.385509,0.0,0.0
58,0,9af90faf-0b9b-451b-9cb0-20ff421ca1d9,4153,6,1,3,20,0,1,False,1,1691715922,2023-08-11 01:00:30.385509,0.0,0.0
59,1,66dd4ec7-0aca-11e7-82f6-3863bb44ef7c,3169,16,1,12,48,9,1,False,1,1691715922,2023-08-11 01:00:30.385509,0.0,0.0
60,2,a3d72b5b-9587-4f33-9722-c01e20a9b358,3842,9,1,1,17,1,1,False,1,1691715916,2023-08-11 01:00:30.385509,0.0,0.0
61,0,0de1f95f-8b1b-4e5e-9eff-73c63265b0ab,4329,11,1,0,18,0,1,False,1,1691715919,2023-08-11 01:00:30.385509,0.0,0.0
62,0,66dd9fa6-0aca-11e7-82f6-3863bb44ef7c,3233,12,1,0,42,7,1,False,1,1691715920,2023-08-11 01:00:30.385509,0.0,0.0
63,0,d2b23c87-b7c3-48c2-a634-db4b76ecbcf7,4929,5,1,2,15,0,1,False,1,1691715920,2023-08-11 01:00:30.385509,0.0,0.0
64,1,7779e057-b33e-46a7-8a1e-8c28bcd9a558,4905,13,1,0,7,0,1,False,1,1691715918,2023-08-11 01:00:30.385509,0.0,0.0
65,0,162d5859-b735-4ff7-9613-01b21f22c1cd,4665,12,1,0,20,2,1,False,1,1691715919,2023-08-11 01:00:30.385509,0.0,0.0
66,1,b442a648-e9f4-4893-951a-64d258bc0e55,3699,12,1,5,13,3,1,False,1,1691715918,2023-08-11 01:00:30.385509,0.0,0.0
67,0,f9ed9a6b-097e-48b9-a9d1-79d084dcd2d9,4493,3,1,1,11,4,1,False,1,1691715919,2023-08-11 01:00:30.385509,0.0,0.0
68,0,4e747443-d481-4aea-a6d1-cf20204af4ba,4175,18,1,1,0,2,1,False,1,1691715930,2023-08-11 01:00:30.385509,0.0,0.0
69,0,7938263e-e5b8-4ca7-b8bf-1adbaae5fead,4206,24,1,5,2,0,1,False,1,1691715930,2023-08-11 01:00:30.385509,0.0,0.0
70,1,66de19ab-0aca-11e7-82f6-3863bb44ef7c,3354,10,1,4,14,5,1,False,1,1691715931,2023-08-11 01:00:30.385509,0.0,0.0
71,0,ec42fb3a-af54-46aa-a8b3-b17d72ed4475,3586,11,1,0,4,3,1,False,1,1691715931,2023-08-11 01:00:30.385509,0.0,0.0
72,0,c71cca54-17f6-42bc-ba94-3f5bd9c70197,4590,30,1,1,15,1,1,False,1,1691715931,2023-08-11 01:00:30.385509,0.0,0.0
73,0,24509e46-a0de-47e8-ba40-9441da68952a,4440,0,1,0,18,0,1,False,1,1691715931,2023-08-11 01:00:30.385509,,
74,0,372c592e-09d8-400c-9595-2aa3510f39b0,3846,13,1,3,12,0,1,False,1,1691715932,2023-08-11 01:00:30.385509,0.0,0.0
75,0,2c8b263e-952c-4941-a671-ef0ebb062632,5048,17,1,1,2,2,1,False,1,1691715932,2023-08-11 01:00:30.385509,0.0,0.0
76,0,55a4dc76-d839-4e06-9bf4-2f343391343c,3888,1,1,1,18,0,1,False,1,1691715934,2023-08-11 01:00:30.385509,0.0,0.0
77,0,faf98f78-51ab-4248-b7e7-f402902385a6,4828,12,1,0,5,1,1,False,1,1691715935,2023-08-11 01:00:30.385509,0.0,0.0
78,0,22ab59a8-0af4-4101-9350-a7af88e37c2e,3936,17,1,2,0,2,1,False,1,1691715936,2023-08-11 01:00:30.385509,0.0,0.0
79,1,837b7db3-55c6-4595-a497-834972631752,3901,0,1,0,15,0,1,False,1,1691715932,2023-08-11 01:00:30.385509,,
80,0,581bc4fe-cf14-4767-8377-6fa156ff8a29,3961,13,1,3,5,1,1,False,1,1691715932,2023-08-11 01:00:30.385509,0.0,0.0
81,0,b371c432-b682-412f-9b85-8df84ce7a9f3,3946,12,1,0,2,5,1,False,1,1691715933,2023-08-11 01:00:30.385509,0.0,0.0
82,0,66de85d2-0aca-11e7-82f6-3863bb44ef7c,3435,17,1,3,26,2,1,False,1,1691715933,2023-08-11 01:00:30.385509,0.0,0.0
83,0,66dc840f-0aca-11e7-82f6-3863bb44ef7c,526,22,1,8,37,0,1,False,1,1691715934,2023-08-11 01:00:30.385509,0.0,0.0
84,0,44fa161f-eb62-459b-b53e-da83788cfa2a,3944,7,1,1,18,4,1,False,1,1691715939,2023-08-11 01:00:30.385509,0.0,0.0
85,0,e92414a8-e72f-4a69-a5a1-7f50f4c881e5,5008,16,1,5,3,0,1,False,1,1691715939,2023-08-11 01:00:30.385509,0.0,0.0
86,0,66dc120f-0aca-11e7-82f6-3863bb44ef7c,435,19,1,2,54,1,1,False,1,1691715940,2023-08-11 01:00:30.385509,0.0,0.0
87,0,cb9840a3-4ae2-420d-865c-9ac45e2f5485,4019,7,1,1,7,2,1,False,1,1691715940,2023-08-11 01:00:30.385509,0.0,0.0
88,0,645e4365-653f-48ce-bc15-5fcc287be56f,4699,16,1,5,51,2,1,False,1,1691715940,2023-08-11 01:00:30.385509,0.0,0.0
89,0,66dce9b5-0aca-11e7-82f6-3863bb44ef7c,3075,20,1,1,12,0,1,False,1,1691715940,2023-08-11 01:00:30.385509,0.0,0.0
90,0,a2cf5872-bd4c-4311-832e-d62fd779ecc3,5037,20,1,0,4,1,1,False,1,1691715937,2023-08-11 01:00:30.385509,0.0,0.0
91,0,66de0a78-0aca-11e7-82f6-3863bb44ef7c,3330,16,1,1,1,1,1,False,1,1691715938,2023-08-11 01:00:30.385509,0.0,0.0
92,0,4f814d78-5d8d-458b-877e-2ca449b865be,4014,1,1,1,17,4,1,False,1,1691715938,2023-08-11 01:00:30.385509,0.0,0.0
93,1,12279d2b-29f6-4e02-a7f0-244970f7edd5,3561,9,1,1,14,2,1,False,1,1691715938,2023-08-11 01:00:30.385509,0.0,0.0
94,1,cf1a96a7-f695-4ba2-bcf2-899552e21e47,5005,4,1,1,15,0,1,False,1,1691715938,2023-08-11 01:00:30.385509,0.0,0.0
95,0,44c23eaa-7ddf-40b3-8373-6f3880c5e1b1,4160,18,1,1,1,0,1,False,1,1691715938,2023-08-11 01:00:30.385509,0.0,0.0
96,0,66dd3d7f-0aca-11e7-82f6-3863bb44ef7c,3131,8,1,2,24,3,1,False,1,1691715938,2023-08-11 01:00:30.385509,0.0,0.0
97,0,cc5f0e68-dd5f-4db1-81c7-04a4d6674fba,4131,15,1,2,3,1,1,False,1,1691715940,2023-08-11 01:00:30.385509,0.0,0.0
98,2,66db41bf-0aca-11e7-82f6-3863bb44ef7c,252,19,1,4,11,2,1,False,1,1691715941,2023-08-11 01:00:30.385509,0.0,0.0
99,0,807e9f5a-49b6-4b7e-847b-4a60cff330ed,3862,14,1,1,3,0,1,False,1,1691715941,2023-08-11 01:00:30.385509,0.0,0.0
100,0,eb07bdfc-3a6f-40eb-96d2-0b92ac371619,5031,2,1,0,19,0,1,False,1,1691715941,2023-08-11 01:00:30.385509,0.0,0.0
101,1,e152a2e1-c510-404e-a100-24246bb6cc95,4311,16,1,1,1,0,1,False,1,1691715941,2023-08-11 01:00:30.385509,0.0,0.0
102,0,66dbe571-0aca-11e7-82f6-3863bb44ef7c,380,20,1,7,1,5,1,False,1,1691715944,2023-08-11 01:00:30.385509,0.0,0.0
103,0,66dbc37a-0aca-11e7-82f6-3863bb44ef7c,349,40,1,0,16,3,1,False,1,1691715944,2023-08-11 01:00:30.385509,0.0,0.0
104,0,499e10ad-c008-461e-8cf7-20757218a9cc,4319,11,1,1,10,2,1,False,1,1691715944,2023-08-11 01:00:30.385509,0.0,0.0
105,0,66dd5407-0aca-11e7-82f6-3863bb44ef7c,3178,3,1,1,72,1,1,False,1,1691715944,2023-08-11 01:00:30.385509,0.0,0.0
106,0,517409d3-a94a-4140-a6de-ff0de9221ed2,3983,3,1,1,17,1,1,False,1,1691715944,2023-08-11 01:00:30.385509,0.0,0.0
107,2,ad57266c-34da-43da-8b48-2ba856002fbf,3890,17,1,5,9,2,1,False,1,1691715944,2023-08-11 01:00:30.385509,0.0,0.0
108,1,2637fed8-1e2a-460b-83eb-3eb32ace0f4e,4720,33,1,10,14,1,1,False,1,1691715939,2023-08-11 01:00:30.385509,0.0,0.0
109,1,66de2274-0aca-11e7-82f6-3863bb44ef7c,3370,11,1,7,10,3,1,False,1,1691715939,2023-08-11 01:00:30.385509,0.0,0.0
110,1,66db6963-0aca-11e7-82f6-3863bb44ef7c,297,39,1,5,36,1,1,False,1,1691715943,2023-08-11 01:00:30.385509,0.0,0.0
111,0,66de1516-0aca-11e7-82f6-3863bb44ef7c,3348,29,1,1,3,0,1,False,1,1691715943,2023-08-11 01:00:30.385509,0.0,0.0
112,0,a4d041fd-c5fa-4f52-800c-25d7a661a875,4017,17,1,2,4,1,1,False,1,1691715943,2023-08-11 01:00:30.385509,0.0,0.0
113,0,b9720921-8170-43ea-a5ae-b61b9161eb49,4645,28,1,1,6,3,1,False,1,1691715936,2023-08-11 01:00:30.385509,0.0,0.0
114,0,191d5d54-de64-4312-99c7-eee141efa4ef,4572,0,1,0,18,5,1,False,1,1691715937,2023-08-11 01:00:30.385509,0.0,0.0
115,0,66dc17df-0aca-11e7-82f6-3863bb44ef7c,440,17,1,4,23,2,1,False,1,1691715937,2023-08-11 01:00:30.385509,0.0,0.0
116,19,66dde103-0aca-11e7-82f6-3863bb44ef7c,3284,18,1,11,0,1,1,False,1,1691715937,2023-08-11 01:00:30.385509,0.0,0.0
117,0,1786697771181570266,1786697771181570266,41,1,0,4,0,1,False,1,1691715942,2023-08-11 01:00:30.385509,0.0,0.0
118,0,1828965347681089818,1828965347681089818,17,1,1,2,1,1,False,1,1691715942,2023-08-11 01:00:30.385509,0.0,0.0
119,0,912813fc-fde4-4430-8443-a4fa21477e7f,4056,1,1,1,21,2,1,False,1,1691715943,2023-08-11 01:00:30.385509,0.0,0.0
120,0,4efda436-cd19-4ec3-acc7-1a622f723264,4908,8,1,1,11,0,1,False,1,1691715942,2023-08-11 01:00:30.385509,0.0,0.0
121,0,5645b05e-85be-460d-8506-cacd20bff233,4416,25,1,3,2,2,1,False,1,1691715942,2023-08-11 01:00:30.385509,0.0,0.0
122,0,66dc80b4-0aca-11e7-82f6-3863bb44ef7c,520,28,1,22,29,1,1,False,1,1691715942,2023-08-11 01:00:30.385509,0.0,0.0
123,0,ca7ec509-cefc-4ac6-b729-08999d191051,4292,17,1,3,4,2,1,False,1,1691715949,2023-08-11 01:00:30.385509,0.0,0.0
124,0,56b3ca32-104a-4920-a879-a97a820858c4,3599,20,1,1,4,2,1,False,1,1691715949,2023-08-11 01:00:30.385509,0.0,0.0
125,0,a47f77a2-9008-4652-a4f1-b95eee723a1b,3712,5,1,0,29,6,1,False,1,1691715949,2023-08-11 01:00:30.385509,0.0,0.0
126,0,59b747c1-fbfb-4a3d-9394-8d06834d7c98,4459,19,1,4,1,1,1,False,1,1691715949,2023-08-11 01:00:30.385509,0.0,0.0
127,1,0ddb965d-95ef-4ce3-bde6-81a56ac1fbd2,3959,7,1,0,19,3,1,False,1,1691715950,2023-08-11 01:00:30.385509,0.0,0.0
128,0,66dc292c-0aca-11e7-82f6-3863bb44ef7c,465,14,1,3,40,1,1,False,1,1691715950,2023-08-11 01:00:30.385509,0.0,0.0
129,0,bfe5e69d-89ff-48b3-bf20-80cbdfa443e0,4425,48,1,5,4,2,1,False,1,1691715950,2023-08-11 01:00:30.385509,0.0,0.0
130,0,66dd515d-0aca-11e7-82f6-3863bb44ef7c,3172,9,1,7,16,1,1,False,1,1691715950,2023-08-11 01:00:30.385509,0.0,0.0
131,0,66ddec3e-0aca-11e7-82f6-3863bb44ef7c,3310,5,1,3,17,2,1,False,1,1691715950,2023-08-11 01:00:30.385509,0.0,0.0
132,0,525535e3-dde3-47b4-9c2e-0174eaa4f2bb,4961,7,1,0,12,2,1,False,1,1691715946,2023-08-11 01:00:30.385509,0.0,0.0
133,2,c638ec67-9ac0-416f-944f-619926144931,4675,40,1,31,39,4,1,False,1,1691715947,2023-08-11 01:00:30.385509,0.0,0.0
134,0,d80c274e-d17d-4a00-9b76-274c9fe4d0e1,3543,17,1,14,16,2,1,False,1,1691715947,2023-08-11 01:00:30.385509,0.0,0.0
135,0,d5cabb43-6c78-4022-964e-a8b02470509e,5028,12,1,1,7,3,1,False,1,1691715947,2023-08-11 01:00:30.385509,0.0,0.0
136,9,66de2707-0aca-11e7-82f6-3863bb44ef7c,3376,16,1,5,14,2,1,False,1,1691715945,2023-08-11 01:00:30.385509,0.0,0.0
137,0,1809664497883596992,1809664497883596992,23,1,1,5,0,1,False,1,1691715946,2023-08-11 01:00:30.385509,0.0,0.0
138,1,66dcc8b3-0aca-11e7-82f6-3863bb44ef7c,3060,8,1,1,8,0,1,False,1,1691715948,2023-08-11 01:00:30.385509,0.0,0.0
139,0,bf880f45-422c-4e0b-b3b0-2b1f5ba94da4,4156,3,1,0,16,0,1,False,1,1691715948,2023-08-11 01:00:30.385509,0.0,0.0
140,0,f62526d4-9c6a-4c76-be76-c64b5be669d2,4287,13,1,0,8,0,1,False,1,1691715949,2023-08-11 01:00:30.385509,0.0,0.0
141,1,cbf76774-1276-4cf8-9442-f00571f1451c,4225,7,1,0,20,5,1,False,1,1691715949,2023-08-11 01:00:30.385509,0.0,0.0
142,0,3eb10c63-ea4c-4161-b07d-a29034f7367a,3950,12,1,1,6,1,1,False,1,1691715949,2023-08-11 01:00:30.385509,0.0,0.0
143,1,66dc686c-0aca-11e7-82f6-3863bb44ef7c,490,2,1,2,81,10,1,False,1,1691715948,2023-08-11 01:00:30.385509,0.0,0.0
144,0,98ebf9c6-1d94-4e21-9007-c623875fdb5e,3957,19,1,1,0,0,1,False,1,1691715945,2023-08-11 01:00:30.385509,0.0,0.0
145,1,66de12ff-0aca-11e7-82f6-3863bb44ef7c,3343,5,1,1,8,8,1,False,1,1691715877,2023-08-11 01:00:30.385509,0.0,0.0
146,0,1817432434869846072,1817432434869846072,13,1,0,8,2,1,False,1,1691715874,2023-08-11 01:00:30.385509,0.0,0.0
147,0,8caf71df-76c3-43fb-be98-d555d2291460,3558,2,1,0,19,4,1,False,1,1691715878,2023-08-11 01:00:30.385509,0.0,0.0
148,0,1d32e684-602b-46b6-8c96-ab47b57a03f3,3549,6,1,5,19,0,1,False,1,1691715871,2023-08-11 01:00:30.385509,0.0,0.0
149,0,2e66af7d-bcdd-441f-9f7e-7e17f5c9275e,4945,2,1,2,24,1,1,False,1,1691715872,2023-08-11 01:00:30.385509,0.0,0.0
150,0,66de71af-0aca-11e7-82f6-3863bb44ef7c,3429,29,1,2,9,1,1,False,1,1691715872,2023-08-11 01:00:30.385509,0.0,0.0
151,0,ca5cc034-a95d-446e-8314-6691589886b1,4860,4,1,0,14,0,1,False,1,1691715872,2023-08-11 01:00:30.385509,0.0,0.0
152,0,481624f3-9377-4dfd-a5dd-de05a7fef760,4103,3,1,3,12,4,1,False,1,1691715876,2023-08-11 01:00:30.385509,0.0,0.0
153,0,66de6346-0aca-11e7-82f6-3863bb44ef7c,3421,31,1,3,0,4,1,False,1,1691715876,2023-08-11 01:00:30.385509,0.0,0.0
154,2,655ad2f2-6bcc-4eee-95a9-4f528c0b81cd,4112,8,1,4,6,2,1,False,1,1691715879,2023-08-11 01:00:30.385509,0.0,0.0
155,1,bcb08532-f0d5-4c0e-ad8a-4ddacc204791,3833,4,1,0,12,0,1,False,1,1691715879,2023-08-11 01:00:30.385509,0.0,0.0
156,0,1786698974100683436,1786698974100683436,25,1,1,26,2,1,False,1,1691715873,2023-08-11 01:00:30.385509,0.0,0.0
157,4,3134c2d4-b090-4eb8-ab44-6f9622098f72,4012,7,1,3,8,2,1,False,1,1691715877,2023-08-11 01:00:30.385509,0.0,0.0
158,0,b96507c5-7c90-499d-9c45-58f25d6f636a,4098,11,1,4,3,4,1,False,1,1691715879,2023-08-11 01:00:30.385509,0.0,0.0
159,1,5f63411c-91ce-4788-a567-d388cc812a15,3505,20,1,8,11,1,1,False,1,1691715884,2023-08-11 01:00:30.385509,0.0,0.0
160,0,96e72113-3681-4d19-88bb-032e76720093,4736,21,1,2,33,2,1,False,1,1691715875,2023-08-11 01:00:30.385509,0.0,0.0
161,3,66dd4d70-0aca-11e7-82f6-3863bb44ef7c,3166,13,1,9,23,2,1,False,1,1691715881,2023-08-11 01:00:30.385509,0.0,0.0
162,0,92fc1ad7-0867-4655-b02f-ede65d336b14,4265,10,1,3,7,2,1,False,1,1691715882,2023-08-11 01:00:30.385509,0.0,0.0
163,0,f681f980-185d-45b9-8490-bb2606624dd4,4576,11,1,3,7,1,1,False,1,1691715882,2023-08-11 01:00:30.385509,0.0,0.0
164,0,75352ab4-8a31-4926-8b59-048a9e506452,3907,9,1,3,6,1,1,False,1,1691715883,2023-08-11 01:00:30.385509,0.0,0.0
165,0,7d5fa1f0-4069-4d5d-b735-5d500597394a,4714,22,1,1,9,2,1,False,1,1691715881,2023-08-11 01:00:30.385509,0.0,0.0
166,0,493e046c-5d62-4772-90c4-b6a9f4afcd39,3820,9,1,9,8,2,1,False,1,1691715882,2023-08-11 01:00:30.385509,0.0,0.0
167,0,c1a4d909-0a00-475a-8e82-18ed13a4eb01,4688,30,1,0,10,2,1,False,1,1691715901,2023-08-11 01:00:30.385509,0.0,0.0
168,0,c8c39d85-4ce7-46c5-b709-998067200780,4565,7,1,1,14,2,1,False,1,1691715902,2023-08-11 01:00:30.385509,0.0,0.0
169,0,66de13dc-0aca-11e7-82f6-3863bb44ef7c,3345,0,0,0,0,0,0,False,0,1690804933,2023-08-11 01:00:30.385509,,
170,0,1794852638057746848,1794852638057746848,19,1,5,1,1,1,False,1,1691715903,2023-08-11 01:00:30.385509,0.0,0.0
171,0,6542d952-ca19-410e-9290-ee6b7a6e14cf,4567,18,1,1,2,0,1,False,1,1691715904,2023-08-11 01:00:30.385509,0.0,0.0
172,0,6d766daf-9298-4059-a329-1818582d495f,4758,9,1,2,9,1,1,False,1,1691715904,2023-08-11 01:00:30.385509,0.0,0.0
173,0,dd482585-3028-453f-a98d-55019db9b26c,3478,34,1,5,7,2,1,False,1,1691715901,2023-08-11 01:00:30.385509,0.0,0.0
174,0,b4f990dd-36bb-46b3-9eea-4b980bd43c2d,4557,1,1,0,23,0,1,False,1,1691715901,2023-08-11 01:00:30.385509,0.0,0.0
175,1,69f84045-48f9-4c6c-90d3-0503e5ed39e9,3574,1,1,0,18,3,1,False,1,1691715903,2023-08-11 01:00:30.385509,0.0,0.0
176,0,5526b855-dc09-4159-a20a-99651861a481,4346,20,1,0,4,1,1,False,1,1691715900,2023-08-11 01:00:30.385509,0.0,0.0
177,0,901ad0c4-383e-490a-8b54-0656ce2358d6,4267,0,1,0,16,2,1,False,1,1691715905,2023-08-11 01:00:30.385509,0.0,0.0
