,is_installed,is_renting,num_ebikes_available,num_docks_disabled,num_docks_available,num_bikes_disabled,is_returning,eightd_has_available_keys,legacy_id,last_reported,num_bikes_available,station_id,last_update,num_scooters_available,num_scooters_unavailable
60,1,1,3,0,62,10,1,False,537,1691284416,7,66dc8a3d-0aca-11e7-82f6-3863bb44ef7c,2023-08-06 01:15:07.661245,0.0,0.0
61,1,1,0,0,34,2,1,False,3584,1691284416,5,1dacb0f6-29f5-4d1b-b910-92ffa5b4ca5d,2023-08-06 01:15:07.661245,0.0,0.0
62,1,1,3,0,6,1,1,False,3430,1691284416,17,66de73fd-0aca-11e7-82f6-3863bb44ef7c,2023-08-06 01:15:07.661245,0.0,0.0
63,1,1,0,0,4,4,1,False,4225,1691284416,25,cbf76774-1276-4cf8-9442-f00571f1451c,2023-08-06 01:15:07.661245,0.0,0.0
64,1,1,2,0,2,1,1,False,4459,1691284417,18,59b747c1-fbfb-4a3d-9394-8d06834d7c98,2023-08-06 01:15:07.661245,0.0,0.0
65,1,1,1,0,9,1,1,False,4287,1691284419,11,f62526d4-9c6a-4c76-be76-c64b5be669d2,2023-08-06 01:15:07.661245,0.0,0.0
66,1,1,0,0,32,9,1,False,4648,1691284419,6,06439006-11b6-44f0-8545-c9d39035f32a,2023-08-06 01:15:07.661245,0.0,0.0
67,1,1,0,1,6,3,1,False,3381,1691284419,43,66de2b2f-0aca-11e7-82f6-3863bb44ef7c,2023-08-06 01:15:07.661245,0.0,0.0
68,1,1,0,0,19,0,1,False,4391,1691284423,0,816e50eb-dc4b-47dc-b773-154e2020cb0d,2023-08-06 01:15:07.661245,,
69,1,1,0,0,7,0,1,False,4807,1691284421,13,a45a712c-1e3d-4fee-bef8-adafafd80670,2023-08-06 01:15:07.661245,0.0,0.0
70,1,1,3,0,15,0,1,False,3370,1691284421,7,66de2274-0aca-11e7-82f6-3863bb44ef7c,2023-08-06 01:15:07.661245,0.0,0.0
71,1,1,1,1,1,0,1,False,3779,1691284422,22,c4e9905f-457b-4be0-a878-2aa53fa0b09b,2023-08-06 01:15:07.661245,0.0,0.0
72,1,1,1,0,5,0,1,False,5033,1691284422,15,922763d6-d73c-4678-8bcd-f42ee3a236db,2023-08-06 01:15:07.661245,0.0,0.0
73,1,1,1,0,2,1,1,False,1817822909864556798,1691284432,24,1817822909864556798,2023-08-06 01:15:07.661245,0.0,0.0
74,1,1,0,0,0,3,1,False,4333,1691284433,46,d8778570-f7f2-458d-82f5-9ad39210a501,2023-08-06 01:15:07.661245,0.0,0.0
75,1,1,0,0,15,0,1,False,1831178352265562334,1691284433,12,1831178352265562334,2023-08-06 01:15:07.661245,0.0,0.0
76,1,1,1,0,3,4,1,False,3676,1691284425,17,633fbc4c-7617-47ba-a393-aad7a8d26a3e,2023-08-06 01:15:07.661245,0.0,0.0
77,1,1,1,0,3,2,1,False,4296,1691284425,16,f34ea09d-32f9-492c-9124-99059bc0b5dd,2023-08-06 01:15:07.661245,0.0,0.0
78,1,1,2,0,2,3,1,False,4340,1691284426,29,f833d403-2cf5-424a-a3b3-0314a44b4a67,2023-08-06 01:15:07.661245,0.0,0.0
79,1,1,0,0,8,1,1,False,3284,1691284426,27,66dde103-0aca-11e7-82f6-3863bb44ef7c,2023-08-06 01:15:07.661245,0.0,0.0
80,1,1,3,0,7,1,1,False,4441,1691284430,15,2546c9b9-5b1a-4e9f-a9cc-f8b986b79748,2023-08-06 01:15:07.661245,0.0,0.0
81,1,1,1,0,10,3,1,False,3888,1691284430,6,55a4dc76-d839-4e06-9bf4-2f343391343c,2023-08-06 01:15:07.661245,0.0,0.0
82,1,1,0,0,25,1,1,False,4945,1691284430,1,2e66af7d-bcdd-441f-9f7e-7e17f5c9275e,2023-08-06 01:15:07.661245,0.0,0.0
83,1,1,5,0,9,1,1,False,4578,1691284427,10,c3062f44-c5b9-4650-a4ec-cc66cbf5b944,2023-08-06 01:15:07.661245,0.0,0.0
84,1,1,3,0,41,1,1,False,3115,1691284428,6,66dd2060-0aca-11e7-82f6-3863bb44ef7c,2023-08-06 01:15:07.661245,0.0,0.0
85,1,1,6,0,14,1,1,False,3421,1691284428,20,66de6346-0aca-11e7-82f6-3863bb44ef7c,2023-08-06 01:15:07.661245,0.0,0.0
86,1,1,4,0,56,3,1,False,3178,1691284428,17,66dd5407-0aca-11e7-82f6-3863bb44ef7c,2023-08-06 01:15:07.661245,0.0,0.0
87,1,1,1,0,10,0,1,False,3862,1691284428,7,807e9f5a-49b6-4b7e-847b-4a60cff330ed,2023-08-06 01:15:07.661245,0.0,0.0
88,1,1,1,0,14,0,1,False,4250,1691284429,5,c602146e-d69d-43b6-9e8f-054c4df5377e,2023-08-06 01:15:07.661245,0.0,0.0
89,1,1,1,0,17,1,1,False,4929,1691284429,2,d2b23c87-b7c3-48c2-a634-db4b76ecbcf7,2023-08-06 01:15:07.661245,0.0,0.0
90,1,1,0,0,25,2,1,False,503,1691284429,18,66dc7773-0aca-11e7-82f6-3863bb44ef7c,2023-08-06 01:15:07.661245,0.0,0.0
91,1,1,2,0,15,1,1,False,3361,1691284430,7,66de1ea2-0aca-11e7-82f6-3863bb44ef7c,2023-08-06 01:15:07.661245,0.0,0.0
92,1,1,0,0,21,2,1,False,3824,1691284430,0,ef6216aa-d3c8-46bb-8c6b-b62f8ba51b16,2023-08-06 01:15:07.661245,0.0,0.0
93,1,1,0,0,10,0,1,False,4908,1691284430,9,4efda436-cd19-4ec3-acc7-1a622f723264,2023-08-06 01:15:07.661245,0.0,0.0
94,1,1,1,0,7,0,1,False,3599,1691284427,19,56b3ca32-104a-4920-a879-a97a820858c4,2023-08-06 01:15:07.661245,0.0,0.0
95,1,1,2,0,0,4,1,False,4736,1691284427,52,96e72113-3681-4d19-88bb-032e76720093,2023-08-06 01:15:07.661245,0.0,0.0
96,1,1,0,0,4,1,1,False,3513,1691284427,28,ff9581d3-3e1a-463a-bdab-d8150c468be2,2023-08-06 01:15:07.661245,0.0,0.0
97,1,1,2,0,3,0,1,False,3330,1691284432,15,66de0a78-0aca-11e7-82f6-3863bb44ef7c,2023-08-06 01:15:07.661245,0.0,0.0
98,1,1,1,0,19,0,1,False,4941,1691284432,1,af72ab76-c6cb-4994-af96-51fa8846ecdc,2023-08-06 01:15:07.661245,0.0,0.0
99,1,1,2,0,2,3,1,False,4590,1691284433,41,c71cca54-17f6-42bc-ba94-3f5bd9c70197,2023-08-06 01:15:07.661245,0.0,0.0
100,1,1,0,0,14,5,1,False,4635,1691284434,6,1f8f6714-42a7-45d5-86cd-a093c940b2c9,2023-08-06 01:15:07.661245,0.0,0.0
101,1,1,1,0,2,3,1,False,4424,1691284434,15,eb217a2c-1dd0-4690-a34e-ecc1a708f883,2023-08-06 01:15:07.661245,0.0,0.0
102,1,1,2,0,0,2,1,False,4684,1691284434,28,81bec993-29a5-4e70-8f60-eecdf16c7be4,2023-08-06 01:15:07.661245,0.0,0.0
103,1,1,0,0,12,3,1,False,4304,1691284437,15,77e31650-e86a-4b06-b2de-b92df2a7a7f5,2023-08-06 01:15:07.661245,0.0,0.0
104,1,1,5,0,0,5,1,False,3092,1691284437,21,66dd01c5-0aca-11e7-82f6-3863bb44ef7c,2023-08-06 01:15:07.661245,0.0,0.0
105,1,1,0,0,3,1,1,False,3335,1691284437,23,66de0d91-0aca-11e7-82f6-3863bb44ef7c,2023-08-06 01:15:07.661245,0.0,0.0
106,1,1,0,0,28,4,1,False,393,1691284442,23,66dbec40-0aca-11e7-82f6-3863bb44ef7c,2023-08-06 01:15:07.661245,0.0,0.0
107,1,1,4,0,1,2,1,False,4447,1691284442,27,943a1a27-1328-4823-8945-28d845280383,2023-08-06 01:15:07.661245,0.0,0.0
108,1,1,1,0,7,3,1,False,249,1691284438,29,66db408f-0aca-11e7-82f6-3863bb44ef7c,2023-08-06 01:15:07.661245,0.0,0.0
109,1,1,3,0,0,1,1,False,5008,1691284438,18,e92414a8-e72f-4a69-a5a1-7f50f4c881e5,2023-08-06 01:15:07.661245,0.0,0.0
110,1,1,1,0,6,2,1,False,3127,1691284438,25,66dd26f9-0aca-11e7-82f6-3863bb44ef7c,2023-08-06 01:15:07.661245,0.0,0.0
111,1,1,0,0,5,3,1,False,3757,1691284438,15,ab6aadd8-fa45-43aa-abea-c8e01ec5a0c8,2023-08-06 01:15:07.661245,0.0,0.0
112,1,1,1,0,13,4,1,False,4056,1691284438,6,912813fc-fde4-4430-8443-a4fa21477e7f,2023-08-06 01:15:07.661245,0.0,0.0
113,1,1,0,0,1,1,1,False,3373,1691284434,76,66de25bd-0aca-11e7-82f6-3863bb44ef7c,2023-08-06 01:15:07.661245,0.0,0.0
114,1,1,1,0,0,0,1,False,1822663031356509142,1691284435,21,1822663031356509142,2023-08-06 01:15:07.661245,0.0,0.0
115,1,1,0,0,5,4,1,False,4001,1691284435,15,b0bac4ef-bb57-4598-a433-75c281170d5b,2023-08-06 01:15:07.661245,0.0,0.0
116,1,1,1,0,24,8,1,False,388,1691284440,19,66dbe96d-0aca-11e7-82f6-3863bb44ef7c,2023-08-06 01:15:07.661245,0.0,0.0
117,1,1,0,0,4,0,1,False,3891,1691284440,15,b35ba3c0-d3e8-4b1a-b63b-73a7bb518c9e,2023-08-06 01:15:07.661245,0.0,0.0
118,1,1,2,0,17,0,1,False,4878,1691284440,3,ff745407-c087-4c0d-a965-98baf078f292,2023-08-06 01:15:07.661245,0.0,0.0
119,1,1,0,0,8,4,1,False,4019,1691284439,4,cb9840a3-4ae2-420d-865c-9ac45e2f5485,2023-08-06 01:15:07.661245,0.0,0.0
120,1,1,0,0,39,3,1,False,3150,1691284439,5,66dd46a2-0aca-11e7-82f6-3863bb44ef7c,2023-08-06 01:15:07.661245,0.0,0.0
121,1,1,3,0,13,0,1,False,4779,1691284436,14,ed279ef2-52ee-4ff2-9a52-edd8137ea034,2023-08-06 01:15:07.661245,0.0,0.0
122,1,1,0,0,1,1,1,False,4567,1691284436,18,6542d952-ca19-410e-9290-ee6b7a6e14cf,2023-08-06 01:15:07.661245,0.0,0.0
123,1,1,1,0,8,1,1,False,3922,1691284441,10,9635affa-8b18-42d5-84c4-7f67ad5ef9d0,2023-08-06 01:15:07.661245,0.0,0.0
124,1,1,1,0,17,3,1,False,3172,1691284444,6,66dd515d-0aca-11e7-82f6-3863bb44ef7c,2023-08-06 01:15:07.661245,0.0,0.0
125,1,1,9,0,45,10,1,False,3169,1691284445,19,66dd4ec7-0aca-11e7-82f6-3863bb44ef7c,2023-08-06 01:15:07.661245,0.0,0.0
126,1,1,1,0,16,4,1,False,4014,1691284446,2,4f814d78-5d8d-458b-877e-2ca449b865be,2023-08-06 01:15:07.661245,0.0,0.0
127,1,1,7,0,2,3,1,False,3424,1691284446,21,66de677e-0aca-11e7-82f6-3863bb44ef7c,2023-08-06 01:15:07.661245,0.0,0.0
128,1,1,2,0,14,2,1,False,4565,1691284446,7,c8c39d85-4ce7-46c5-b709-998067200780,2023-08-06 01:15:07.661245,0.0,0.0
129,1,1,1,0,5,3,1,False,3429,1691284446,28,66de71af-0aca-11e7-82f6-3863bb44ef7c,2023-08-06 01:15:07.661245,0.0,0.0
130,1,1,0,0,1,1,1,False,1814901062206225038,1691284447,19,1814901062206225038,2023-08-06 01:15:07.661245,0.0,0.0
131,1,1,1,0,0,9,1,False,4166,1691284449,17,6e5a8cab-cf1a-4584-8133-01835b56ad71,2023-08-06 01:15:07.661245,0.0,0.0
132,1,1,4,0,15,1,1,False,4184,1691284450,12,82c85f05-4722-48ae-9f64-0522012eb3c8,2023-08-06 01:15:07.661245,0.0,0.0
133,1,1,5,0,35,2,1,False,3108,1691284451,10,66dd1c7f-0aca-11e7-82f6-3863bb44ef7c,2023-08-06 01:15:07.661245,0.0,0.0
134,1,1,0,0,3,1,1,False,5028,1691284452,18,d5cabb43-6c78-4022-964e-a8b02470509e,2023-08-06 01:15:07.661245,0.0,0.0
135,1,1,0,0,0,1,1,False,3849,1691284452,16,498d7e8e-5164-4f26-9ce6-399947d73b1a,2023-08-06 01:15:07.661245,0.0,0.0
136,1,1,2,0,8,3,1,False,4252,1691284452,10,83a5d761-57d0-4cd6-aa2b-7eb350120d99,2023-08-06 01:15:07.661245,0.0,0.0
137,1,1,1,0,2,10,1,False,4112,1691284443,6,655ad2f2-6bcc-4eee-95a9-4f528c0b81cd,2023-08-06 01:15:07.661245,0.0,0.0
138,1,1,3,0,11,4,1,False,4083,1691284443,5,b896d83d-5524-4c9c-a2aa-c1b0edaadc22,2023-08-06 01:15:07.661245,0.0,0.0
139,1,1,6,0,8,0,1,False,4832,1691284443,16,fbaffdbd-dab5-4127-9bd5-36bf58093ea8,2023-08-06 01:15:07.661245,0.0,0.0
140,1,1,1,0,1,1,1,False,4361,1691284443,27,e85c3165-ad0a-44a3-9683-d8cf7575f465,2023-08-06 01:15:07.661245,0.0,0.0
141,1,1,1,0,16,1,1,False,4593,1691284445,29,59df3823-0369-4a10-8132-05df34a170af,2023-08-06 01:15:07.661245,0.0,0.0
142,1,1,1,0,11,4,1,False,4144,1691284447,5,90b141b9-c39f-4a26-a32d-08c7d1474d52,2023-08-06 01:15:07.661245,0.0,0.0
143,1,1,0,0,19,4,1,False,3243,1691284448,5,66ddb66e-0aca-11e7-82f6-3863bb44ef7c,2023-08-06 01:15:07.661245,0.0,0.0
144,1,1,5,0,12,0,1,False,4860,1691284448,6,ca5cc034-a95d-446e-8314-6691589886b1,2023-08-06 01:15:07.661245,0.0,0.0
145,1,1,3,0,13,2,1,False,332,1691284450,21,66db93a1-0aca-11e7-82f6-3863bb44ef7c,2023-08-06 01:15:07.661245,0.0,0.0
146,1,1,1,0,8,0,1,False,1814906692908349788,1691284451,15,1814906692908349788,2023-08-06 01:15:07.661245,0.0,0.0
147,1,1,2,0,6,1,1,False,4319,1691284451,16,499e10ad-c008-461e-8cf7-20757218a9cc,2023-08-06 01:15:07.661245,0.0,0.0
148,1,1,0,0,0,12,1,False,3558,1691284451,14,8caf71df-76c3-43fb-be98-d555d2291460,2023-08-06 01:15:07.661245,0.0,0.0
149,1,1,1,0,43,18,1,False,3177,1691284448,2,66dd539f-0aca-11e7-82f6-3863bb44ef7c,2023-08-06 01:15:07.661245,0.0,0.0
150,1,1,0,0,9,1,1,False,4758,1691284448,8,6d766daf-9298-4059-a329-1818582d495f,2023-08-06 01:15:07.661245,0.0,0.0
151,1,1,1,0,16,2,1,False,437,1691284454,6,66dc1687-0aca-11e7-82f6-3863bb44ef7c,2023-08-06 01:15:07.661245,0.0,0.0
152,1,1,1,0,4,2,1,False,4829,1691284455,11,42c3bb6e-0478-4e4a-af10-151f5f4dffb9,2023-08-06 01:15:07.661245,0.0,0.0
153,1,1,4,1,27,7,1,False,4720,1691284455,15,2637fed8-1e2a-460b-83eb-3eb32ace0f4e,2023-08-06 01:15:07.661245,0.0,0.0
154,1,1,6,0,7,3,1,False,3820,1691284455,9,493e046c-5d62-4772-90c4-b6a9f4afcd39,2023-08-06 01:15:07.661245,0.0,0.0
155,1,1,1,0,3,1,1,False,4141,1691284461,16,8a89684b-40a5-49fe-b75d-fdf32ffa8102,2023-08-06 01:15:07.661245,0.0,0.0
156,1,1,0,0,12,1,1,False,3819,1691284461,7,63a838a8-9acf-4ba1-91f5-c676f6ef2f7d,2023-08-06 01:15:07.661245,0.0,0.0
157,1,1,1,0,4,1,1,False,3110,1691284461,20,66dd1d9c-0aca-11e7-82f6-3863bb44ef7c,2023-08-06 01:15:07.661245,0.0,0.0
158,1,1,0,0,1,1,1,False,4508,1691284461,19,62f8f806-bd04-4282-9c5d-ad4293644e3c,2023-08-06 01:15:07.661245,0.0,0.0
159,1,1,0,0,21,4,1,False,3365,1691284461,1,66de205d-0aca-11e7-82f6-3863bb44ef7c,2023-08-06 01:15:07.661245,0.0,0.0
160,1,1,2,0,10,2,1,False,1795146692060860976,1691284458,11,1795146692060860976,2023-08-06 01:15:07.661245,0.0,0.0
161,1,1,4,0,0,3,1,False,4550,1691284458,20,765ee572-6c7a-4ed3-a2d4-f1496ea53996,2023-08-06 01:15:07.661245,0.0,0.0
162,1,0,0,43,0,0,0,False,4742,1691284452,0,c7604869-5b55-40cf-812e-fc97901bdf14,2023-08-06 01:15:07.661245,,
163,1,1,1,2,12,4,1,False,252,1691284453,15,66db41bf-0aca-11e7-82f6-3863bb44ef7c,2023-08-06 01:15:07.661245,0.0,0.0
164,1,1,0,0,21,0,1,False,4942,1691284460,0,0dd71c6d-11ee-4ad4-ba99-36b9ad36112c,2023-08-06 01:15:07.661245,,
165,1,1,1,0,13,1,1,False,4772,1691284460,7,576abdc1-986e-48b0-bde2-051a13d3ff59,2023-08-06 01:15:07.661245,0.0,0.0
166,1,1,1,0,1,3,1,False,4151,1691284460,16,c80c55c4-d623-42d7-8acf-6bfa68a84ecb,2023-08-06 01:15:07.661245,0.0,0.0
167,1,1,0,0,9,3,1,False,315,1691284460,32,66db75cc-0aca-11e7-82f6-3863bb44ef7c,2023-08-06 01:15:07.661245,0.0,0.0
168,1,1,1,1,16,6,1,False,3507,1691284460,13,66880044-5411-4143-af39-eaa0a0fd0528,2023-08-06 01:15:07.661245,0.0,0.0
169,1,1,0,0,9,4,1,False,372,1691284455,12,66dbe15d-0aca-11e7-82f6-3863bb44ef7c,2023-08-06 01:15:07.661245,0.0,0.0
170,1,1,2,0,1,3,1,False,4006,1691284455,21,4c03fa2d-89da-4f0b-8f19-c7de5edbe256,2023-08-06 01:15:07.661245,0.0,0.0
171,1,1,1,0,11,5,1,False,4774,1691284456,2,41495491-5d89-4e14-aab9-c3db04aad399,2023-08-06 01:15:07.661245,0.0,0.0
172,1,1,2,0,1,6,1,False,3387,1691284456,18,66de43a5-0aca-11e7-82f6-3863bb44ef7c,2023-08-06 01:15:07.661245,0.0,0.0
173,1,1,1,0,23,1,1,False,3866,1691284457,8,78aabb95-6195-4aa7-ab0d-5748eeb26bd1,2023-08-06 01:15:07.661245,0.0,0.0
174,1,1,1,0,6,0,1,False,3094,1691284465,12,66dd056e-0aca-11e7-82f6-3863bb44ef7c,2023-08-06 01:15:07.661245,0.0,0.0
175,1,1,0,0,19,1,1,False,3053,1691284469,3,66dcc0b2-0aca-11e7-82f6-3863bb44ef7c,2023-08-06 01:15:07.661245,0.0,0.0
176,1,1,0,0,22,6,1,False,3307,1691284469,2,66ddeaff-0aca-11e7-82f6-3863bb44ef7c,2023-08-06 01:15:07.661245,0.0,0.0
