,is_installed,is_renting,num_ebikes_available,num_docks_disabled,num_docks_available,num_bikes_disabled,is_returning,eightd_has_available_keys,legacy_id,last_reported,num_bikes_available,station_id,last_update,num_scooters_available,num_scooters_unavailable
0,0,0,0,0,0,0,0,False,1828968883163894358,86400,0,1828968883163894358,2023-08-07 01:15:51.743820,,
1,0,0,0,0,0,0,0,False,1834145589124844432,86400,0,1834145589124844432,2023-08-07 01:15:51.743820,,
2,0,0,0,0,0,0,0,False,1835246937517543544,86400,0,1835246937517543544,2023-08-07 01:15:51.743820,,
3,0,0,0,0,0,0,0,False,1815967807827104584,86400,0,1815967807827104584,2023-08-07 01:15:51.743820,,
4,0,0,0,0,0,0,0,False,1828967979464708718,86400,0,1828967979464708718,2023-08-07 01:15:51.743820,,
5,0,0,0,0,0,0,0,False,1838071008881986168,86400,0,1838071008881986168,2023-08-07 01:15:51.743820,,
6,0,0,0,0,0,0,0,False,1835246658344669972,86400,0,1835246658344669972,2023-08-07 01:15:51.743820,,
7,0,0,0,0,0,0,0,False,4738,86400,0,73f36547-e5a9-4039-bca7-a2ccdb78371c,2023-08-07 01:15:51.743820,,
8,0,0,0,0,0,0,0,False,1840540852548303628,86400,0,1840540852548303628,2023-08-07 01:15:51.743820,,
9,0,0,0,0,0,0,0,False,5050,86400,0,2c3ae1e9-00f4-480c-b095-4a3112db3594,2023-08-07 01:15:51.743820,,
10,1,1,6,0,33,16,1,False,3177,1691371072,14,66dd539f-0aca-11e7-82f6-3863bb44ef7c,2023-08-07 01:15:51.743820,0.0,0.0
11,1,1,1,0,5,2,1,False,4378,1691371100,16,180b83a0-329c-4069-87be-df862cb1baed,2023-08-07 01:15:51.743820,0.0,0.0
12,0,0,0,0,3,0,0,False,476,1684444557,0,66dc3e89-0aca-11e7-82f6-3863bb44ef7c,2023-08-07 01:15:51.743820,,
13,1,1,0,0,8,1,1,False,3586,1691371098,9,ec42fb3a-af54-46aa-a8b3-b17d72ed4475,2023-08-07 01:15:51.743820,0.0,0.0
14,1,1,1,0,15,2,1,False,4084,1691371103,5,545a32d3-b74c-4dc2-b82c-a6d185dd4666,2023-08-07 01:15:51.743820,0.0,0.0
15,1,1,2,0,1,2,1,False,4398,1691371103,18,93da4d1b-d574-45b0-85d7-5b82e2887267,2023-08-07 01:15:51.743820,0.0,0.0
16,1,1,9,0,10,8,1,False,3159,1691371100,12,66dd4a52-0aca-11e7-82f6-3863bb44ef7c,2023-08-07 01:15:51.743820,0.0,0.0
17,1,1,7,0,8,3,1,False,4831,1691371105,15,563389a0-d90f-4155-9c50-528459df26aa,2023-08-07 01:15:51.743820,0.0,0.0
18,1,1,2,0,1,4,1,False,4311,1691371098,14,e152a2e1-c510-404e-a100-24246bb6cc95,2023-08-07 01:15:51.743820,0.0,0.0
19,0,0,0,0,0,0,0,False,4862,1690812347,0,528ed1e0-75aa-45be-8afe-c3f1c950782f,2023-08-07 01:15:51.743820,,
20,1,1,0,0,41,6,1,False,4699,1691371108,22,645e4365-653f-48ce-bc15-5fcc287be56f,2023-08-07 01:15:51.743820,0.0,0.0
21,1,1,0,0,18,0,1,False,4440,1691371108,1,24509e46-a0de-47e8-ba40-9441da68952a,2023-08-07 01:15:51.743820,0.0,0.0
22,1,1,2,0,3,3,1,False,341,1691371108,13,66db9e99-0aca-11e7-82f6-3863bb44ef7c,2023-08-07 01:15:51.743820,0.0,0.0
23,1,1,1,11,25,1,1,False,3376,1691371111,6,66de2707-0aca-11e7-82f6-3863bb44ef7c,2023-08-07 01:15:51.743820,0.0,0.0
24,1,1,2,0,3,2,1,False,4451,1691371111,16,8d650b03-920d-4d44-a48f-8d9a1a0ba264,2023-08-07 01:15:51.743820,0.0,0.0
25,1,1,1,0,10,0,1,False,4094,1691371111,10,38af3d1a-9916-46cf-b22e-86fc8648bf30,2023-08-07 01:15:51.743820,0.0,0.0
26,1,1,2,0,20,1,1,False,4917,1691371110,4,c2bb1874-bcb7-47c5-aa7d-05423b9087e8,2023-08-07 01:15:51.743820,0.0,0.0
27,0,0,0,0,0,0,0,False,3345,1690804933,0,66de13dc-0aca-11e7-82f6-3863bb44ef7c,2023-08-07 01:15:51.743820,,
28,1,1,0,0,14,3,1,False,5037,1691371109,8,a2cf5872-bd4c-4311-832e-d62fd779ecc3,2023-08-07 01:15:51.743820,0.0,0.0
29,1,1,0,0,6,1,1,False,3368,1691371109,22,66de2199-0aca-11e7-82f6-3863bb44ef7c,2023-08-07 01:15:51.743820,0.0,0.0
