,station_status,num_bikes_available,num_bikes_disabled,num_docks_disabled,is_returning,is_renting,legacy_id,num_ebikes_available,station_id,eightd_has_available_keys,last_reported,is_installed,num_docks_available,last_update
128,out_of_service,0,0,0,0,0,383,0,383,False,86400,0,0,2022-12-11 04:30:25.968358
129,active,25,0,0,1,1,385,5,385,False,1670731143,1,1,2022-12-11 04:30:25.968358
130,active,66,3,0,1,1,386,0,386,False,1670732782,1,13,2022-12-11 04:30:25.968358
131,active,5,4,0,1,1,387,0,387,False,1670730937,1,30,2022-12-11 04:30:25.968358
132,active,37,2,0,1,1,388,0,388,False,1670731447,1,12,2022-12-11 04:30:25.968358
133,active,31,2,0,1,1,390,1,390,False,1670732085,1,15,2022-12-11 04:30:25.968358
134,active,3,1,0,1,1,391,0,391,False,1670731831,1,38,2022-12-11 04:30:25.968358
135,active,26,3,0,1,1,392,1,392,False,1670733127,1,6,2022-12-11 04:30:25.968358
136,active,16,1,0,1,1,393,5,393,False,1670733474,1,37,2022-12-11 04:30:25.968358
137,active,6,0,0,1,1,394,3,394,False,1670733407,1,28,2022-12-11 04:30:25.968358
138,active,9,2,0,1,1,396,0,396,False,1670729593,1,13,2022-12-11 04:30:25.968358
139,active,10,3,0,1,1,397,1,397,False,1670731081,1,62,2022-12-11 04:30:25.968358
140,active,21,6,0,1,1,398,0,398,False,1670733510,1,10,2022-12-11 04:30:25.968358
141,active,3,1,0,1,1,399,0,399,False,1670732802,1,32,2022-12-11 04:30:25.968358
142,active,15,0,0,1,1,400,2,400,False,1670723727,1,0,2022-12-11 04:30:25.968358
143,active,36,3,0,1,1,401,4,401,False,1670730757,1,0,2022-12-11 04:30:25.968358
144,out_of_service,0,0,0,0,0,403,0,403,False,86400,0,0,2022-12-11 04:30:25.968358
145,active,33,4,0,1,1,405,3,405,False,1670732731,1,13,2022-12-11 04:30:25.968358
146,active,3,3,0,1,1,406,2,406,False,1670732119,1,13,2022-12-11 04:30:25.968358
147,active,43,2,0,1,1,408,5,408,False,1670731970,1,0,2022-12-11 04:30:25.968358
148,active,41,1,0,1,1,410,12,410,False,1670733597,1,37,2022-12-11 04:30:25.968358
149,active,16,0,0,1,1,411,2,411,False,1670732124,1,14,2022-12-11 04:30:25.968358
150,active,24,1,0,1,1,412,1,412,False,1670732579,1,2,2022-12-11 04:30:25.968358
151,out_of_service,0,0,0,0,0,415,0,415,False,86400,0,0,2022-12-11 04:30:25.968358
152,active,15,2,0,1,1,416,2,416,False,1670733192,1,9,2022-12-11 04:30:25.968358
153,active,25,0,0,1,1,417,0,417,False,1670721482,1,0,2022-12-11 04:30:25.968358
154,active,33,0,0,1,1,418,6,418,False,1670732462,1,3,2022-12-11 04:30:25.968358
155,active,13,0,0,1,1,419,1,419,False,1670733641,1,9,2022-12-11 04:30:25.968358
156,active,15,2,0,1,1,420,14,420,False,1670732848,1,31,2022-12-11 04:30:25.968358
157,active,4,0,0,1,1,421,0,421,False,1670732341,1,13,2022-12-11 04:30:25.968358
158,active,0,3,0,1,1,422,0,422,False,1670732927,1,113,2022-12-11 04:30:25.968358
159,active,1,1,0,1,1,423,1,423,False,1670733410,1,42,2022-12-11 04:30:25.968358
160,active,70,1,0,1,1,426,9,426,False,1670732389,1,9,2022-12-11 04:30:25.968358
161,active,62,0,0,1,1,427,4,427,False,1670732439,1,6,2022-12-11 04:30:25.968358
162,active,51,1,0,1,1,428,3,428,False,1670733607,1,5,2022-12-11 04:30:25.968358
163,active,30,1,0,1,1,432,6,432,False,1670733298,1,13,2022-12-11 04:30:25.968358
164,active,53,5,0,1,1,434,3,434,False,1670731927,1,2,2022-12-11 04:30:25.968358
165,active,37,1,0,1,1,435,2,435,False,1670732856,1,35,2022-12-11 04:30:25.968358
166,active,2,3,0,1,1,436,0,436,False,1670729171,1,22,2022-12-11 04:30:25.968358
167,active,2,3,0,1,1,437,0,437,False,1670729862,1,19,2022-12-11 04:30:25.968358
168,active,60,1,0,1,1,438,4,438,False,1670733444,1,7,2022-12-11 04:30:25.968358
169,active,34,2,0,1,1,439,1,439,False,1670733522,1,5,2022-12-11 04:30:25.968358
170,active,12,3,0,1,1,440,3,440,False,1670727587,1,15,2022-12-11 04:30:25.968358
171,active,16,1,0,1,1,442,3,442,False,1670732683,1,33,2022-12-11 04:30:25.968358
172,active,21,1,0,1,1,443,2,443,False,1670732030,1,0,2022-12-11 04:30:25.968358
173,active,86,2,0,1,1,445,13,445,False,1670733330,1,19,2022-12-11 04:30:25.968358
174,active,47,3,0,1,1,446,2,446,False,1670733600,1,28,2022-12-11 04:30:25.968358
175,active,13,3,0,1,1,447,0,447,False,1670733448,1,15,2022-12-11 04:30:25.968358
176,active,6,2,0,1,1,448,1,448,False,1670733509,1,19,2022-12-11 04:30:25.968358
177,active,4,2,0,1,1,450,2,450,False,1670733664,1,58,2022-12-11 04:30:25.968358
178,active,56,3,0,1,1,453,9,453,False,1670733145,1,6,2022-12-11 04:30:25.968358
179,active,16,2,0,1,1,454,10,454,False,1670731267,1,15,2022-12-11 04:30:25.968358
180,active,45,1,0,1,1,455,2,455,False,1670732517,1,40,2022-12-11 04:30:25.968358
181,active,1,1,0,1,1,456,1,456,False,1670730386,1,49,2022-12-11 04:30:25.968358
182,active,6,2,0,1,1,457,2,457,False,1670733651,1,70,2022-12-11 04:30:25.968358
183,active,43,1,0,1,1,458,3,458,False,1670733538,1,0,2022-12-11 04:30:25.968358
184,active,21,1,0,1,1,460,0,460,False,1670733597,1,3,2022-12-11 04:30:25.968358
185,active,19,1,0,1,1,461,6,461,False,1670733578,1,35,2022-12-11 04:30:25.968358
186,active,70,3,0,1,1,462,4,462,False,1670733645,1,4,2022-12-11 04:30:25.968358
187,out_of_service,0,0,0,0,0,464,0,464,False,1665166826,0,1,2022-12-11 04:30:25.968358
188,active,31,1,0,1,1,465,8,465,False,1670733288,1,21,2022-12-11 04:30:25.968358
189,active,15,2,0,1,1,466,3,466,False,1670732871,1,17,2022-12-11 04:30:25.968358
190,active,6,3,0,1,1,468,2,468,False,1670733124,1,70,2022-12-11 04:30:25.968358
191,active,5,1,0,1,1,469,5,469,False,1670733583,1,76,2022-12-11 04:30:25.968358
192,active,69,2,0,1,1,470,21,470,False,1670732373,1,10,2022-12-11 04:30:25.968358
193,active,24,1,0,1,1,471,1,471,False,1670732562,1,6,2022-12-11 04:30:25.968358
194,active,22,0,0,1,1,472,1,472,False,1670732892,1,32,2022-12-11 04:30:25.968358
195,active,61,0,0,1,1,473,7,473,False,1670733544,1,3,2022-12-11 04:30:25.968358
196,active,34,0,0,1,1,474,13,474,False,1670733228,1,20,2022-12-11 04:30:25.968358
197,active,16,3,0,1,1,476,1,476,False,1670733508,1,45,2022-12-11 04:30:25.968358
198,active,18,5,4,1,1,477,8,477,False,1670733637,1,41,2022-12-11 04:30:25.968358
199,active,11,3,0,1,1,478,2,478,False,1670733512,1,41,2022-12-11 04:30:25.968358
200,active,15,3,0,1,1,479,1,479,False,1670733665,1,12,2022-12-11 04:30:25.968358
201,active,12,1,0,1,1,480,2,480,False,1670733636,1,16,2022-12-11 04:30:25.968358
202,active,14,3,0,1,1,481,1,481,False,1670733207,1,5,2022-12-11 04:30:25.968358
203,active,41,6,0,1,1,482,4,482,False,1670733665,1,31,2022-12-11 04:30:25.968358
204,active,25,1,0,1,1,483,3,483,False,1670731339,1,42,2022-12-11 04:30:25.968358
205,active,39,1,0,1,1,484,1,484,False,1670733240,1,24,2022-12-11 04:30:25.968358
206,active,9,0,0,1,1,485,3,485,False,1670732842,1,31,2022-12-11 04:30:25.968358
207,active,22,4,0,1,1,486,5,486,False,1670733137,1,12,2022-12-11 04:30:25.968358
208,active,36,1,0,1,1,489,1,489,False,1670733027,1,28,2022-12-11 04:30:25.968358
209,active,37,2,0,1,1,490,12,490,False,1670733613,1,55,2022-12-11 04:30:25.968358
210,active,15,3,0,1,1,494,0,494,False,1670732136,1,46,2022-12-11 04:30:25.968358
211,active,19,1,0,1,1,495,9,495,False,1670732876,1,17,2022-12-11 04:30:25.968358
212,active,22,1,0,1,1,496,5,496,False,1670732640,1,40,2022-12-11 04:30:25.968358
213,active,45,13,0,1,1,497,7,497,False,1670733341,1,5,2022-12-11 04:30:25.968358
214,active,10,0,0,1,1,500,2,500,False,1670733503,1,64,2022-12-11 04:30:25.968358
215,active,37,6,0,1,1,501,6,501,False,1670731921,1,39,2022-12-11 04:30:25.968358
216,active,13,2,0,1,1,502,7,502,False,1670733534,1,20,2022-12-11 04:30:25.968358
217,active,43,0,0,1,1,503,13,503,False,1670733130,1,2,2022-12-11 04:30:25.968358
218,active,20,2,0,1,1,504,10,504,False,1670733246,1,31,2022-12-11 04:30:25.968358
219,active,43,5,0,1,1,505,12,505,False,1670733404,1,3,2022-12-11 04:30:25.968358
220,active,15,0,0,1,1,507,8,507,False,1670733305,1,64,2022-12-11 04:30:25.968358
221,active,9,4,0,1,1,508,2,508,False,1670733606,1,11,2022-12-11 04:30:25.968358
222,active,47,3,0,1,1,509,5,509,False,1670732743,1,9,2022-12-11 04:30:25.968358
223,active,44,2,0,1,1,510,18,510,False,1670732642,1,31,2022-12-11 04:30:25.968358
224,active,17,0,0,1,1,511,6,511,False,1670732103,1,26,2022-12-11 04:30:25.968358
225,active,3,1,0,1,1,512,2,512,False,1670733303,1,24,2022-12-11 04:30:25.968358
226,active,3,1,0,1,1,513,2,513,False,1670733642,1,38,2022-12-11 04:30:25.968358
227,active,16,3,0,1,1,514,9,514,False,1670730762,1,32,2022-12-11 04:30:25.968358
228,active,30,4,1,1,1,515,8,515,False,1670733654,1,44,2022-12-11 04:30:25.968358
229,active,44,3,0,1,1,516,6,516,False,1670733211,1,0,2022-12-11 04:30:25.968358
230,active,12,1,0,1,1,522,0,522,False,1670730115,1,62,2022-12-11 04:30:25.968358
231,active,28,5,0,1,1,525,0,525,False,1670726769,1,27,2022-12-11 04:30:25.968358
232,active,36,2,0,1,1,526,18,526,False,1670733094,1,2,2022-12-11 04:30:25.968358
233,active,5,3,0,1,1,528,3,528,False,1670733540,1,30,2022-12-11 04:30:25.968358
234,active,26,7,0,1,1,529,12,529,False,1670732434,1,5,2022-12-11 04:30:25.968358
235,active,11,5,0,1,1,530,1,530,False,1670733622,1,7,2022-12-11 04:30:25.968358
236,active,61,0,0,1,1,531,8,531,False,1670733437,1,3,2022-12-11 04:30:25.968358
237,active,33,1,0,1,1,532,0,532,False,1670732706,1,9,2022-12-11 04:30:25.968358
238,active,4,1,0,1,1,536,3,536,False,1670733258,1,22,2022-12-11 04:30:25.968358
239,active,22,0,0,1,1,537,4,537,False,1670733491,1,56,2022-12-11 04:30:25.968358
240,active,15,5,0,1,1,539,1,539,False,1670732095,1,8,2022-12-11 04:30:25.968358
241,active,12,1,0,1,1,540,4,540,False,1670732772,1,41,2022-12-11 04:30:25.968358
242,active,7,2,0,1,1,545,2,545,False,1670731613,1,18,2022-12-11 04:30:25.968358
243,active,37,3,0,1,1,546,0,546,False,1670733661,1,4,2022-12-11 04:30:25.968358
244,active,30,8,0,1,1,2002,1,2002,False,1670733246,1,19,2022-12-11 04:30:25.968358
245,active,25,4,0,1,1,2003,8,2003,False,1670733411,1,24,2022-12-11 04:30:25.968358
246,active,26,4,0,1,1,2006,3,2006,False,1670733235,1,42,2022-12-11 04:30:25.968358
247,active,33,0,0,1,1,2008,8,2008,False,1670733046,1,1,2022-12-11 04:30:25.968358
248,active,26,3,0,1,1,2009,8,2009,False,1670732330,1,6,2022-12-11 04:30:25.968358
249,active,38,2,0,1,1,2010,7,2010,False,1670731499,1,0,2022-12-11 04:30:25.968358
250,active,17,1,0,1,1,2012,3,2012,False,1670732313,1,41,2022-12-11 04:30:25.968358
251,active,4,1,0,1,1,2017,1,2017,False,1670732610,1,47,2022-12-11 04:30:25.968358
252,active,34,2,0,1,1,2021,5,2021,False,1670733276,1,29,2022-12-11 04:30:25.968358
253,active,8,0,0,1,1,2022,5,2022,False,1670730884,1,25,2022-12-11 04:30:25.968358
254,active,42,4,1,1,1,3016,4,3016,False,1670733578,1,6,2022-12-11 04:30:25.968358
255,active,1,1,0,1,1,3041,0,3041,False,1670732256,1,22,2022-12-11 04:30:25.968358
256,active,1,1,0,1,1,3042,0,3042,False,1670729750,1,16,2022-12-11 04:30:25.968358
257,active,5,2,0,1,1,3043,0,3043,False,1670722739,1,10,2022-12-11 04:30:25.968358
258,active,5,0,0,1,1,3044,0,3044,False,1670726154,1,22,2022-12-11 04:30:25.968358
259,active,6,1,0,1,1,3046,3,3046,False,1670730733,1,12,2022-12-11 04:30:25.968358
260,active,7,1,0,1,1,3047,3,3047,False,1670731177,1,12,2022-12-11 04:30:25.968358
261,out_of_service,0,0,0,0,0,3048,0,3048,False,86400,0,0,2022-12-11 04:30:25.968358
262,active,9,1,0,1,1,3049,7,3049,False,1670733576,1,8,2022-12-11 04:30:25.968358
263,active,6,1,0,1,1,3050,3,3050,False,1670733649,1,14,2022-12-11 04:30:25.968358
264,active,3,2,0,1,1,3052,1,3052,False,1670732635,1,18,2022-12-11 04:30:25.968358
265,active,6,3,0,1,1,3053,4,3053,False,1670732513,1,14,2022-12-11 04:30:25.968358
266,active,7,1,0,1,1,3054,4,3054,False,1670733043,1,11,2022-12-11 04:30:25.968358
267,active,3,1,0,1,1,3055,3,3055,False,1670732925,1,18,2022-12-11 04:30:25.968358
268,active,4,3,0,1,1,3056,2,3056,False,1670733386,1,15,2022-12-11 04:30:25.968358
269,active,1,0,0,1,1,3057,1,3057,False,1670733221,1,17,2022-12-11 04:30:25.968358
270,active,5,4,3,1,1,3058,2,3058,False,1670733466,1,12,2022-12-11 04:30:25.968358
271,active,8,1,0,1,1,3059,6,3059,False,1670732446,1,10,2022-12-11 04:30:25.968358
272,active,8,1,0,1,1,3060,6,3060,False,1670733266,1,9,2022-12-11 04:30:25.968358
273,active,3,0,0,1,1,3061,2,3061,False,1670733239,1,18,2022-12-11 04:30:25.968358
274,active,5,1,0,1,1,3062,1,3062,False,1670733183,1,16,2022-12-11 04:30:25.968358
275,active,15,1,0,1,1,3063,2,3063,False,1670728478,1,4,2022-12-11 04:30:25.968358
276,active,2,2,0,1,1,3064,1,3064,False,1670733297,1,19,2022-12-11 04:30:25.968358
277,active,17,0,0,1,1,3065,1,3065,False,1670733529,1,14,2022-12-11 04:30:25.968358
278,out_of_service,0,0,0,0,0,3066,0,3066,False,86400,0,0,2022-12-11 04:30:25.968358
279,active,16,1,0,1,1,3067,0,3067,False,1670732371,1,10,2022-12-11 04:30:25.968358
280,active,14,1,0,1,1,3068,0,3068,False,1670730194,1,27,2022-12-11 04:30:25.968358
281,active,12,1,0,1,1,3069,0,3069,False,1670732047,1,16,2022-12-11 04:30:25.968358
282,active,3,1,1,1,1,3070,0,3070,False,1670730531,1,18,2022-12-11 04:30:25.968358
283,active,4,1,0,1,1,3071,1,3071,False,1670733000,1,14,2022-12-11 04:30:25.968358
284,active,16,0,0,1,1,3072,3,3072,False,1670732838,1,8,2022-12-11 04:30:25.968358
285,active,20,1,0,1,1,3074,2,3074,False,1670733650,1,20,2022-12-11 04:30:25.968358
286,active,0,1,0,1,1,3075,0,3075,False,1670732909,1,31,2022-12-11 04:30:25.968358
287,active,0,0,0,1,1,3076,0,3076,False,1670733112,1,36,2022-12-11 04:30:25.968358
288,active,9,1,0,1,1,3077,1,3077,False,1670733576,1,23,2022-12-11 04:30:25.968358
289,active,11,5,5,1,1,3078,2,3078,False,1670733567,1,5,2022-12-11 04:30:25.968358
290,active,17,0,0,1,1,3080,3,3080,False,1670728820,1,4,2022-12-11 04:30:25.968358
291,active,25,1,0,1,1,3081,6,3081,False,1670733603,1,2,2022-12-11 04:30:25.968358
292,active,10,2,0,1,1,3082,1,3082,False,1670733468,1,12,2022-12-11 04:30:25.968358
293,active,14,0,0,1,1,3083,1,3083,False,1670733172,1,18,2022-12-11 04:30:25.968358
294,active,20,0,0,1,1,3085,2,3085,False,1670731824,1,4,2022-12-11 04:30:25.968358
295,active,19,0,0,1,1,3086,2,3086,False,1670733019,1,11,2022-12-11 04:30:25.968358
296,active,23,0,0,1,1,3087,0,3087,False,1670733635,1,6,2022-12-11 04:30:25.968358
297,active,16,0,0,1,1,3088,9,3088,False,1670731148,1,3,2022-12-11 04:30:25.968358
298,active,10,0,0,1,1,3092,0,3092,False,1670732041,1,15,2022-12-11 04:30:25.968358
299,active,16,3,0,1,1,3093,1,3093,False,1670732060,1,8,2022-12-11 04:30:25.968358
300,active,14,0,0,1,1,3094,1,3094,False,1670726583,1,4,2022-12-11 04:30:25.968358
301,active,13,0,0,1,1,3095,2,3095,False,1670731535,1,13,2022-12-11 04:30:25.968358
302,active,34,2,0,1,1,3096,2,3096,False,1670729920,1,2,2022-12-11 04:30:25.968358
303,active,42,2,0,1,1,3100,3,3100,False,1670733572,1,7,2022-12-11 04:30:25.968358
304,active,25,0,0,1,1,3101,2,3101,False,1670731757,1,2,2022-12-11 04:30:25.968358
305,active,24,1,0,1,1,3102,11,3102,False,1670732360,1,2,2022-12-11 04:30:25.968358
306,active,52,1,0,1,1,3105,2,3105,False,1670729528,1,1,2022-12-11 04:30:25.968358
307,active,12,0,0,1,1,3106,5,3106,False,1670732554,1,40,2022-12-11 04:30:25.968358
308,active,34,3,0,1,1,3107,2,3107,False,1670728323,1,0,2022-12-11 04:30:25.968358
309,active,39,2,0,1,1,3108,9,3108,False,1670733551,1,10,2022-12-11 04:30:25.968358
310,active,26,2,0,1,1,3109,1,3109,False,1670731701,1,3,2022-12-11 04:30:25.968358
311,active,23,4,0,1,1,3110,5,3110,False,1670726927,1,0,2022-12-11 04:30:25.968358
312,active,29,1,0,1,1,3112,2,3112,False,1670733169,1,1,2022-12-11 04:30:25.968358
313,active,24,2,0,1,1,3113,4,3113,False,1670732349,1,1,2022-12-11 04:30:25.968358
314,active,46,1,0,1,1,3115,16,3115,False,1670733482,1,2,2022-12-11 04:30:25.968358
315,active,33,1,0,1,1,3116,2,3116,False,1670732872,1,1,2022-12-11 04:30:25.968358
316,active,24,1,0,1,1,3117,19,3117,False,1670731874,1,0,2022-12-11 04:30:25.968358
317,active,15,2,0,1,1,3118,5,3118,False,1670733344,1,23,2022-12-11 04:30:25.968358
318,active,36,1,0,1,1,3119,0,3119,False,1670733112,1,8,2022-12-11 04:30:25.968358
319,active,23,1,0,1,1,3121,6,3121,False,1670733205,1,3,2022-12-11 04:30:25.968358
320,active,77,1,0,1,1,3122,12,3122,False,1670732231,1,1,2022-12-11 04:30:25.968358
321,active,45,1,0,1,1,3123,30,3123,False,1670709414,1,0,2022-12-11 04:30:25.968358
322,active,40,0,0,1,1,3124,5,3124,False,1670733611,1,3,2022-12-11 04:30:25.968358
323,active,21,1,0,1,1,3125,4,3125,False,1670730734,1,1,2022-12-11 04:30:25.968358
324,active,31,2,0,1,1,3126,2,3126,False,1670729133,1,1,2022-12-11 04:30:25.968358
325,active,31,1,0,1,1,3127,1,3127,False,1670711839,1,1,2022-12-11 04:30:25.968358
326,active,22,0,0,1,1,3128,5,3128,False,1670731780,1,4,2022-12-11 04:30:25.968358
327,active,9,4,0,1,1,3129,1,3129,False,1670732350,1,24,2022-12-11 04:30:25.968358
328,active,28,0,0,1,1,3130,1,3130,False,1670728871,1,7,2022-12-11 04:30:25.968358
329,active,6,2,0,1,1,3131,1,3131,False,1670732778,1,26,2022-12-11 04:30:25.968358
330,active,4,0,0,1,1,3132,0,3132,False,1670732713,1,45,2022-12-11 04:30:25.968358
331,active,20,2,0,1,1,3134,2,3134,False,1670733159,1,27,2022-12-11 04:30:25.968358
332,active,17,1,0,1,1,3135,6,3135,False,1670733451,1,20,2022-12-11 04:30:25.968358
333,active,25,2,0,1,1,3136,4,3136,False,1670730608,1,21,2022-12-11 04:30:25.968358
334,active,20,2,0,1,1,3137,7,3137,False,1670725607,1,9,2022-12-11 04:30:25.968358
335,active,32,1,0,1,1,3139,14,3139,False,1670731697,1,10,2022-12-11 04:30:25.968358
336,active,37,2,0,1,1,3140,6,3140,False,1670733343,1,17,2022-12-11 04:30:25.968358
337,active,18,1,0,1,1,3141,3,3141,False,1670733416,1,39,2022-12-11 04:30:25.968358
338,active,15,2,0,1,1,3142,7,3142,False,1670732577,1,24,2022-12-11 04:30:25.968358
339,active,14,5,0,1,1,3143,7,3143,False,1670733244,1,27,2022-12-11 04:30:25.968358
340,active,9,2,0,1,1,3144,6,3144,False,1670731079,1,35,2022-12-11 04:30:25.968358
341,active,9,2,0,1,1,3145,1,3145,False,1670732364,1,34,2022-12-11 04:30:25.968358
342,active,25,2,0,1,1,3146,7,3146,False,1670733620,1,20,2022-12-11 04:30:25.968358
343,active,14,4,0,1,1,3147,13,3147,False,1670733386,1,20,2022-12-11 04:30:25.968358
344,active,24,3,0,1,1,3148,8,3148,False,1670732861,1,4,2022-12-11 04:30:25.968358
345,active,10,0,0,1,1,3151,7,3151,False,1670732672,1,36,2022-12-11 04:30:25.968358
346,active,10,1,0,1,1,3152,1,3152,False,1670732159,1,30,2022-12-11 04:30:25.968358
347,active,21,0,0,1,1,3154,12,3154,False,1670733639,1,25,2022-12-11 04:30:25.968358
348,active,7,0,0,1,1,3156,0,3156,False,1670733599,1,29,2022-12-11 04:30:25.968358
349,active,14,1,0,1,1,3157,9,3157,False,1670732826,1,12,2022-12-11 04:30:25.968358
350,active,16,3,0,1,1,3158,10,3158,False,1670733240,1,11,2022-12-11 04:30:25.968358
351,active,7,0,0,1,1,3159,1,3159,False,1670728918,1,24,2022-12-11 04:30:25.968358
352,active,8,2,0,1,1,3160,6,3160,False,1670732518,1,28,2022-12-11 04:30:25.968358
353,active,5,1,0,1,1,3161,3,3161,False,1670731656,1,50,2022-12-11 04:30:25.968358
354,active,12,1,0,1,1,3163,1,3163,False,1670733603,1,28,2022-12-11 04:30:25.968358
355,active,8,2,0,1,1,3164,4,3164,False,1670733128,1,56,2022-12-11 04:30:25.968358
356,active,8,1,0,1,1,3165,7,3165,False,1670733514,1,41,2022-12-11 04:30:25.968358
357,active,9,1,0,1,1,3166,3,3166,False,1670732989,1,31,2022-12-11 04:30:25.968358
358,active,8,1,0,1,1,3167,0,3167,False,1670733662,1,46,2022-12-11 04:30:25.968358
359,active,15,0,0,1,1,3169,3,3169,False,1670733172,1,58,2022-12-11 04:30:25.968358
360,active,14,3,0,1,1,3170,11,3170,False,1670733354,1,15,2022-12-11 04:30:25.968358
361,out_of_service,0,0,0,0,0,3171,0,3171,False,86400,0,0,2022-12-11 04:30:25.968358
362,active,5,0,0,1,1,3172,3,3172,False,1670733598,1,22,2022-12-11 04:30:25.968358
363,active,32,3,0,1,1,3173,5,3173,False,1670731980,1,42,2022-12-11 04:30:25.968358
364,active,10,4,0,1,1,3175,5,3175,False,1670733354,1,29,2022-12-11 04:30:25.968358
365,active,24,2,0,1,1,3177,5,3177,False,1670730593,1,33,2022-12-11 04:30:25.968358
366,active,12,1,0,1,1,3178,5,3178,False,1670730705,1,66,2022-12-11 04:30:25.968358
367,active,12,0,0,1,1,3179,1,3179,False,1670733144,1,10,2022-12-11 04:30:25.968358
368,active,1,0,0,1,1,3184,0,3184,False,1670723575,1,13,2022-12-11 04:30:25.968358
369,active,16,0,0,1,1,3185,7,3185,False,1670729224,1,6,2022-12-11 04:30:25.968358
370,active,28,0,0,1,1,3186,0,3186,False,1670733092,1,14,2022-12-11 04:30:25.968358
371,active,14,0,0,1,1,3187,5,3187,False,1670722776,1,8,2022-12-11 04:30:25.968358
372,active,16,1,0,1,1,3191,5,3191,False,1670727347,1,1,2022-12-11 04:30:25.968358
373,active,20,0,0,1,1,3192,4,3192,False,1670733173,1,2,2022-12-11 04:30:25.968358
374,active,10,0,0,1,1,3193,2,3193,False,1670728743,1,8,2022-12-11 04:30:25.968358
375,active,4,0,0,1,1,3194,3,3194,False,1670732337,1,7,2022-12-11 04:30:25.968358
376,active,6,0,0,1,1,3196,6,3196,False,1670728992,1,12,2022-12-11 04:30:25.968358
377,active,4,1,0,1,1,3198,3,3198,False,1670728511,1,13,2022-12-11 04:30:25.968358
378,active,14,0,0,1,1,3199,4,3199,False,1670731878,1,0,2022-12-11 04:30:25.968358
379,active,7,0,0,1,1,3201,3,3201,False,1670726169,1,11,2022-12-11 04:30:25.968358
380,active,0,0,0,0,0,3202,0,3202,False,86400,1,0,2022-12-11 04:30:25.968358
381,active,2,0,0,1,1,3203,1,3203,False,1670730258,1,23,2022-12-11 04:30:25.968358
382,active,1,0,0,1,1,3206,0,3206,False,1670718670,1,25,2022-12-11 04:30:25.968358
383,active,18,0,0,1,1,3207,4,3207,False,1670727320,1,8,2022-12-11 04:30:25.968358
384,active,7,0,0,1,1,3209,2,3209,False,1670733402,1,15,2022-12-11 04:30:25.968358
385,active,10,1,0,1,1,3210,8,3210,False,1670724349,1,7,2022-12-11 04:30:25.968358
386,active,14,1,0,1,1,3211,3,3211,False,1670731739,1,7,2022-12-11 04:30:25.968358
387,active,10,0,0,1,1,3212,1,3212,False,1670731729,1,11,2022-12-11 04:30:25.968358
388,active,12,1,0,1,1,3213,4,3213,False,1670730004,1,8,2022-12-11 04:30:25.968358
389,active,12,0,0,1,1,3214,0,3214,False,1670733502,1,10,2022-12-11 04:30:25.968358
390,active,1,0,0,1,1,3220,1,3220,False,1670733536,1,17,2022-12-11 04:30:25.968358
391,active,8,0,0,1,1,3221,1,3221,False,1670716688,1,18,2022-12-11 04:30:25.968358
392,active,3,0,0,1,1,3225,2,3225,False,1670732136,1,11,2022-12-11 04:30:25.968358
393,active,8,0,0,1,1,3226,3,3226,False,1670730972,1,37,2022-12-11 04:30:25.968358
394,active,2,0,0,1,1,3231,1,3231,False,1670733625,1,36,2022-12-11 04:30:25.968358
395,active,6,0,0,1,1,3233,0,3233,False,1670732035,1,36,2022-12-11 04:30:25.968358
396,active,1,1,0,1,1,3235,0,3235,False,1670730853,1,31,2022-12-11 04:30:25.968358
397,active,4,2,0,1,1,3236,0,3236,False,1670733241,1,24,2022-12-11 04:30:25.968358
398,active,11,0,0,1,1,3238,7,3238,False,1670732873,1,23,2022-12-11 04:30:25.968358
399,active,6,1,0,1,1,3241,4,3241,False,1670733425,1,8,2022-12-11 04:30:25.968358
400,active,11,0,0,1,1,3243,1,3243,False,1670733612,1,18,2022-12-11 04:30:25.968358
401,active,65,4,0,1,1,3244,3,3244,False,1670733495,1,10,2022-12-11 04:30:25.968358
402,active,8,1,0,1,1,3246,5,3246,False,1670726582,1,39,2022-12-11 04:30:25.968358
403,active,1,0,0,1,1,3249,0,3249,False,1670732829,1,18,2022-12-11 04:30:25.968358
404,active,12,14,0,1,1,3254,4,3254,False,1670725547,1,1,2022-12-11 04:30:25.968358
405,active,11,0,0,1,1,3255,4,3255,False,1670733279,1,7,2022-12-11 04:30:25.968358
406,active,28,2,0,1,1,3260,0,3260,False,1670733459,1,11,2022-12-11 04:30:25.968358
407,active,50,5,0,1,1,3263,9,3263,False,1670733534,1,4,2022-12-11 04:30:25.968358
408,active,6,1,0,1,1,3267,4,3267,False,1670725914,1,7,2022-12-11 04:30:25.968358
409,active,10,0,0,1,1,3268,8,3268,False,1670729639,1,4,2022-12-11 04:30:25.968358
410,active,4,0,0,1,1,3269,4,3269,False,1670733605,1,10,2022-12-11 04:30:25.968358
411,active,7,0,0,1,1,3270,0,3270,False,1670733018,1,7,2022-12-11 04:30:25.968358
412,active,4,0,0,1,1,3272,2,3272,False,1670732074,1,10,2022-12-11 04:30:25.968358
413,active,16,1,0,1,1,3273,2,3273,False,1670731652,1,1,2022-12-11 04:30:25.968358
414,active,7,0,0,1,1,3275,0,3275,False,1670726314,1,7,2022-12-11 04:30:25.968358
415,active,9,0,0,1,1,3276,0,3276,False,1670733356,1,17,2022-12-11 04:30:25.968358
