,station_status,num_bikes_disabled,eightd_has_available_keys,is_installed,last_reported,num_ebikes_available,num_docks_disabled,num_docks_available,station_id,legacy_id,num_bikes_available,is_returning,is_renting,last_update
1167,active,1,False,1,1670806155,7,0,30,4240,4240,16,1,1,2022-12-12 01:15:35.023287
1168,active,2,False,1,1670800538,8,0,17,4244,4244,18,1,1,2022-12-12 01:15:35.023287
1169,active,0,False,1,1670808013,4,0,16,4245,4245,8,1,1,2022-12-12 01:15:35.023287
1170,active,0,False,1,1670791904,1,0,18,4247,4247,2,1,1,2022-12-12 01:15:35.023287
1171,active,0,False,1,1670799634,3,0,35,4248,4248,58,1,1,2022-12-12 01:15:35.023287
1172,active,0,False,1,1670805751,2,0,3,4249,4249,22,1,1,2022-12-12 01:15:35.023287
1173,active,0,False,1,1670748589,0,0,12,4250,4250,7,1,1,2022-12-12 01:15:35.023287
1174,active,1,False,1,1670798854,0,0,16,4251,4251,3,1,1,2022-12-12 01:15:35.023287
1175,active,0,False,1,1670782312,1,0,14,4252,4252,7,1,1,2022-12-12 01:15:35.023287
1176,active,1,False,1,1670806300,3,0,18,4254,4254,6,1,1,2022-12-12 01:15:35.023287
1177,active,2,False,1,1670802311,0,0,12,4255,4255,11,1,1,2022-12-12 01:15:35.023287
1178,active,4,False,1,1670804931,3,0,14,4256,4256,3,1,1,2022-12-12 01:15:35.023287
1179,active,1,False,1,1670788521,3,0,15,4257,4257,5,1,1,2022-12-12 01:15:35.023287
1180,active,0,False,1,1670801823,6,0,14,4258,4258,9,1,1,2022-12-12 01:15:35.023287
1181,active,0,False,1,1670801538,0,0,22,4259,4259,3,1,1,2022-12-12 01:15:35.023287
1182,active,0,False,1,1670792031,0,0,22,4260,4260,0,1,1,2022-12-12 01:15:35.023287
1183,active,1,False,1,1670796639,1,0,23,4261,4261,1,1,1,2022-12-12 01:15:35.023287
1184,active,0,False,1,1670799297,3,0,15,4262,4262,8,1,1,2022-12-12 01:15:35.023287
1185,active,1,False,1,1670803639,1,0,18,4263,4263,3,1,1,2022-12-12 01:15:35.023287
1186,active,0,False,1,1670797967,7,0,8,4264,4264,23,1,1,2022-12-12 01:15:35.023287
1187,active,1,False,1,1670801687,1,0,15,4265,4265,2,1,1,2022-12-12 01:15:35.023287
1188,active,1,False,1,1670798153,1,0,20,4266,4266,2,1,1,2022-12-12 01:15:35.023287
