,is_returning,legacy_id,num_bikes_disabled,num_docks_available,num_docks_disabled,station_status,is_renting,num_ebikes_available,is_installed,last_reported,station_id,eightd_has_available_keys,num_bikes_available,last_update,num_scooters_unavailable,num_scooters_available
91,1,4826,1,1,0,active,1,3,1,1691025522,ba33c334-e17d-4478-ae3c-9c2f4dbfbb51,False,17,2023-08-03 01:15:09.494449,0.0,0.0
92,1,1814907423052790164,2,1,0,active,1,3,1,1691025522,1814907423052790164,False,23,2023-08-03 01:15:09.494449,0.0,0.0
93,1,3148,2,0,0,active,1,10,1,1691025518,66dd45c7-0aca-11e7-82f6-3863bb44ef7c,False,26,2023-08-03 01:15:09.494449,0.0,0.0
94,1,3629,3,1,0,active,1,12,1,1691025518,18eccc71-66be-4e4c-8335-095a9bf0df94,False,29,2023-08-03 01:15:09.494449,0.0,0.0
95,1,3325,3,15,0,active,1,3,1,1691025518,66de0861-0aca-11e7-82f6-3863bb44ef7c,False,13,2023-08-03 01:15:09.494449,0.0,0.0
96,1,4815,2,3,0,active,1,5,1,1691025516,00967b8f-1a4d-4131-a65a-17fa8ca89e28,False,15,2023-08-03 01:15:09.494449,0.0,0.0
97,1,260,1,24,0,active,1,1,1,1691025516,66db447a-0aca-11e7-82f6-3863bb44ef7c,False,24,2023-08-03 01:15:09.494449,0.0,0.0
98,1,3543,1,16,0,active,1,1,1,1691025517,d80c274e-d17d-4a00-9b76-274c9fe4d0e1,False,17,2023-08-03 01:15:09.494449,0.0,0.0
99,1,440,0,42,0,active,1,0,1,1691025517,66dc17df-0aca-11e7-82f6-3863bb44ef7c,False,0,2023-08-03 01:15:09.494449,,
100,1,3092,5,4,0,active,1,3,1,1691025517,66dd01c5-0aca-11e7-82f6-3863bb44ef7c,False,17,2023-08-03 01:15:09.494449,0.0,0.0
101,1,4603,0,8,0,active,1,3,1,1691025518,754ac5df-f2b5-4636-8c58-ed84ea262bde,False,11,2023-08-03 01:15:09.494449,0.0,0.0
102,1,526,6,51,0,active,1,1,1,1691025519,66dc840f-0aca-11e7-82f6-3863bb44ef7c,False,3,2023-08-03 01:15:09.494449,0.0,0.0
103,1,3890,1,7,0,active,1,0,1,1691025519,ad57266c-34da-43da-8b48-2ba856002fbf,False,22,2023-08-03 01:15:09.494449,0.0,0.0
104,1,3100,0,40,0,active,1,3,1,1691025521,66dd17a5-0aca-11e7-82f6-3863bb44ef7c,False,11,2023-08-03 01:15:09.494449,0.0,0.0
105,1,4062,4,18,0,active,1,0,1,1691025521,18a2cbb6-91f2-4393-82fb-b40a8ba90f20,False,0,2023-08-03 01:15:09.494449,0.0,0.0
106,1,4931,2,12,0,active,1,0,1,1691025519,e9575102-1081-4c30-8d15-ea95913579e2,False,6,2023-08-03 01:15:09.494449,0.0,0.0
107,1,4114,3,2,0,active,1,4,1,1691025520,b4a320d6-2611-4940-96ca-17fb297ec826,False,20,2023-08-03 01:15:09.494449,0.0,0.0
108,1,3307,5,15,0,active,1,2,1,1691025520,66ddeaff-0aca-11e7-82f6-3863bb44ef7c,False,10,2023-08-03 01:15:09.494449,0.0,0.0
109,1,1814548067447122618,1,5,0,active,1,0,1,1691025520,1814548067447122618,False,29,2023-08-03 01:15:09.494449,0.0,0.0
110,1,3498,4,4,0,active,1,3,1,1691025520,20ff5447-eac3-43b7-820f-f6fa3a2e12a8,False,10,2023-08-03 01:15:09.494449,0.0,0.0
111,1,4059,0,31,0,active,1,0,1,1691025523,d73e26de-8534-4b46-a321-3cae295ef9b2,False,0,2023-08-03 01:15:09.494449,,
112,1,4831,0,4,0,active,1,9,1,1691025516,563389a0-d90f-4155-9c50-528459df26aa,False,22,2023-08-03 01:15:09.494449,0.0,0.0
113,1,4651,10,49,0,active,1,3,1,1691025523,053312f2-e77e-4674-b28b-ad357fbcb4ee,False,4,2023-08-03 01:15:09.494449,0.0,0.0
114,1,4012,5,12,0,active,1,3,1,1691025535,3134c2d4-b090-4eb8-ab44-6f9622098f72,False,6,2023-08-03 01:15:09.494449,0.0,0.0
115,1,4319,2,3,0,active,1,2,1,1691025535,499e10ad-c008-461e-8cf7-20757218a9cc,False,18,2023-08-03 01:15:09.494449,0.0,0.0
116,1,5068,0,3,0,active,1,5,1,1691025535,bbc3c1df-f7db-4f54-8d5c-b8f4269ecb48,False,16,2023-08-03 01:15:09.494449,0.0,0.0
117,1,1831178352265562334,1,0,0,active,1,1,1,1691025529,1831178352265562334,False,26,2023-08-03 01:15:09.494449,0.0,0.0
118,1,4281,1,12,0,active,1,1,1,1691025529,549b5bc4-b949-4eeb-8ffb-2215e1e49892,False,18,2023-08-03 01:15:09.494449,0.0,0.0
119,1,4912,4,1,0,active,1,3,1,1691025529,038b7369-9c6e-4eb2-8569-f7461443302f,False,15,2023-08-03 01:15:09.494449,0.0,0.0
120,1,4807,0,6,0,active,1,0,1,1691025530,a45a712c-1e3d-4fee-bef8-adafafd80670,False,14,2023-08-03 01:15:09.494449,0.0,0.0
121,1,3113,1,15,0,active,1,1,1,1691025539,66dd1f44-0aca-11e7-82f6-3863bb44ef7c,False,9,2023-08-03 01:15:09.494449,0.0,0.0
122,1,3786,3,2,0,active,1,1,1,1691025540,e625e677-d175-4902-9764-d92716d86fd5,False,39,2023-08-03 01:15:09.494449,0.0,0.0
123,1,3737,0,20,0,active,1,5,1,1691025540,9394fb49-583f-4426-8d2f-a2b0ffb584d2,False,24,2023-08-03 01:15:09.494449,0.0,0.0
124,1,4772,1,17,0,active,1,0,1,1691025540,576abdc1-986e-48b0-bde2-051a13d3ff59,False,3,2023-08-03 01:15:09.494449,0.0,0.0
125,1,332,4,14,0,active,1,6,1,1691025540,66db93a1-0aca-11e7-82f6-3863bb44ef7c,False,18,2023-08-03 01:15:09.494449,0.0,0.0
126,1,4202,1,3,0,active,1,2,1,1691025538,a2ef8ed2-6031-4049-b7dc-9838ef39889b,False,14,2023-08-03 01:15:09.494449,0.0,0.0
127,1,252,0,17,2,active,1,1,1,1691025539,66db41bf-0aca-11e7-82f6-3863bb44ef7c,False,14,2023-08-03 01:15:09.494449,0.0,0.0
128,1,437,0,21,0,active,1,1,1,1691025539,66dc1687-0aca-11e7-82f6-3863bb44ef7c,False,2,2023-08-03 01:15:09.494449,0.0,0.0
129,1,4878,0,20,0,active,1,0,1,1691025539,ff745407-c087-4c0d-a965-98baf078f292,False,0,2023-08-03 01:15:09.494449,,
130,1,3522,0,2,0,active,1,2,1,1691025539,0630217a-3913-47d9-9540-cf85688296a5,False,17,2023-08-03 01:15:09.494449,0.0,0.0
131,1,4092,0,1,0,active,1,3,1,1691025536,1bb1af93-b433-4da7-8054-009c85f7755a,False,18,2023-08-03 01:15:09.494449,0.0,0.0
132,1,3944,3,19,0,active,1,1,1,1691025536,44fa161f-eb62-459b-b53e-da83788cfa2a,False,7,2023-08-03 01:15:09.494449,0.0,0.0
133,1,3343,3,9,0,active,1,4,1,1691025536,66de12ff-0aca-11e7-82f6-3863bb44ef7c,False,11,2023-08-03 01:15:09.494449,0.0,0.0
134,1,372,0,24,0,active,1,1,1,1691025536,66dbe15d-0aca-11e7-82f6-3863bb44ef7c,False,1,2023-08-03 01:15:09.494449,0.0,0.0
135,1,4567,1,0,0,active,1,2,1,1691025537,6542d952-ca19-410e-9290-ee6b7a6e14cf,False,19,2023-08-03 01:15:09.494449,0.0,0.0
136,1,4380,0,4,0,active,1,2,1,1691025537,4d24ab76-2f4a-4004-9fc5-09c00c1d9aa4,False,26,2023-08-03 01:15:09.494449,0.0,0.0
137,1,3963,1,6,0,active,1,1,1,1691025537,3db799ba-b574-4e5f-95e5-c767bec2acb6,False,23,2023-08-03 01:15:09.494449,0.0,0.0
138,1,3888,0,8,0,active,1,2,1,1691025534,55a4dc76-d839-4e06-9bf4-2f343391343c,False,11,2023-08-03 01:15:09.494449,0.0,0.0
139,1,3053,5,11,0,active,1,0,1,1691025534,66dcc0b2-0aca-11e7-82f6-3863bb44ef7c,False,7,2023-08-03 01:15:09.494449,0.0,0.0
140,1,3376,4,24,11,active,1,0,1,1691025535,66de2707-0aca-11e7-82f6-3863bb44ef7c,False,4,2023-08-03 01:15:09.494449,0.0,0.0
141,1,4750,1,2,0,active,1,1,1,1691025537,f8c242cd-da59-4f0e-afd6-832bbdd7d328,False,16,2023-08-03 01:15:09.494449,0.0,0.0
142,1,465,9,46,0,active,1,0,1,1691025537,66dc292c-0aca-11e7-82f6-3863bb44ef7c,False,1,2023-08-03 01:15:09.494449,0.0,0.0
143,1,466,2,32,0,active,1,0,1,1691025533,66dc2995-0aca-11e7-82f6-3863bb44ef7c,False,1,2023-08-03 01:15:09.494449,0.0,0.0
144,1,3110,6,13,0,active,1,2,1,1691025533,66dd1d9c-0aca-11e7-82f6-3863bb44ef7c,False,6,2023-08-03 01:15:09.494449,0.0,0.0
145,1,3770,0,1,0,active,1,0,1,1691025534,3a89411a-0bc6-4ba3-bc56-fab950c8eba1,False,18,2023-08-03 01:15:09.494449,0.0,0.0
146,1,397,0,72,0,active,1,2,1,1691025534,66dbee85-0aca-11e7-82f6-3863bb44ef7c,False,3,2023-08-03 01:15:09.494449,0.0,0.0
147,1,4821,2,0,0,active,1,3,1,1691025539,f5393bc2-36d4-4508-bf51-fa48d121f751,False,24,2023-08-03 01:15:09.494449,0.0,0.0
148,1,3874,0,6,0,active,1,7,1,1691025536,e9b3a725-6963-4151-8f7f-9beeb51fa20f,False,10,2023-08-03 01:15:09.494449,0.0,0.0
149,1,4828,3,4,0,active,1,1,1,1691025530,faf98f78-51ab-4248-b7e7-f402902385a6,False,11,2023-08-03 01:15:09.494449,0.0,0.0
150,1,1817822909864556798,0,6,0,active,1,0,1,1691025530,1817822909864556798,False,21,2023-08-03 01:15:09.494449,0.0,0.0
151,1,3055,5,12,0,active,1,2,1,1691025530,66dcc37f-0aca-11e7-82f6-3863bb44ef7c,False,4,2023-08-03 01:15:09.494449,0.0,0.0
152,1,4774,1,9,0,active,1,6,1,1691025531,41495491-5d89-4e14-aab9-c3db04aad399,False,9,2023-08-03 01:15:09.494449,0.0,0.0
153,1,1795146692060860976,1,10,0,active,1,2,1,1691025530,1795146692060860976,False,12,2023-08-03 01:15:09.494449,0.0,0.0
154,1,366,4,13,0,active,1,12,1,1691025531,66dbcd6c-0aca-11e7-82f6-3863bb44ef7c,False,16,2023-08-03 01:15:09.494449,0.0,0.0
155,1,4493,2,10,0,active,1,1,1,1691025528,f9ed9a6b-097e-48b9-a9d1-79d084dcd2d9,False,6,2023-08-03 01:15:09.494449,0.0,0.0
156,1,317,5,42,0,active,1,1,1,1691025528,66db76a1-0aca-11e7-82f6-3863bb44ef7c,False,20,2023-08-03 01:15:09.494449,0.0,0.0
157,1,4378,1,7,0,active,1,1,1,1691025528,180b83a0-329c-4069-87be-df862cb1baed,False,15,2023-08-03 01:15:09.494449,0.0,0.0
158,1,3361,0,19,0,active,1,2,1,1691025531,66de1ea2-0aca-11e7-82f6-3863bb44ef7c,False,3,2023-08-03 01:15:09.494449,0.0,0.0
159,1,1804892772559499512,2,60,0,active,1,0,1,1691025531,1804892772559499512,False,3,2023-08-03 01:15:09.494449,0.0,0.0
160,1,3584,2,33,0,active,1,4,1,1691025532,1dacb0f6-29f5-4d1b-b910-92ffa5b4ca5d,False,7,2023-08-03 01:15:09.494449,0.0,0.0
161,1,4865,0,5,0,active,1,2,1,1691025532,7a1ad7c0-4958-4354-91a1-11bf13348abd,False,14,2023-08-03 01:15:09.494449,0.0,0.0
162,1,3776,0,14,0,active,1,1,1,1691025532,d11b9869-8964-4b79-aafc-4b60ad1b44c4,False,9,2023-08-03 01:15:09.494449,0.0,0.0
163,1,3517,1,0,0,active,1,7,1,1691025523,6cd10426-b4e9-40e1-9b35-61f609190ac0,False,34,2023-08-03 01:15:09.494449,0.0,0.0
164,1,3905,4,21,0,active,1,2,1,1691025524,0f45bcf6-7028-4584-a51e-4129847dbebc,False,14,2023-08-03 01:15:09.494449,0.0,0.0
165,1,4487,2,11,0,active,1,5,1,1691025524,b4974d89-932c-4a9f-a264-2ea0cf70613e,False,7,2023-08-03 01:15:09.494449,0.0,0.0
166,1,3115,0,42,0,active,1,0,1,1691025524,66dd2060-0aca-11e7-82f6-3863bb44ef7c,False,6,2023-08-03 01:15:09.494449,0.0,0.0
167,1,522,1,72,0,active,1,0,1,1691025525,66dc81ce-0aca-11e7-82f6-3863bb44ef7c,False,0,2023-08-03 01:15:09.494449,0.0,0.0
