,num_bikes_available,station_id,legacy_id,station_status,eightd_has_available_keys,num_docks_disabled,num_docks_available,num_ebikes_available,last_reported,num_bikes_disabled,is_installed,is_renting,is_returning,last_update,valet,eightd_active_station_services
539,2,3416,3416,active,False,0,22,1,1671324835,1,1,1,1,2022-12-18 01:15:16.607891,,
540,2,3418,3418,active,False,0,31,0,1671325999,0,1,1,1,2022-12-18 01:15:16.607891,,
541,46,3419,3419,active,False,0,3,2,1671325816,1,1,1,1,2022-12-18 01:15:16.607891,,
542,33,3420,3420,active,False,0,1,7,1671324433,1,1,1,1,2022-12-18 01:15:16.607891,,
543,35,3421,3421,active,False,0,0,0,1671313388,0,1,1,1,2022-12-18 01:15:16.607891,,
544,15,3422,3422,active,False,0,3,3,1671324496,1,1,1,1,2022-12-18 01:15:16.607891,,
545,2,3423,3423,active,False,0,23,0,1671325318,2,1,1,1,2022-12-18 01:15:16.607891,,
546,11,3424,3424,active,False,0,16,2,1671321970,0,1,1,1,2022-12-18 01:15:16.607891,,
547,5,3425,3425,active,False,0,26,3,1671325724,0,1,1,1,2022-12-18 01:15:16.607891,,
548,35,3429,3429,active,False,0,2,9,1671325925,2,1,1,1,2022-12-18 01:15:16.607891,,
549,7,3430,3430,active,False,0,18,3,1671326070,0,1,1,1,2022-12-18 01:15:16.607891,,
550,40,3435,3435,active,False,0,3,2,1671325835,1,1,1,1,2022-12-18 01:15:16.607891,,
551,29,3436,3436,active,False,30,0,4,1671325964,0,1,1,1,2022-12-18 01:15:16.607891,"{'off_dock_capacity': 120, 'valet_revision': 34370, 'off_dock_count': 3, 'active': False, 'station_id': '66de867e-0aca-11e7-82f6-3863bb44ef7c', 'region': 'BKN', 'dock_blocked_count': 30}",[{'id': '66de867e-0aca-11e7-82f6-3863bb44ef7c'}]
552,10,3437,3437,active,False,0,47,1,1671325686,2,1,1,1,2022-12-18 01:15:16.607891,,
553,0,3440,3440,out_of_service,False,0,0,0,86400,0,0,0,0,2022-12-18 01:15:16.607891,,
554,54,3443,3443,active,False,0,3,19,1671326020,1,1,1,1,2022-12-18 01:15:16.607891,,
555,39,3452,3452,active,False,0,0,2,1671324200,4,1,1,1,2022-12-18 01:15:16.607891,,
556,5,3453,3453,active,False,0,14,0,1671326091,0,1,1,1,2022-12-18 01:15:16.607891,,
557,7,3454,3454,active,False,0,13,0,1671325993,3,1,1,1,2022-12-18 01:15:16.607891,,
558,16,3456,3456,active,False,0,3,1,1671325931,3,1,1,1,2022-12-18 01:15:16.607891,,
559,29,3457,3457,active,False,0,35,18,1671324709,0,1,1,1,2022-12-18 01:15:16.607891,,
560,33,3459,3459,active,False,0,6,6,1671325717,1,1,1,1,2022-12-18 01:15:16.607891,,
561,31,3461,3461,active,False,0,0,3,1671326013,1,1,1,1,2022-12-18 01:15:16.607891,,
562,2,3462,3462,active,False,0,35,0,1671325257,2,1,1,1,2022-12-18 01:15:16.607891,,
563,74,3463,3463,active,False,0,3,0,1671325090,2,1,1,1,2022-12-18 01:15:16.607891,,
564,28,3464,3464,active,False,0,26,3,1671324852,1,1,1,1,2022-12-18 01:15:16.607891,,
565,42,3467,3467,active,False,0,2,4,1671325907,1,1,1,1,2022-12-18 01:15:16.607891,,
566,35,3472,3472,active,False,0,1,6,1671323688,1,1,1,1,2022-12-18 01:15:16.607891,,
567,41,3478,3478,active,False,0,2,3,1671325021,0,1,1,1,2022-12-18 01:15:16.607891,,
568,23,3479,3479,active,False,0,6,0,1671305793,15,1,1,1,2022-12-18 01:15:16.607891,,
569,5,3483,3483,active,False,0,9,1,1671324093,0,1,1,1,2022-12-18 01:15:16.607891,,
570,6,3490,3490,active,False,0,25,0,1671321884,0,1,1,1,2022-12-18 01:15:16.607891,,
571,10,3491,3491,active,False,0,13,0,1671326105,1,1,1,1,2022-12-18 01:15:16.607891,,
572,10,3492,3492,active,False,0,16,1,1671325547,1,1,1,1,2022-12-18 01:15:16.607891,,
573,7,3493,3493,active,False,0,23,1,1671325324,0,1,1,1,2022-12-18 01:15:16.607891,,
574,15,3494,3494,active,False,0,9,5,1671324357,1,1,1,1,2022-12-18 01:15:16.607891,,
575,17,3495,3495,active,False,0,9,2,1671325453,0,1,1,1,2022-12-18 01:15:16.607891,,
576,5,3496,3496,active,False,0,17,4,1671324960,2,1,1,1,2022-12-18 01:15:16.607891,,
577,6,3497,3497,active,False,0,17,2,1671325645,0,1,1,1,2022-12-18 01:15:16.607891,,
578,14,3498,3498,active,False,0,6,2,1671324858,1,1,1,1,2022-12-18 01:15:16.607891,,
579,10,3499,3499,active,False,0,15,4,1671325146,0,1,1,1,2022-12-18 01:15:16.607891,,
580,12,3500,3500,active,False,0,19,5,1671326045,0,1,1,1,2022-12-18 01:15:16.607891,,
581,6,3501,3501,active,False,0,21,1,1671325017,0,1,1,1,2022-12-18 01:15:16.607891,,
582,26,3502,3502,active,False,0,2,4,1671325365,1,1,1,1,2022-12-18 01:15:16.607891,,
583,9,3503,3503,active,False,0,21,2,1671318410,0,1,1,1,2022-12-18 01:15:16.607891,,
584,10,3504,3504,active,False,0,16,1,1671324579,1,1,1,1,2022-12-18 01:15:16.607891,,
585,14,3505,3505,active,False,0,16,2,1671322672,2,1,1,1,2022-12-18 01:15:16.607891,,
586,6,3506,3506,active,False,0,21,4,1671324683,0,1,1,1,2022-12-18 01:15:16.607891,,
587,26,3507,3507,active,False,0,9,9,1671325778,0,1,1,1,2022-12-18 01:15:16.607891,,
588,4,3508,3508,active,False,0,27,1,1671325752,0,1,1,1,2022-12-18 01:15:16.607891,,
589,9,3509,3509,active,False,0,20,1,1671326003,2,1,1,1,2022-12-18 01:15:16.607891,,
590,7,3510,3510,active,False,0,24,1,1671324059,0,1,1,1,2022-12-18 01:15:16.607891,,
591,10,3511,3511,active,False,0,11,4,1671326020,0,1,1,1,2022-12-18 01:15:16.607891,,
592,3,3513,3513,active,False,0,28,3,1671324747,1,1,1,1,2022-12-18 01:15:16.607891,,
593,2,3514,3514,active,False,0,30,1,1671319154,0,1,1,1,2022-12-18 01:15:16.607891,,
594,1,3515,3515,active,False,0,18,0,1671323897,0,1,1,1,2022-12-18 01:15:16.607891,,
595,5,3516,3516,active,False,0,26,0,1671322962,0,1,1,1,2022-12-18 01:15:16.607891,,
596,8,3517,3517,active,False,0,26,0,1671323394,1,1,1,1,2022-12-18 01:15:16.607891,,
597,16,3518,3518,active,False,0,17,3,1671323248,0,1,1,1,2022-12-18 01:15:16.607891,,
598,6,3520,3520,active,False,0,20,1,1671325916,0,1,1,1,2022-12-18 01:15:16.607891,,
599,17,3521,3521,active,False,0,17,3,1671325821,2,1,1,1,2022-12-18 01:15:16.607891,,
600,6,3522,3522,active,False,0,13,1,1671313184,0,1,1,1,2022-12-18 01:15:16.607891,,
601,6,3523,3523,active,False,0,38,2,1671320568,1,1,1,1,2022-12-18 01:15:16.607891,,
602,2,3524,3524,active,False,0,21,1,1671322940,0,1,1,1,2022-12-18 01:15:16.607891,,
603,0,3525,3525,active,False,0,20,0,1671325623,1,1,1,1,2022-12-18 01:15:16.607891,,
604,9,3526,3526,active,False,0,17,3,1671326118,0,1,1,1,2022-12-18 01:15:16.607891,,
605,6,3528,3528,active,False,0,13,1,1671325691,2,1,1,1,2022-12-18 01:15:16.607891,,
606,14,3529,3529,active,False,0,11,4,1671325810,0,1,1,1,2022-12-18 01:15:16.607891,,
607,5,3530,3530,active,False,0,13,0,1671324017,1,1,1,1,2022-12-18 01:15:16.607891,,
608,8,3531,3531,active,False,0,18,3,1671322471,0,1,1,1,2022-12-18 01:15:16.607891,,
609,3,3532,3532,active,False,0,24,0,1671319092,0,1,1,1,2022-12-18 01:15:16.607891,,
610,2,3533,3533,active,False,0,30,0,1671324209,1,1,1,1,2022-12-18 01:15:16.607891,,
611,1,3534,3534,active,False,0,35,0,1671325445,3,1,1,1,2022-12-18 01:15:16.607891,,
612,13,3535,3535,active,False,0,11,3,1671322440,1,1,1,1,2022-12-18 01:15:16.607891,,
613,1,3536,3536,active,False,0,41,1,1671324329,1,1,1,1,2022-12-18 01:15:16.607891,,
614,5,3537,3537,active,False,0,23,1,1671326014,1,1,1,1,2022-12-18 01:15:16.607891,,
615,1,3538,3538,active,False,0,41,1,1671324933,2,1,1,1,2022-12-18 01:15:16.607891,,
616,2,3539,3539,active,False,11,29,2,1671325830,1,1,1,1,2022-12-18 01:15:16.607891,,
617,15,3540,3540,active,False,0,20,0,1671321885,0,1,1,1,2022-12-18 01:15:16.607891,,
618,22,3541,3541,active,False,0,14,0,1671319097,3,1,1,1,2022-12-18 01:15:16.607891,,
619,1,3542,3542,active,False,0,27,0,1671324701,0,1,1,1,2022-12-18 01:15:16.607891,,
620,3,3543,3543,active,False,0,31,0,1671323661,1,1,1,1,2022-12-18 01:15:16.607891,,
621,2,3544,3544,active,False,0,25,0,1671324476,0,1,1,1,2022-12-18 01:15:16.607891,,
622,0,3545,3545,out_of_service,False,0,0,0,86400,0,0,0,0,2022-12-18 01:15:16.607891,,
623,1,3546,3546,active,False,0,17,0,1671312046,1,1,1,1,2022-12-18 01:15:16.607891,,
624,8,3547,3547,active,False,0,33,1,1671326108,0,1,1,1,2022-12-18 01:15:16.607891,,
625,2,3549,3549,active,False,0,20,2,1671325969,2,1,1,1,2022-12-18 01:15:16.607891,,
626,14,3551,3551,active,False,0,8,3,1671325522,0,1,1,1,2022-12-18 01:15:16.607891,,
627,3,3552,3552,active,False,0,35,0,1671326027,1,1,1,1,2022-12-18 01:15:16.607891,,
628,1,3553,3553,active,False,0,36,0,1671326047,0,1,1,1,2022-12-18 01:15:16.607891,,
629,10,3555,3555,active,False,0,15,0,1671325879,2,1,1,1,2022-12-18 01:15:16.607891,,
630,14,3557,3557,active,False,0,5,1,1671323253,0,1,1,1,2022-12-18 01:15:16.607891,,
631,13,3558,3558,active,False,0,13,8,1671325889,1,1,1,1,2022-12-18 01:15:16.607891,,
632,5,3559,3559,active,False,0,13,0,1671306728,1,1,1,1,2022-12-18 01:15:16.607891,,
633,8,3561,3561,active,False,0,17,2,1671323535,0,1,1,1,2022-12-18 01:15:16.607891,,
634,3,3563,3563,active,False,0,25,1,1671325934,1,1,1,1,2022-12-18 01:15:16.607891,,
635,8,3564,3564,active,False,0,9,0,1671322151,0,1,1,1,2022-12-18 01:15:16.607891,,
636,6,3565,3565,active,False,0,13,0,1671318537,0,1,1,1,2022-12-18 01:15:16.607891,,
637,5,3566,3566,active,False,0,20,1,1671325603,0,1,1,1,2022-12-18 01:15:16.607891,,
638,0,3568,3568,active,False,0,21,0,1671315266,0,1,1,1,2022-12-18 01:15:16.607891,,
639,1,3569,3569,active,False,0,25,0,1671325834,3,1,1,1,2022-12-18 01:15:16.607891,,
640,16,3570,3570,active,False,0,13,1,1671324060,0,1,1,1,2022-12-18 01:15:16.607891,,
641,10,3571,3571,active,False,0,13,3,1671324482,0,1,1,1,2022-12-18 01:15:16.607891,,
642,12,3572,3572,active,False,0,20,0,1671324574,1,1,1,1,2022-12-18 01:15:16.607891,,
643,3,3573,3573,active,False,0,22,2,1671323724,0,1,1,1,2022-12-18 01:15:16.607891,,
644,1,3574,3574,active,False,0,20,1,1671324280,2,1,1,1,2022-12-18 01:15:16.607891,,
645,3,3575,3575,active,False,0,23,0,1671322401,0,1,1,1,2022-12-18 01:15:16.607891,,
646,11,3577,3577,active,False,0,12,0,1671321727,0,1,1,1,2022-12-18 01:15:16.607891,,
647,0,3578,3578,active,False,0,21,0,1671325944,0,1,1,1,2022-12-18 01:15:16.607891,,
648,0,3579,3579,active,False,0,25,0,1671325897,0,1,1,1,2022-12-18 01:15:16.607891,,
649,5,3580,3580,active,False,0,24,5,1671326117,0,1,1,1,2022-12-18 01:15:16.607891,,
650,1,3581,3581,active,False,0,24,1,1671325101,2,1,1,1,2022-12-18 01:15:16.607891,,
651,0,3582,3582,active,False,0,27,0,1671324367,1,1,1,1,2022-12-18 01:15:16.607891,,
652,0,3583,3583,active,False,0,29,0,1671322102,2,1,1,1,2022-12-18 01:15:16.607891,,
653,19,3584,3584,active,False,0,22,8,1671326091,0,1,1,1,2022-12-18 01:15:16.607891,,
654,4,3585,3585,active,False,0,20,0,1671325463,0,1,1,1,2022-12-18 01:15:16.607891,,
655,7,3586,3586,active,False,0,11,0,1671310110,1,1,1,1,2022-12-18 01:15:16.607891,,
656,2,3587,3587,active,False,0,24,0,1671323498,1,1,1,1,2022-12-18 01:15:16.607891,,
657,34,3588,3588,active,False,0,7,0,1671324423,0,1,1,1,2022-12-18 01:15:16.607891,,
658,4,3589,3589,active,False,0,27,0,1671323600,0,1,1,1,2022-12-18 01:15:16.607891,,
659,16,3590,3590,active,False,0,2,2,1671326121,1,1,1,1,2022-12-18 01:15:16.607891,,
660,8,3591,3591,active,False,0,12,3,1671325343,1,1,1,1,2022-12-18 01:15:16.607891,,
661,2,3592,3592,active,False,0,15,0,1671325969,1,1,1,1,2022-12-18 01:15:16.607891,,
662,5,3593,3593,active,False,0,26,0,1671324698,2,1,1,1,2022-12-18 01:15:16.607891,,
663,12,3595,3595,active,False,0,6,3,1671326037,0,1,1,1,2022-12-18 01:15:16.607891,,
664,4,3596,3596,active,False,0,15,0,1671317883,0,1,1,1,2022-12-18 01:15:16.607891,,
665,2,3597,3597,active,False,0,20,1,1671325508,3,1,1,1,2022-12-18 01:15:16.607891,,
666,1,3598,3598,active,False,0,18,1,1671323823,0,1,1,1,2022-12-18 01:15:16.607891,,
667,6,3600,3600,active,False,0,20,0,1671323564,1,1,1,1,2022-12-18 01:15:16.607891,,
668,12,3601,3601,active,False,0,7,1,1671325529,0,1,1,1,2022-12-18 01:15:16.607891,,
669,3,3602,3602,active,False,0,19,0,1671325491,1,1,1,1,2022-12-18 01:15:16.607891,,
670,2,3603,3603,active,False,0,17,0,1671325644,2,1,1,1,2022-12-18 01:15:16.607891,,
671,7,3604,3604,active,False,0,8,1,1671324921,1,1,1,1,2022-12-18 01:15:16.607891,,
672,3,3605,3605,active,False,0,18,1,1671324130,0,1,1,1,2022-12-18 01:15:16.607891,,
673,20,3606,3606,active,False,0,0,9,1671324783,0,1,1,1,2022-12-18 01:15:16.607891,,
674,4,3607,3607,active,False,0,14,0,1671323718,0,1,1,1,2022-12-18 01:15:16.607891,,
675,20,3608,3608,active,False,0,0,0,1671312355,1,1,1,1,2022-12-18 01:15:16.607891,,
676,8,3609,3609,active,False,0,13,3,1671324530,1,1,1,1,2022-12-18 01:15:16.607891,,
677,27,3611,3611,active,False,0,3,3,1671325731,1,1,1,1,2022-12-18 01:15:16.607891,,
678,3,3612,3612,active,False,0,12,0,1671322675,0,1,1,1,2022-12-18 01:15:16.607891,,
679,25,3613,3613,active,False,0,0,2,1671322942,2,1,1,1,2022-12-18 01:15:16.607891,,
680,3,3614,3614,active,False,0,16,0,1671325151,4,1,1,1,2022-12-18 01:15:16.607891,,
681,4,3616,3616,active,False,0,20,2,1671325569,1,1,1,1,2022-12-18 01:15:16.607891,,
682,5,3617,3617,active,False,0,22,0,1671319639,0,1,1,1,2022-12-18 01:15:16.607891,,
683,21,3618,3618,active,False,0,9,1,1671325507,2,1,1,1,2022-12-18 01:15:16.607891,,
684,1,3619,3619,active,False,0,24,1,1671324804,2,1,1,1,2022-12-18 01:15:16.607891,,
685,23,3620,3620,active,False,0,4,0,1671324978,0,1,1,1,2022-12-18 01:15:16.607891,,
686,2,3621,3621,active,False,0,37,0,1671325473,1,1,1,1,2022-12-18 01:15:16.607891,,
687,3,3622,3622,active,False,0,19,1,1671322868,1,1,1,1,2022-12-18 01:15:16.607891,,
688,11,3623,3623,active,False,0,28,2,1671324436,0,1,1,1,2022-12-18 01:15:16.607891,,
689,14,3628,3628,active,False,0,16,6,1671326033,1,1,1,1,2022-12-18 01:15:16.607891,,
690,19,3629,3629,active,False,0,10,2,1671323972,3,1,1,1,2022-12-18 01:15:16.607891,,
691,0,3630,3630,active,False,0,33,0,1671325998,0,1,1,1,2022-12-18 01:15:16.607891,,
692,3,3635,3635,active,False,0,38,0,1671325680,2,1,1,1,2022-12-18 01:15:16.607891,,
693,6,3637,3637,active,False,1,22,4,1671326074,1,1,1,1,2022-12-18 01:15:16.607891,,
694,16,3638,3638,active,False,0,2,7,1671324511,0,1,1,1,2022-12-18 01:15:16.607891,,
695,28,3639,3639,active,False,0,0,10,1671321339,1,1,1,1,2022-12-18 01:15:16.607891,,
696,12,3640,3640,active,False,0,5,10,1671325750,0,1,1,1,2022-12-18 01:15:16.607891,,
697,61,3641,3641,active,False,0,9,22,1671325551,2,1,1,1,2022-12-18 01:15:16.607891,,
698,8,3646,3646,active,False,0,18,0,1671323643,0,1,1,1,2022-12-18 01:15:16.607891,,
699,10,3648,3648,active,False,0,13,0,1671323110,1,1,1,1,2022-12-18 01:15:16.607891,,
700,2,3649,3649,active,False,0,28,0,1671322520,0,1,1,1,2022-12-18 01:15:16.607891,,
701,9,3654,3654,active,False,0,26,3,1671326073,0,1,1,1,2022-12-18 01:15:16.607891,,
702,36,3656,3656,active,False,0,8,6,1671325999,2,1,1,1,2022-12-18 01:15:16.607891,,
703,0,3658,3658,out_of_service,False,0,0,0,86400,0,0,0,0,2022-12-18 01:15:16.607891,,
704,5,3661,3661,active,False,0,14,2,1671325836,0,1,1,1,2022-12-18 01:15:16.607891,,
705,27,3664,3664,active,False,29,0,7,1671324687,1,1,1,1,2022-12-18 01:15:16.607891,"{'off_dock_capacity': 120, 'valet_revision': 93697, 'off_dock_count': 3, 'active': False, 'station_id': 'c1e24edf-7192-433f-8d38-be5b6b3647c5', 'region': 'BKN', 'dock_blocked_count': 29}",[{'id': 'c1e24edf-7192-433f-8d38-be5b6b3647c5'}]
706,21,3668,3668,active,False,0,3,1,1671325285,2,1,1,1,2022-12-18 01:15:16.607891,,
707,1,3673,3673,active,False,0,20,0,1671326138,0,1,1,1,2022-12-18 01:15:16.607891,,
708,20,3674,3674,active,False,0,5,2,1671325520,1,1,1,1,2022-12-18 01:15:16.607891,,
709,23,3676,3676,active,False,0,0,1,1671324735,1,1,1,1,2022-12-18 01:15:16.607891,,
710,11,3677,3677,active,False,0,5,2,1671323312,0,1,1,1,2022-12-18 01:15:16.607891,,
711,10,3678,3678,active,False,0,7,5,1671318352,0,1,1,1,2022-12-18 01:15:16.607891,,
712,4,3679,3679,active,False,0,10,0,1671322833,0,1,1,1,2022-12-18 01:15:16.607891,,
713,15,3681,3681,active,False,0,3,6,1671324515,0,1,1,1,2022-12-18 01:15:16.607891,,
714,25,3686,3686,active,False,0,10,2,1671325480,3,1,1,1,2022-12-18 01:15:16.607891,,
715,33,3687,3687,active,False,0,48,0,1671326053,0,1,1,1,2022-12-18 01:15:16.607891,,
716,6,3689,3689,active,False,0,41,2,1671325773,0,1,1,1,2022-12-18 01:15:16.607891,,
717,8,3690,3690,active,False,0,26,2,1671325406,2,1,1,1,2022-12-18 01:15:16.607891,,
718,4,3691,3691,active,False,0,15,3,1671326115,0,1,1,1,2022-12-18 01:15:16.607891,,
719,24,3692,3692,active,False,0,13,0,1671321080,2,1,1,1,2022-12-18 01:15:16.607891,,
720,26,3693,3693,active,False,0,0,2,1671322864,1,1,1,1,2022-12-18 01:15:16.607891,,
721,14,3694,3694,active,False,0,4,3,1671324371,0,1,1,1,2022-12-18 01:15:16.607891,,
722,3,3697,3697,active,False,0,32,2,1671325697,8,1,1,1,2022-12-18 01:15:16.607891,,
723,2,3699,3699,active,False,0,28,0,1671325962,0,1,1,1,2022-12-18 01:15:16.607891,,
724,16,3704,3704,active,False,0,1,8,1671317305,2,1,1,1,2022-12-18 01:15:16.607891,,
725,34,3705,3705,active,False,0,2,13,1671326056,2,1,1,1,2022-12-18 01:15:16.607891,,
726,16,3707,3707,active,False,0,63,2,1671325854,0,1,1,1,2022-12-18 01:15:16.607891,,
727,34,3708,3708,active,False,0,8,2,1671325278,0,1,1,1,2022-12-18 01:15:16.607891,,
728,71,3709,3709,active,False,0,4,2,1671325899,0,1,1,1,2022-12-18 01:15:16.607891,,
729,10,3711,3711,active,False,0,47,2,1671326065,3,1,1,1,2022-12-18 01:15:16.607891,,
730,10,3712,3712,active,False,0,29,1,1671324999,2,1,1,1,2022-12-18 01:15:16.607891,,
731,6,3714,3714,active,False,0,54,1,1671326070,1,1,1,1,2022-12-18 01:15:16.607891,,
732,28,3715,3715,active,False,0,1,5,1671325288,2,1,1,1,2022-12-18 01:15:16.607891,,
733,10,3716,3716,active,False,1,11,2,1671325890,1,1,1,1,2022-12-18 01:15:16.607891,,
734,2,3718,3718,active,False,0,62,2,1671325554,2,1,1,1,2022-12-18 01:15:16.607891,,
735,19,3721,3721,active,False,0,13,5,1671325990,1,1,1,1,2022-12-18 01:15:16.607891,,
736,25,3724,3724,active,False,0,51,17,1671325645,1,1,1,1,2022-12-18 01:15:16.607891,,
737,39,3725,3725,active,False,0,13,7,1671326123,2,1,1,1,2022-12-18 01:15:16.607891,,
738,23,3726,3726,active,False,0,0,1,1671321816,0,1,1,1,2022-12-18 01:15:16.607891,,
739,37,3727,3727,active,False,0,0,3,1671324467,1,1,1,1,2022-12-18 01:15:16.607891,,
740,5,3728,3728,active,False,0,19,1,1671321733,0,1,1,1,2022-12-18 01:15:16.607891,,
741,42,3731,3731,active,False,0,25,24,1671326027,1,1,1,1,2022-12-18 01:15:16.607891,,
742,0,3733,3733,out_of_service,False,0,0,0,86400,0,0,0,0,2022-12-18 01:15:16.607891,,
743,14,3734,3734,active,False,0,34,8,1671324045,0,1,1,1,2022-12-18 01:15:16.607891,,
744,49,3735,3735,active,False,0,6,3,1671325881,1,1,1,1,2022-12-18 01:15:16.607891,,
745,8,3736,3736,active,False,0,33,7,1671325126,0,1,1,1,2022-12-18 01:15:16.607891,,
746,18,3737,3737,active,False,0,2,3,1671325609,2,1,1,1,2022-12-18 01:15:16.607891,,
747,29,3738,3738,active,False,0,1,0,1671325093,1,1,1,1,2022-12-18 01:15:16.607891,,
748,45,3739,3739,active,False,0,6,7,1671325675,1,1,1,1,2022-12-18 01:15:16.607891,,
749,33,3740,3740,active,False,1,5,2,1671325639,11,1,1,1,2022-12-18 01:15:16.607891,,
750,3,3745,3745,active,False,0,20,2,1671326140,2,1,1,1,2022-12-18 01:15:16.607891,,
751,42,3746,3746,active,False,0,1,9,1671326082,5,1,1,1,2022-12-18 01:15:16.607891,,
752,6,3749,3749,active,False,0,14,4,1671325926,1,1,1,1,2022-12-18 01:15:16.607891,,
753,1,3755,3755,active,False,0,17,0,1671323705,0,1,1,1,2022-12-18 01:15:16.607891,,
754,18,3756,3756,active,False,0,3,0,1671323897,0,1,1,1,2022-12-18 01:15:16.607891,,
755,23,3757,3757,active,False,0,0,0,1671318584,0,1,1,1,2022-12-18 01:15:16.607891,,
756,16,3758,3758,active,False,0,0,1,1671325859,0,1,1,1,2022-12-18 01:15:16.607891,,
757,18,3759,3759,active,False,0,1,0,1671325434,0,1,1,1,2022-12-18 01:15:16.607891,,
758,19,3760,3760,active,False,0,3,2,1671325598,1,1,1,1,2022-12-18 01:15:16.607891,,
759,8,3761,3761,active,False,0,19,1,1671325798,0,1,1,1,2022-12-18 01:15:16.607891,,
760,18,3762,3762,active,False,0,6,1,1671326037,2,1,1,1,2022-12-18 01:15:16.607891,,
761,26,3763,3763,active,False,0,0,3,1671324482,1,1,1,1,2022-12-18 01:15:16.607891,,
762,19,3764,3764,active,False,0,2,0,1671323021,0,1,1,1,2022-12-18 01:15:16.607891,,
763,13,3765,3765,active,False,0,8,0,1671322714,0,1,1,1,2022-12-18 01:15:16.607891,,
764,7,3767,3767,active,False,0,8,0,1671326050,4,1,1,1,2022-12-18 01:15:16.607891,,
765,21,3768,3768,active,False,0,2,1,1671324673,0,1,1,1,2022-12-18 01:15:16.607891,,
766,19,3769,3769,active,False,0,4,1,1671325434,0,1,1,1,2022-12-18 01:15:16.607891,,
767,16,3770,3770,active,False,0,5,0,1671324932,0,1,1,1,2022-12-18 01:15:16.607891,,
768,25,3771,3771,active,False,0,3,0,1671325917,2,1,1,1,2022-12-18 01:15:16.607891,,
769,12,3772,3772,active,False,0,6,0,1671320198,0,1,1,1,2022-12-18 01:15:16.607891,,
770,16,3773,3773,active,False,0,3,4,1671325889,1,1,1,1,2022-12-18 01:15:16.607891,,
771,20,3774,3774,active,False,0,2,0,1671324674,1,1,1,1,2022-12-18 01:15:16.607891,,
772,27,3775,3775,active,False,0,0,0,1671322009,0,1,1,1,2022-12-18 01:15:16.607891,,
773,10,3776,3776,active,False,0,12,0,1671325106,0,1,1,1,2022-12-18 01:15:16.607891,,
774,5,3777,3777,active,False,0,16,1,1671324802,1,1,1,1,2022-12-18 01:15:16.607891,,
775,19,3778,3778,active,False,0,6,1,1671325594,1,1,1,1,2022-12-18 01:15:16.607891,,
776,20,3779,3779,active,False,0,3,0,1671321101,0,1,1,1,2022-12-18 01:15:16.607891,,
777,11,3780,3780,active,False,0,8,1,1671326113,3,1,1,1,2022-12-18 01:15:16.607891,,
778,6,3781,3781,active,False,0,24,0,1671324032,0,1,1,1,2022-12-18 01:15:16.607891,,
779,12,3782,3782,active,False,0,14,2,1671324265,5,1,1,1,2022-12-18 01:15:16.607891,,
780,53,3783,3783,active,False,0,12,4,1671326042,0,1,1,1,2022-12-18 01:15:16.607891,,
781,47,3785,3785,active,False,0,4,32,1671325362,2,1,1,1,2022-12-18 01:15:16.607891,,
782,42,3786,3786,active,False,0,5,18,1671326031,2,1,1,1,2022-12-18 01:15:16.607891,,
783,16,3787,3787,active,False,13,0,0,1671323763,0,1,1,1,2022-12-18 01:15:16.607891,"{'off_dock_capacity': 75, 'valet_revision': 35460, 'off_dock_count': 15, 'active': False, 'station_id': '17ba4945-b202-4667-965f-211d80622646', 'region': 'BKN', 'dock_blocked_count': 13}",[{'id': '17ba4945-b202-4667-965f-211d80622646'}]
784,7,3789,3789,active,False,0,24,3,1671326003,0,1,1,1,2022-12-18 01:15:16.607891,,
785,20,3790,3790,active,False,0,14,0,1671320477,3,1,1,1,2022-12-18 01:15:16.607891,,
786,19,3791,3791,active,False,0,11,7,1671325924,0,1,1,1,2022-12-18 01:15:16.607891,,
787,15,3792,3792,active,False,0,15,8,1671326055,0,1,1,1,2022-12-18 01:15:16.607891,,
788,11,3795,3795,active,False,0,7,0,1671317444,0,1,1,1,2022-12-18 01:15:16.607891,,
789,36,3798,3798,active,False,0,15,7,1671325684,2,1,1,1,2022-12-18 01:15:16.607891,,
790,48,3799,3799,active,False,0,15,23,1671326023,4,1,1,1,2022-12-18 01:15:16.607891,,
791,8,3803,3803,active,False,0,19,1,1671314335,0,1,1,1,2022-12-18 01:15:16.607891,,
792,19,3804,3804,active,False,0,3,2,1671326155,2,1,1,1,2022-12-18 01:15:16.607891,,
793,9,3808,3808,active,False,0,9,3,1671326036,1,1,1,1,2022-12-18 01:15:16.607891,,
794,30,3809,3809,active,False,0,46,6,1671326139,0,1,1,1,2022-12-18 01:15:16.607891,,
795,6,3811,3811,active,False,0,13,0,1671323429,0,1,1,1,2022-12-18 01:15:16.607891,,
796,46,3812,3812,active,False,0,8,4,1671325975,4,1,1,1,2022-12-18 01:15:16.607891,,
797,40,3813,3813,active,False,0,6,6,1671326159,3,1,1,1,2022-12-18 01:15:16.607891,,
798,24,3814,3814,active,False,0,7,10,1671325995,1,1,1,1,2022-12-18 01:15:16.607891,,
799,23,3815,3815,active,False,0,17,4,1671326043,0,1,1,1,2022-12-18 01:15:16.607891,,
800,18,3816,3816,active,False,0,6,2,1671324146,0,1,1,1,2022-12-18 01:15:16.607891,,
801,4,3817,3817,active,False,0,14,0,1671323182,0,1,1,1,2022-12-18 01:15:16.607891,,
802,17,3818,3818,active,False,0,21,5,1671326070,1,1,1,1,2022-12-18 01:15:16.607891,,
