,num_docks_disabled,is_installed,last_reported,legacy_id,num_ebikes_available,num_docks_available,station_id,is_renting,eightd_has_available_keys,num_bikes_available,is_returning,num_bikes_disabled,last_update,num_scooters_available,num_scooters_unavailable
32,0,1,1692234337,4094,2,13,38af3d1a-9916-46cf-b22e-86fc8648bf30,1,False,6,1,1,2023-08-17 01:00:45.489043,0.0,0.0
33,0,1,1692234342,3554,0,5,0687075b-cf2d-4130-a859-fe841aafbd3f,1,False,21,1,1,2023-08-17 01:00:45.489043,0.0,0.0
34,0,1,1692234342,5037,1,10,a2cf5872-bd4c-4311-832e-d62fd779ecc3,1,False,15,1,0,2023-08-17 01:00:45.489043,0.0,0.0
35,0,1,1692234342,4103,0,12,481624f3-9377-4dfd-a5dd-de05a7fef760,1,False,3,1,4,2023-08-17 01:00:45.489043,0.0,0.0
36,1,1,1692234338,4631,2,7,b713367c-3572-4225-b74a-9319ab537838,1,False,10,1,1,2023-08-17 01:00:45.489043,0.0,0.0
37,0,1,1692234338,4062,2,15,18a2cbb6-91f2-4393-82fb-b40a8ba90f20,1,False,5,1,2,2023-08-17 01:00:45.489043,0.0,0.0
38,0,1,1692234340,3131,1,22,66dd3d7f-0aca-11e7-82f6-3863bb44ef7c,1,False,9,1,4,2023-08-17 01:00:45.489043,0.0,0.0
39,0,1,1692234340,4550,4,0,765ee572-6c7a-4ed3-a2d4-f1496ea53996,1,False,18,1,5,2023-08-17 01:00:45.489043,0.0,0.0
40,0,0,1690294244,4820,0,0,7f4753d7-8d58-48bd-a881-de5bff08b27d,0,False,0,0,0,2023-08-17 01:00:45.489043,,
41,0,1,1692234346,4665,0,2,162d5859-b735-4ff7-9613-01b21f22c1cd,1,False,30,1,2,2023-08-17 01:00:45.489043,0.0,0.0
42,0,1,1692234345,4961,1,4,525535e3-dde3-47b4-9c2e-0174eaa4f2bb,1,False,16,1,1,2023-08-17 01:00:45.489043,0.0,0.0
43,0,1,1692234344,3936,0,3,22ab59a8-0af4-4101-9350-a7af88e37c2e,1,False,13,1,3,2023-08-17 01:00:45.489043,0.0,0.0
44,0,1,1692234344,3849,1,5,498d7e8e-5164-4f26-9ce6-399947d73b1a,1,False,12,1,0,2023-08-17 01:00:45.489043,0.0,0.0
45,0,1,1692234346,1822663031356509142,2,2,1822663031356509142,1,False,18,1,1,2023-08-17 01:00:45.489043,0.0,0.0
46,0,0,1690804933,3345,0,0,66de13dc-0aca-11e7-82f6-3863bb44ef7c,0,False,0,0,0,2023-08-17 01:00:45.489043,,
47,0,1,1692234343,4750,2,1,f8c242cd-da59-4f0e-afd6-832bbdd7d328,1,False,18,1,0,2023-08-17 01:00:45.489043,0.0,0.0
48,0,1,1692234352,4296,0,9,f34ea09d-32f9-492c-9124-99059bc0b5dd,1,False,12,1,0,2023-08-17 01:00:45.489043,0.0,0.0
49,1,1,1692234352,4225,0,2,cbf76774-1276-4cf8-9442-f00571f1451c,1,False,26,1,4,2023-08-17 01:00:45.489043,0.0,0.0
50,0,1,1692234353,4825,1,2,5145ad1c-241f-4448-a742-739bd5c518c2,1,False,17,1,0,2023-08-17 01:00:45.489043,0.0,0.0
51,1,1,1692234353,1814907423052790164,1,1,1814907423052790164,1,False,23,1,1,2023-08-17 01:00:45.489043,0.0,0.0
52,2,1,1692234353,4424,5,0,eb217a2c-1dd0-4690-a34e-ecc1a708f883,1,False,18,1,0,2023-08-17 01:00:45.489043,0.0,0.0
53,0,1,1692234353,1828965347681089818,3,0,1828965347681089818,1,False,20,1,0,2023-08-17 01:00:45.489043,0.0,0.0
54,0,1,1692234352,4457,1,0,579e583e-60ab-4f2a-83d0-fabebddfcd0f,1,False,18,1,1,2023-08-17 01:00:45.489043,0.0,0.0
55,0,1,1692234352,3074,2,34,66dce8db-0aca-11e7-82f6-3863bb44ef7c,1,False,3,1,4,2023-08-17 01:00:45.489043,0.0,0.0
56,0,0,1689258074,4313,0,0,37a37e5b-f975-4f92-a897-dca8e4670631,0,False,0,0,0,2023-08-17 01:00:45.489043,,
57,0,1,1692234350,4201,3,0,99614ecb-2329-49fa-a13a-fa1ef2bb32d6,1,False,18,1,2,2023-08-17 01:00:45.489043,0.0,0.0
58,0,1,1692234351,4142,2,5,1f088432-0460-421e-a1d9-36890fa5396d,1,False,12,1,1,2023-08-17 01:00:45.489043,0.0,0.0
59,0,1,1692234348,307,0,1,66db6f2e-0aca-11e7-82f6-3863bb44ef7c,1,False,39,1,5,2023-08-17 01:00:45.489043,0.0,0.0
60,0,1,1692234349,5028,1,16,d5cabb43-6c78-4022-964e-a8b02470509e,1,False,6,1,1,2023-08-17 01:00:45.489043,0.0,0.0
61,0,1,1692234352,4265,1,8,92fc1ad7-0867-4655-b02f-ede65d336b14,1,False,7,1,4,2023-08-17 01:00:45.489043,0.0,0.0
62,1,1,1692234357,3459,0,37,66dea7b5-0aca-11e7-82f6-3863bb44ef7c,1,False,1,1,2,2023-08-17 01:00:45.489043,0.0,0.0
63,0,1,1692234357,4828,2,2,faf98f78-51ab-4248-b7e7-f402902385a6,1,False,15,1,1,2023-08-17 01:00:45.489043,0.0,0.0
64,0,0,1689775581,4168,0,0,1d3a8670-09b3-4127-b750-af5311e565f0,0,False,0,0,0,2023-08-17 01:00:45.489043,,
65,0,1,1692234355,3922,2,10,9635affa-8b18-42d5-84c4-7f67ad5ef9d0,1,False,8,1,1,2023-08-17 01:00:45.489043,0.0,0.0
66,1,1,1692234355,4358,1,0,3f05490b-a3d8-4d15-bd25-0212555b5dff,1,False,21,1,1,2023-08-17 01:00:45.489043,0.0,0.0
67,0,1,1692234356,3172,10,3,66dd515d-0aca-11e7-82f6-3863bb44ef7c,1,False,19,1,5,2023-08-17 01:00:45.489043,0.0,0.0
68,0,1,1692234356,4930,0,14,d18512f9-52c8-4175-92b9-b6258dc30748,1,False,6,1,0,2023-08-17 01:00:45.489043,0.0,0.0
69,1,1,1692234359,432,11,0,66dc10d1-0aca-11e7-82f6-3863bb44ef7c,1,False,42,1,2,2023-08-17 01:00:45.489043,0.0,0.0
70,0,0,1692205485,1828968883163894358,0,0,1828968883163894358,0,False,0,0,0,2023-08-17 01:00:45.489043,,
71,0,1,1692234359,4852,1,12,2ebbe93b-a013-464a-b4a5-0eba96f89676,1,False,5,1,1,2023-08-17 01:00:45.489043,0.0,0.0
72,0,1,1692234358,4332,1,7,f3140fb8-347b-4dca-96df-eeef2d1bfc50,1,False,12,1,2,2023-08-17 01:00:45.489043,0.0,0.0
73,0,1,1692234358,4970,1,20,823ef531-40e6-4397-b973-86bf5b032076,1,False,4,1,0,2023-08-17 01:00:45.489043,0.0,0.0
74,0,1,1692234358,343,2,5,66dba303-0aca-11e7-82f6-3863bb44ef7c,1,False,16,1,1,2023-08-17 01:00:45.489043,0.0,0.0
75,2,1,1692234358,127,4,3,66db2a71-0aca-11e7-82f6-3863bb44ef7c,1,False,37,1,2,2023-08-17 01:00:45.489043,0.0,0.0
76,0,1,1692234358,3430,4,4,66de73fd-0aca-11e7-82f6-3863bb44ef7c,1,False,16,1,4,2023-08-17 01:00:45.489043,0.0,0.0
77,0,1,1692234354,4059,3,24,d73e26de-8534-4b46-a321-3cae295ef9b2,1,False,5,1,2,2023-08-17 01:00:45.489043,0.0,0.0
78,1,1,1692234359,3901,2,13,837b7db3-55c6-4595-a497-834972631752,1,False,2,1,1,2023-08-17 01:00:45.489043,0.0,0.0
79,0,1,1692234360,440,0,38,66dc17df-0aca-11e7-82f6-3863bb44ef7c,1,False,0,1,5,2023-08-17 01:00:45.489043,0.0,0.0
80,0,1,1692234360,3887,3,4,d89dc10f-9be3-45a5-9c3c-06c04c963436,1,False,17,1,0,2023-08-17 01:00:45.489043,0.0,0.0
81,0,1,1692234360,216,1,12,66db3687-0aca-11e7-82f6-3863bb44ef7c,1,False,19,1,5,2023-08-17 01:00:45.489043,0.0,0.0
82,0,1,1692234360,3561,0,21,12279d2b-29f6-4e02-a7f0-244970f7edd5,1,False,1,1,3,2023-08-17 01:00:45.489043,0.0,0.0
83,0,1,1692234360,4013,2,12,54df610f-0e47-4958-98ca-37bb1b1c4dca,1,False,10,1,2,2023-08-17 01:00:45.489043,0.0,0.0
84,0,1,1692234361,4766,2,20,f523c481-ba41-44ba-96e1-0c431fbea558,1,False,3,1,0,2023-08-17 01:00:45.489043,0.0,0.0
85,0,1,1692234363,3712,0,34,a47f77a2-9008-4652-a4f1-b95eee723a1b,1,False,1,1,5,2023-08-17 01:00:45.489043,0.0,0.0
86,0,1,1692234364,3961,5,0,581bc4fe-cf14-4767-8377-6fa156ff8a29,1,False,18,1,1,2023-08-17 01:00:45.489043,0.0,0.0
87,0,1,1692234362,3950,3,4,3eb10c63-ea4c-4161-b07d-a29034f7367a,1,False,14,1,0,2023-08-17 01:00:45.489043,0.0,0.0
88,0,1,1692234366,1814548067447122618,3,13,1814548067447122618,1,False,22,1,0,2023-08-17 01:00:45.489043,0.0,0.0
89,9,1,1692234366,3376,3,28,66de2707-0aca-11e7-82f6-3863bb44ef7c,1,False,3,1,1,2023-08-17 01:00:45.489043,0.0,0.0
90,0,1,1692233937,3866,2,20,78aabb95-6195-4aa7-ab0d-5748eeb26bd1,0,False,10,0,2,2023-08-17 01:00:45.489043,0.0,0.0
91,0,1,1692234364,4440,1,11,24509e46-a0de-47e8-ba40-9441da68952a,1,False,4,1,3,2023-08-17 01:00:45.489043,0.0,0.0
92,0,1,1692234365,1795146692060860976,8,9,1795146692060860976,1,False,12,1,2,2023-08-17 01:00:45.489043,0.0,0.0
93,0,1,1692234365,4175,2,0,4e747443-d481-4aea-a6d1-cf20204af4ba,1,False,19,1,1,2023-08-17 01:00:45.489043,0.0,0.0
94,0,1,1692234365,3496,2,4,0b613329-b8c8-4b8c-ad40-79952aa41157,1,False,14,1,7,2023-08-17 01:00:45.489043,0.0,0.0
95,0,1,1692234365,5013,1,3,c2d549f8-f54c-4a0d-9ecd-6e6f79118279,1,False,20,1,0,2023-08-17 01:00:45.489043,0.0,0.0
96,1,1,1692234368,490,0,81,66dc686c-0aca-11e7-82f6-3863bb44ef7c,1,False,4,1,9,2023-08-17 01:00:45.489043,0.0,0.0
97,0,1,1692234374,3348,1,3,66de1516-0aca-11e7-82f6-3863bb44ef7c,1,False,28,1,1,2023-08-17 01:00:45.489043,0.0,0.0
98,2,1,1692234375,4102,1,10,abc1311e-e000-4211-af9e-0cf92242711e,1,False,1,1,9,2023-08-17 01:00:45.489043,0.0,0.0
99,0,1,1692234369,4456,1,1,3d68a3fd-91da-49e8-9cd5-69b333863789,1,False,19,1,1,2023-08-17 01:00:45.489043,0.0,0.0
100,1,1,1692234370,3629,1,0,18eccc71-66be-4e4c-8335-095a9bf0df94,1,False,27,1,4,2023-08-17 01:00:45.489043,0.0,0.0
101,0,1,1692234370,4176,0,4,640a9a95-194f-42f5-8d88-1df67129f388,1,False,18,1,1,2023-08-17 01:00:45.489043,0.0,0.0
102,0,1,1692234371,4083,1,7,b896d83d-5524-4c9c-a2aa-c1b0edaadc22,1,False,10,1,3,2023-08-17 01:00:45.489043,0.0,0.0
103,0,1,1692234372,4127,2,10,595cf79f-7783-4373-b3d5-775bcf76033b,1,False,9,1,0,2023-08-17 01:00:45.489043,0.0,0.0
104,0,1,1692234374,5048,0,0,2c8b263e-952c-4941-a671-ef0ebb062632,1,False,21,1,0,2023-08-17 01:00:45.489043,0.0,0.0
105,1,1,1692234374,3508,1,2,dccaeeb5-c53a-4f48-80e6-05675b71a8c8,1,False,24,1,3,2023-08-17 01:00:45.489043,0.0,0.0
106,0,1,1692234381,3543,1,14,d80c274e-d17d-4a00-9b76-274c9fe4d0e1,1,False,17,1,4,2023-08-17 01:00:45.489043,0.0,0.0
107,0,1,1692234377,4052,2,16,bc9c9006-3d40-400d-8b5c-17f56e6dfcee,1,False,10,1,1,2023-08-17 01:00:45.489043,0.0,0.0
108,0,1,1692234377,4098,1,11,b96507c5-7c90-499d-9c45-58f25d6f636a,1,False,1,1,6,2023-08-17 01:00:45.489043,0.0,0.0
109,0,1,1692234377,4651,0,55,053312f2-e77e-4674-b28b-ad357fbcb4ee,1,False,2,1,5,2023-08-17 01:00:45.489043,0.0,0.0
110,0,1,1692234376,3770,0,2,3a89411a-0bc6-4ba3-bc56-fab950c8eba1,1,False,18,1,1,2023-08-17 01:00:45.489043,0.0,0.0
111,0,1,1692234376,4292,0,14,ca7ec509-cefc-4ac6-b729-08999d191051,1,False,9,1,0,2023-08-17 01:00:45.489043,0.0,0.0
112,0,1,1692234376,4801,2,4,26b3a82b-3487-44c2-85f1-eddb5a8a3a9d,1,False,18,1,1,2023-08-17 01:00:45.489043,0.0,0.0
113,0,1,1692234376,4206,7,6,7938263e-e5b8-4ca7-b8bf-1adbaae5fead,1,False,20,1,0,2023-08-17 01:00:45.489043,0.0,0.0
114,0,1,1692234379,4308,0,23,d040a7b3-85b5-4c0d-9c92-3f4ad0082143,1,False,0,1,7,2023-08-17 01:00:45.489043,0.0,0.0
115,0,1,1692234381,3507,0,21,66880044-5411-4143-af39-eaa0a0fd0528,1,False,11,1,4,2023-08-17 01:00:45.489043,0.0,0.0
116,0,1,1692234378,3820,0,5,493e046c-5d62-4772-90c4-b6a9f4afcd39,1,False,9,1,4,2023-08-17 01:00:45.489043,0.0,0.0
117,0,1,1692234380,4461,1,3,53ef19c6-eaa7-47f7-807e-f51b574b1be0,1,False,13,1,2,2023-08-17 01:00:45.489043,0.0,0.0
118,0,1,1692234380,4166,1,2,6e5a8cab-cf1a-4584-8133-01835b56ad71,1,False,23,1,0,2023-08-17 01:00:45.489043,0.0,0.0
119,0,1,1692234380,4319,1,17,499e10ad-c008-461e-8cf7-20757218a9cc,1,False,6,1,0,2023-08-17 01:00:45.489043,0.0,0.0
120,0,1,1692234383,3524,0,17,3e1bdcec-e762-4e83-b447-007f05923cce,1,False,5,1,1,2023-08-17 01:00:45.489043,0.0,0.0
121,0,1,1692234383,4184,1,23,82c85f05-4722-48ae-9f64-0522012eb3c8,1,False,3,1,1,2023-08-17 01:00:45.489043,0.0,0.0
122,0,1,1692234384,526,0,52,66dc840f-0aca-11e7-82f6-3863bb44ef7c,1,False,0,1,7,2023-08-17 01:00:45.489043,0.0,0.0
123,0,1,1692234384,3350,1,25,66de17f7-0aca-11e7-82f6-3863bb44ef7c,1,False,5,1,9,2023-08-17 01:00:45.489043,0.0,0.0
124,1,1,1692234386,3860,12,10,f401cd5f-cb41-41f8-a857-4a4dfe778f94,1,False,14,1,1,2023-08-17 01:00:45.489043,0.0,0.0
125,1,1,1692234386,3959,0,17,0ddb965d-95ef-4ce3-bde6-81a56ac1fbd2,1,False,6,1,6,2023-08-17 01:00:45.489043,0.0,0.0
126,0,1,1692234387,4569,6,3,1096fc76-794e-4343-8eb0-0dd6c9a48266,1,False,14,1,2,2023-08-17 01:00:45.489043,0.0,0.0
127,3,1,1692234385,1815967442754883940,3,0,1815967442754883940,1,False,25,1,2,2023-08-17 01:00:45.489043,0.0,0.0
128,1,1,1692234385,4917,0,24,c2bb1874-bcb7-47c5-aa7d-05423b9087e8,1,False,0,1,0,2023-08-17 01:00:45.489043,,
129,0,1,1692234385,4346,2,18,5526b855-dc09-4159-a20a-99651861a481,1,False,5,1,2,2023-08-17 01:00:45.489043,0.0,0.0
130,0,1,1692234386,388,0,20,66dbe96d-0aca-11e7-82f6-3863bb44ef7c,1,False,21,1,10,2023-08-17 01:00:45.489043,0.0,0.0
131,0,1,1692234382,4941,1,19,af72ab76-c6cb-4994-af96-51fa8846ecdc,1,False,1,1,0,2023-08-17 01:00:45.489043,0.0,0.0
132,0,1,1692234382,4092,0,1,1bb1af93-b433-4da7-8054-009c85f7755a,1,False,18,1,0,2023-08-17 01:00:45.489043,0.0,0.0
133,0,1,1692234385,3547,7,20,bc5235a5-7f10-4a27-806e-9c25fa700959,1,False,20,1,1,2023-08-17 01:00:45.489043,0.0,0.0
134,0,1,1692234385,4626,0,19,47da6ab2-c841-4f2d-97ef-dd8d441c96b1,1,False,0,1,1,2023-08-17 01:00:45.489043,0.0,0.0
135,0,1,1692234385,3676,1,2,633fbc4c-7617-47ba-a393-aad7a8d26a3e,1,False,21,1,0,2023-08-17 01:00:45.489043,0.0,0.0
136,0,1,1692234385,4860,2,13,ca5cc034-a95d-446e-8314-6691589886b1,1,False,5,1,0,2023-08-17 01:00:45.489043,0.0,0.0
137,1,1,1692234384,3178,20,20,66dd5407-0aca-11e7-82f6-3863bb44ef7c,1,False,50,1,5,2023-08-17 01:00:45.489043,0.0,0.0
138,0,1,1692234387,3094,2,4,66dd056e-0aca-11e7-82f6-3863bb44ef7c,1,False,12,1,2,2023-08-17 01:00:45.489043,0.0,0.0
139,0,1,1692234387,4267,1,13,901ad0c4-383e-490a-8b54-0656ce2358d6,1,False,5,1,0,2023-08-17 01:00:45.489043,0.0,0.0
140,1,1,1692234390,4340,2,3,f833d403-2cf5-424a-a3b3-0314a44b4a67,1,False,27,1,2,2023-08-17 01:00:45.489043,0.0,0.0
141,0,1,1692234390,3108,4,5,66dd1c7f-0aca-11e7-82f6-3863bb44ef7c,1,False,41,1,2,2023-08-17 01:00:45.489043,0.0,0.0
142,0,1,1692234391,3123,0,24,66dd24ca-0aca-11e7-82f6-3863bb44ef7c,1,False,21,1,2,2023-08-17 01:00:45.489043,0.0,0.0
143,1,1,1692234391,5005,2,13,cf1a96a7-f695-4ba2-bcf2-899552e21e47,1,False,6,1,0,2023-08-17 01:00:45.489043,0.0,0.0
144,8,1,1692234391,4641,37,0,0fde06c2-632c-46a9-8866-f4e855604f74,1,False,59,1,1,2023-08-17 01:00:45.489043,0.0,0.0
145,0,1,1692234391,3387,0,4,66de43a5-0aca-11e7-82f6-3863bb44ef7c,1,False,20,1,1,2023-08-17 01:00:45.489043,0.0,0.0
146,0,1,1692234391,1828965172312150882,1,4,1828965172312150882,1,False,18,1,0,2023-08-17 01:00:45.489043,0.0,0.0
147,0,1,1692234391,3335,0,2,66de0d91-0aca-11e7-82f6-3863bb44ef7c,1,False,21,1,5,2023-08-17 01:00:45.489043,0.0,0.0
148,0,1,1692234389,473,0,1,66dc3ab9-0aca-11e7-82f6-3863bb44ef7c,1,False,57,1,6,2023-08-17 01:00:45.489043,0.0,0.0
149,0,1,1692234389,1794852638057746848,3,9,1794852638057746848,1,False,10,1,2,2023-08-17 01:00:45.489043,0.0,0.0
150,0,1,1692234387,3422,0,0,66de63cd-0aca-11e7-82f6-3863bb44ef7c,1,False,21,1,0,2023-08-17 01:00:45.489043,0.0,0.0
151,0,1,1692234387,4425,6,21,bfe5e69d-89ff-48b3-bf20-80cbdfa443e0,1,False,30,1,2,2023-08-17 01:00:45.489043,0.0,0.0
152,0,1,1692234387,4581,6,12,ffae66ec-7c16-436f-bd0a-eedf81d580e7,1,False,9,1,1,2023-08-17 01:00:45.489043,0.0,0.0
153,0,1,1692234387,4416,0,7,5645b05e-85be-460d-8506-cacd20bff233,1,False,20,1,1,2023-08-17 01:00:45.489043,0.0,0.0
154,0,1,1692234389,3586,0,8,ec42fb3a-af54-46aa-a8b3-b17d72ed4475,1,False,7,1,3,2023-08-17 01:00:45.489043,0.0,0.0
155,1,1,1692234390,4412,0,1,6969d756-33a6-4a0b-83d0-3db38bc382d1,1,False,26,1,2,2023-08-17 01:00:45.489043,0.0,0.0
156,0,1,1692234390,4688,0,17,c1a4d909-0a00-475a-8e82-18ed13a4eb01,1,False,23,1,2,2023-08-17 01:00:45.489043,0.0,0.0
157,0,1,1692234390,522,0,69,66dc81ce-0aca-11e7-82f6-3863bb44ef7c,1,False,1,1,5,2023-08-17 01:00:45.489043,0.0,0.0
158,1,1,1692234391,3905,1,23,0f45bcf6-7028-4584-a51e-4129847dbebc,1,False,5,1,10,2023-08-17 01:00:45.489043,0.0,0.0
159,0,1,1692234392,3364,6,0,66de1fe7-0aca-11e7-82f6-3863bb44ef7c,1,False,27,1,0,2023-08-17 01:00:45.489043,0.0,0.0
160,0,1,1692234392,3517,2,31,6cd10426-b4e9-40e1-9b35-61f609190ac0,1,False,2,1,2,2023-08-17 01:00:45.489043,0.0,0.0
161,0,1,1692234392,4382,0,1,29a41b09-698f-43e2-82ff-f94f73e74841,1,False,17,1,1,2023-08-17 01:00:45.489043,0.0,0.0
162,0,1,1692234393,466,8,15,66dc2995-0aca-11e7-82f6-3863bb44ef7c,1,False,25,1,10,2023-08-17 01:00:45.489043,0.0,0.0
163,1,1,1692234393,3169,5,45,66dd4ec7-0aca-11e7-82f6-3863bb44ef7c,1,False,26,1,3,2023-08-17 01:00:45.489043,0.0,0.0
164,0,1,1692234387,4447,4,1,943a1a27-1328-4823-8945-28d845280383,1,False,25,1,3,2023-08-17 01:00:45.489043,0.0,0.0
165,0,1,1692234387,4380,0,4,4d24ab76-2f4a-4004-9fc5-09c00c1d9aa4,1,False,23,1,3,2023-08-17 01:00:45.489043,0.0,0.0
166,2,1,1692234387,1786700154621508184,2,14,1786700154621508184,1,False,12,1,1,2023-08-17 01:00:45.489043,0.0,0.0
167,0,1,1692234394,4054,8,8,59af018a-2ee9-489a-b445-bb6fba9c1119,1,False,10,1,1,2023-08-17 01:00:45.489043,0.0,0.0
168,0,1,1692234394,380,0,5,66dbe571-0aca-11e7-82f6-3863bb44ef7c,1,False,17,1,4,2023-08-17 01:00:45.489043,0.0,0.0
169,0,1,1692234394,5068,7,9,bbc3c1df-f7db-4f54-8d5c-b8f4269ecb48,1,False,10,1,0,2023-08-17 01:00:45.489043,0.0,0.0
170,0,1,1692234394,1786698974100683436,3,20,1786698974100683436,1,False,29,1,3,2023-08-17 01:00:45.489043,0.0,0.0
171,0,1,1692234394,4821,4,0,f5393bc2-36d4-4508-bf51-fa48d121f751,1,False,26,1,0,2023-08-17 01:00:45.489043,0.0,0.0
172,0,1,1692234396,4329,5,13,0de1f95f-8b1b-4e5e-9eff-73c63265b0ab,1,False,16,1,0,2023-08-17 01:00:45.489043,0.0,0.0
173,0,1,1692234396,4831,2,22,563389a0-d90f-4155-9c50-528459df26aa,1,False,4,1,1,2023-08-17 01:00:45.489043,0.0,0.0
174,0,1,1692234396,4956,0,21,4568f854-1268-45cf-bac8-82286ef40ae6,1,False,0,1,0,2023-08-17 01:00:45.489043,,
175,0,1,1692234396,5063,0,9,cd2d9dab-7708-4685-a56f-9412c738de7e,1,False,14,1,0,2023-08-17 01:00:45.489043,0.0,0.0
176,1,1,1692234398,4578,0,18,c3062f44-c5b9-4650-a4ec-cc66cbf5b944,1,False,0,1,1,2023-08-17 01:00:45.489043,0.0,0.0
177,0,1,1692234398,4912,2,7,038b7369-9c6e-4eb2-8569-f7461443302f,1,False,13,1,1,2023-08-17 01:00:45.489043,0.0,0.0
178,1,1,1692234398,3361,3,11,66de1ea2-0aca-11e7-82f6-3863bb44ef7c,1,False,8,1,1,2023-08-17 01:00:45.489043,0.0,0.0
