,num_docks_disabled,is_installed,last_reported,legacy_id,num_ebikes_available,num_docks_available,station_id,is_renting,eightd_has_available_keys,num_bikes_available,is_returning,num_bikes_disabled,last_update,num_scooters_available,num_scooters_unavailable
311,1,1,1692237242,437,0,21,66dc1687-0aca-11e7-82f6-3863bb44ef7c,1,False,2,1,0,2023-08-17 01:45:09.960982,0.0,0.0
312,3,1,1692237243,1815967442754883940,2,1,1815967442754883940,1,False,24,1,2,2023-08-17 01:45:09.960982,0.0,0.0
313,0,1,1692237241,3772,0,16,84a7baff-415b-4ab9-a859-74c2801483ce,1,False,2,1,1,2023-08-17 01:45:09.960982,0.0,0.0
314,0,1,1692237241,4779,7,17,ed279ef2-52ee-4ff2-9a52-edd8137ea034,1,False,9,1,1,2023-08-17 01:45:09.960982,0.0,0.0
315,0,1,1692237238,4742,0,29,c7604869-5b55-40cf-812e-fc97901bdf14,1,False,7,1,6,2023-08-17 01:45:09.960982,0.0,0.0
316,0,1,1692237238,4267,0,15,901ad0c4-383e-490a-8b54-0656ce2358d6,1,False,3,1,0,2023-08-17 01:45:09.960982,0.0,0.0
317,1,1,1692237238,4114,1,5,b4a320d6-2611-4940-96ca-17fb297ec826,1,False,15,1,4,2023-08-17 01:45:09.960982,0.0,0.0
318,2,1,1692237238,3293,9,7,66dde4ef-0aca-11e7-82f6-3863bb44ef7c,1,False,10,1,5,2023-08-17 01:45:09.960982,0.0,0.0
319,0,1,1692237238,3100,3,5,66dd17a5-0aca-11e7-82f6-3863bb44ef7c,1,False,43,1,2,2023-08-17 01:45:09.960982,0.0,0.0
320,1,1,1692237238,4311,0,2,e152a2e1-c510-404e-a100-24246bb6cc95,1,False,14,1,2,2023-08-17 01:45:09.960982,0.0,0.0
321,0,1,1692237238,5068,8,8,bbc3c1df-f7db-4f54-8d5c-b8f4269ecb48,1,False,11,1,0,2023-08-17 01:45:09.960982,0.0,0.0
322,0,1,1692237238,3957,0,9,98ebf9c6-1d94-4e21-9007-c623875fdb5e,1,False,10,1,0,2023-08-17 01:45:09.960982,0.0,0.0
323,0,1,1692237240,3498,1,5,20ff5447-eac3-43b7-820f-f6fa3a2e12a8,1,False,7,1,2,2023-08-17 01:45:09.960982,0.0,0.0
324,0,1,1692237241,3922,2,10,9635affa-8b18-42d5-84c4-7f67ad5ef9d0,1,False,8,1,1,2023-08-17 01:45:09.960982,0.0,0.0
325,0,0,1690294244,4820,0,0,7f4753d7-8d58-48bd-a881-de5bff08b27d,0,False,0,0,0,2023-08-17 01:45:09.960982,,
326,6,1,1692237247,3549,3,4,1d32e684-602b-46b6-8c96-ab47b57a03f3,1,False,11,1,4,2023-08-17 01:45:09.960982,0.0,0.0
327,0,1,1692237247,3776,2,7,d11b9869-8964-4b79-aafc-4b60ad1b44c4,1,False,13,1,3,2023-08-17 01:45:09.960982,0.0,0.0
328,0,1,1692237247,3496,6,2,0b613329-b8c8-4b8c-ad40-79952aa41157,1,False,16,1,7,2023-08-17 01:45:09.960982,0.0,0.0
329,0,1,1692237247,4200,5,13,2a66ed0a-5e6d-4893-a1d1-876bb2bac4be,1,False,11,1,2,2023-08-17 01:45:09.960982,0.0,0.0
330,0,1,1692237247,1795146692060860976,7,10,1795146692060860976,1,False,11,1,2,2023-08-17 01:45:09.960982,0.0,0.0
331,0,1,1692237248,3862,5,9,807e9f5a-49b6-4b7e-847b-4a60cff330ed,1,False,6,1,2,2023-08-17 01:45:09.960982,0.0,0.0
332,0,1,1692237243,4213,0,0,068b919c-f649-4091-8e12-ccf37191cad5,1,False,17,1,1,2023-08-17 01:45:09.960982,0.0,0.0
333,0,1,1692237243,4391,1,18,816e50eb-dc4b-47dc-b773-154e2020cb0d,1,False,1,1,0,2023-08-17 01:45:09.960982,0.0,0.0
334,0,1,1692237245,341,5,8,66db9e99-0aca-11e7-82f6-3863bb44ef7c,1,False,5,1,6,2023-08-17 01:45:09.960982,0.0,0.0
335,0,1,1692237245,388,0,23,66dbe96d-0aca-11e7-82f6-3863bb44ef7c,1,False,20,1,8,2023-08-17 01:45:09.960982,0.0,0.0
336,0,1,1692237244,3709,0,66,09dfc0e3-a448-477c-bb3c-9467dc51ef8d,1,False,3,1,3,2023-08-17 01:45:09.960982,0.0,0.0
337,1,1,1692237244,3622,4,0,c63a83a0-bda1-40a6-835b-f82c363543b9,1,False,23,1,0,2023-08-17 01:45:09.960982,0.0,0.0
338,1,1,1692237245,4361,1,0,e85c3165-ad0a-44a3-9683-d8cf7575f465,1,False,27,1,1,2023-08-17 01:45:09.960982,0.0,0.0
339,0,1,1692237246,4006,2,1,4c03fa2d-89da-4f0b-8f19-c7de5edbe256,1,False,21,1,4,2023-08-17 01:45:09.960982,0.0,0.0
340,1,1,1692237246,3830,2,17,61f2ffd4-159a-42b3-a4d9-3fdfc3349074,1,False,3,1,0,2023-08-17 01:45:09.960982,0.0,0.0
341,0,1,1692237247,471,7,4,66dc3782-0aca-11e7-82f6-3863bb44ef7c,1,False,23,1,2,2023-08-17 01:45:09.960982,0.0,0.0
342,1,1,1692237247,4482,3,4,33840944-aa92-4d91-9de8-d29e5cd0b2d9,1,False,22,1,5,2023-08-17 01:45:09.960982,0.0,0.0
343,0,1,1692237247,4308,0,24,d040a7b3-85b5-4c0d-9c92-3f4ad0082143,1,False,0,1,6,2023-08-17 01:45:09.960982,0.0,0.0
344,0,1,1692237248,3963,2,7,3db799ba-b574-4e5f-95e5-c767bec2acb6,1,False,23,1,0,2023-08-17 01:45:09.960982,0.0,0.0
345,3,1,1692237249,3166,3,0,66dd4d70-0aca-11e7-82f6-3863bb44ef7c,1,False,34,1,4,2023-08-17 01:45:09.960982,0.0,0.0
346,0,1,1692237248,4860,1,14,ca5cc034-a95d-446e-8314-6691589886b1,1,False,4,1,0,2023-08-17 01:45:09.960982,0.0,0.0
347,0,1,1692237248,3094,2,1,66dd056e-0aca-11e7-82f6-3863bb44ef7c,1,False,15,1,2,2023-08-17 01:45:09.960982,0.0,0.0
348,0,1,1692237248,3330,0,5,66de0a78-0aca-11e7-82f6-3863bb44ef7c,1,False,11,1,0,2023-08-17 01:45:09.960982,0.0,0.0
349,0,1,1692237246,4302,6,7,5a24acbb-94ef-4cb5-9db8-f6073ac26a2b,1,False,13,1,1,2023-08-17 01:45:09.960982,0.0,0.0
350,0,1,1692237244,4958,2,13,d979131e-0b9f-4aa2-88c5-46d4ff94abc8,1,False,5,1,1,2023-08-17 01:45:09.960982,0.0,0.0
351,0,1,1692237250,317,10,5,66db76a1-0aca-11e7-82f6-3863bb44ef7c,1,False,88,1,2,2023-08-17 01:45:09.960982,0.0,0.0
352,0,1,1692237251,3814,0,30,6fd61eee-d0ef-4580-9704-bd06b82bcb61,1,False,0,1,3,2023-08-17 01:45:09.960982,0.0,0.0
353,0,0,1690804933,3345,0,0,66de13dc-0aca-11e7-82f6-3863bb44ef7c,0,False,0,0,0,2023-08-17 01:45:09.960982,,
354,3,1,1692237251,3159,1,4,66dd4a52-0aca-11e7-82f6-3863bb44ef7c,1,False,7,1,13,2023-08-17 01:45:09.960982,0.0,0.0
355,1,1,1692237251,1804892772559499512,0,61,1804892772559499512,1,False,1,1,1,2023-08-17 01:45:09.960982,0.0,0.0
356,0,1,1692237251,4942,0,18,0dd71c6d-11ee-4ad4-ba99-36b9ad36112c,1,False,3,1,0,2023-08-17 01:45:09.960982,0.0,0.0
357,0,1,1692237251,406,0,7,66dbf288-0aca-11e7-82f6-3863bb44ef7c,1,False,4,1,4,2023-08-17 01:45:09.960982,0.0,0.0
358,2,1,1692237251,127,4,2,66db2a71-0aca-11e7-82f6-3863bb44ef7c,1,False,38,1,2,2023-08-17 01:45:09.960982,0.0,0.0
359,0,1,1692237251,4287,3,10,f62526d4-9c6a-4c76-be76-c64b5be669d2,1,False,10,1,1,2023-08-17 01:45:09.960982,0.0,0.0
360,1,1,1692237252,422,7,78,66dc0dab-0aca-11e7-82f6-3863bb44ef7c,1,False,24,1,11,2023-08-17 01:45:09.960982,0.0,0.0
361,0,1,1692237252,4346,3,17,5526b855-dc09-4159-a20a-99651861a481,1,False,6,1,1,2023-08-17 01:45:09.960982,0.0,0.0
362,0,1,1692237252,349,4,13,66dbc37a-0aca-11e7-82f6-3863bb44ef7c,1,False,40,1,6,2023-08-17 01:45:09.960982,0.0,0.0
363,1,1,1692237252,3343,1,17,66de12ff-0aca-11e7-82f6-3863bb44ef7c,1,False,1,1,3,2023-08-17 01:45:09.960982,0.0,0.0
364,0,1,1692237252,3060,2,5,66dcc8b3-0aca-11e7-82f6-3863bb44ef7c,1,False,9,1,3,2023-08-17 01:45:09.960982,0.0,0.0
365,0,1,1692237252,435,3,62,66dc120f-0aca-11e7-82f6-3863bb44ef7c,1,False,4,1,8,2023-08-17 01:45:09.960982,0.0,0.0
366,0,1,1692237252,3757,2,4,ab6aadd8-fa45-43aa-abea-c8e01ec5a0c8,1,False,17,1,2,2023-08-17 01:45:09.960982,0.0,0.0
367,0,1,1692237252,3373,0,18,66de25bd-0aca-11e7-82f6-3863bb44ef7c,1,False,58,1,2,2023-08-17 01:45:09.960982,0.0,0.0
368,0,1,1692237253,4970,0,21,823ef531-40e6-4397-b973-86bf5b032076,1,False,3,1,0,2023-08-17 01:45:09.960982,0.0,0.0
369,0,1,1692237254,4832,6,1,fbaffdbd-dab5-4127-9bd5-36bf58093ea8,1,False,19,1,4,2023-08-17 01:45:09.960982,0.0,0.0
370,1,1,1692237254,3148,2,2,66dd45c7-0aca-11e7-82f6-3863bb44ef7c,1,False,25,1,0,2023-08-17 01:45:09.960982,0.0,0.0
371,1,1,1692237254,3629,3,1,18eccc71-66be-4e4c-8335-095a9bf0df94,1,False,27,1,4,2023-08-17 01:45:09.960982,0.0,0.0
372,0,1,1692237254,1826348248869574940,2,3,1826348248869574940,1,False,27,1,1,2023-08-17 01:45:09.960982,0.0,0.0
373,0,1,1692237254,4052,5,13,bc9c9006-3d40-400d-8b5c-17f56e6dfcee,1,False,13,1,1,2023-08-17 01:45:09.960982,0.0,0.0
374,1,1,1692237254,3905,3,23,0f45bcf6-7028-4584-a51e-4129847dbebc,1,False,6,1,10,2023-08-17 01:45:09.960982,0.0,0.0
375,0,0,1689258074,4313,0,0,37a37e5b-f975-4f92-a897-dca8e4670631,0,False,0,0,0,2023-08-17 01:45:09.960982,,
376,0,1,1692237250,4829,1,11,42c3bb6e-0478-4e4a-af10-151f5f4dffb9,1,False,6,1,0,2023-08-17 01:45:09.960982,0.0,0.0
377,3,1,1692237249,4012,2,13,3134c2d4-b090-4eb8-ab44-6f9622098f72,1,False,4,1,1,2023-08-17 01:45:09.960982,0.0,0.0
378,0,1,1692237250,4083,1,7,b896d83d-5524-4c9c-a2aa-c1b0edaadc22,1,False,10,1,3,2023-08-17 01:45:09.960982,0.0,0.0
379,0,1,1692237250,4815,1,14,00967b8f-1a4d-4131-a65a-17fa8ca89e28,1,False,6,1,0,2023-08-17 01:45:09.960982,0.0,0.0
380,0,1,1692237250,3522,3,11,0630217a-3913-47d9-9540-cf85688296a5,1,False,8,1,0,2023-08-17 01:45:09.960982,0.0,0.0
381,0,1,1692237252,4940,2,3,d470e82e-d109-4e2e-b66a-f5e944cbfe97,1,False,18,1,0,2023-08-17 01:45:09.960982,0.0,0.0
382,0,1,1692237252,1814906692908349788,4,1,1814906692908349788,1,False,21,1,0,2023-08-17 01:45:09.960982,0.0,0.0
383,1,1,1692237253,3164,17,26,66dd4c5f-0aca-11e7-82f6-3863bb44ef7c,1,False,36,1,3,2023-08-17 01:45:09.960982,0.0,0.0
384,0,1,1692237252,3566,1,2,d265dbc7-ef55-4f5b-8a2b-f2015dc71fb8,1,False,21,1,2,2023-08-17 01:45:09.960982,0.0,0.0
385,0,1,1692237253,1786697771181570266,2,9,1786697771181570266,1,False,28,1,9,2023-08-17 01:45:09.960982,0.0,0.0
386,0,1,1692237253,473,0,2,66dc3ab9-0aca-11e7-82f6-3863bb44ef7c,1,False,56,1,6,2023-08-17 01:45:09.960982,0.0,0.0
387,0,1,1692237253,1814907590556515014,1,0,1814907590556515014,1,False,23,1,0,2023-08-17 01:45:09.960982,0.0,0.0
388,0,1,1692237253,5028,2,15,d5cabb43-6c78-4022-964e-a8b02470509e,1,False,7,1,1,2023-08-17 01:45:09.960982,0.0,0.0
389,0,1,1692237254,1786698321265653818,1,26,1786698321265653818,1,False,8,1,6,2023-08-17 01:45:09.960982,0.0,0.0
390,0,1,1692237255,366,3,4,66dbcd6c-0aca-11e7-82f6-3863bb44ef7c,1,False,22,1,5,2023-08-17 01:45:09.960982,0.0,0.0
391,0,1,1692237254,4736,0,32,96e72113-3681-4d19-88bb-032e76720093,1,False,22,1,3,2023-08-17 01:45:09.960982,0.0,0.0
392,0,1,1692237255,82,0,0,66db277a-0aca-11e7-82f6-3863bb44ef7c,1,False,23,1,2,2023-08-17 01:45:09.960982,0.0,0.0
393,0,1,1692237255,3731,0,61,0b009276-767c-47ee-a4d2-7633d4f95d95,1,False,3,1,3,2023-08-17 01:45:09.960982,0.0,0.0
394,1,1,1692237255,4867,1,4,69717638-5c4a-47a7-bccb-3b42c81eb09f,1,False,14,1,0,2023-08-17 01:45:09.960982,0.0,0.0
395,2,1,1692237255,252,2,3,66db41bf-0aca-11e7-82f6-3863bb44ef7c,1,False,24,1,4,2023-08-17 01:45:09.960982,0.0,0.0
396,1,1,1692237254,4735,2,42,40043e8a-6ef6-428d-b585-a7c23cdb06d4,1,False,2,1,1,2023-08-17 01:45:09.960982,0.0,0.0
397,0,1,1692237254,3424,1,5,66de677e-0aca-11e7-82f6-3863bb44ef7c,1,False,16,1,6,2023-08-17 01:45:09.960982,0.0,0.0
398,0,1,1692237251,4367,8,0,7aa86431-bbc5-4d9c-8198-9630c9d32a22,1,False,19,1,1,2023-08-17 01:45:09.960982,0.0,0.0
399,2,1,1692237253,332,9,1,66db93a1-0aca-11e7-82f6-3863bb44ef7c,1,False,30,1,4,2023-08-17 01:45:09.960982,0.0,0.0
400,0,1,1692237255,4416,0,7,5645b05e-85be-460d-8506-cacd20bff233,1,False,20,1,1,2023-08-17 01:45:09.960982,0.0,0.0
401,2,1,1692237255,3110,5,1,66dd1d9c-0aca-11e7-82f6-3863bb44ef7c,1,False,21,1,2,2023-08-17 01:45:09.960982,0.0,0.0
402,1,1,1692237256,4225,3,1,cbf76774-1276-4cf8-9442-f00571f1451c,1,False,28,1,2,2023-08-17 01:45:09.960982,0.0,0.0
403,0,1,1692237256,4581,5,13,ffae66ec-7c16-436f-bd0a-eedf81d580e7,1,False,8,1,1,2023-08-17 01:45:09.960982,0.0,0.0
404,2,1,1692237256,4675,0,78,c638ec67-9ac0-416f-944f-619926144931,1,False,2,1,4,2023-08-17 01:45:09.960982,0.0,0.0
405,1,1,1692237256,4631,2,7,b713367c-3572-4225-b74a-9319ab537838,1,False,10,1,1,2023-08-17 01:45:09.960982,0.0,0.0
406,0,1,1692237256,4094,1,13,38af3d1a-9916-46cf-b22e-86fc8648bf30,1,False,5,1,2,2023-08-17 01:45:09.960982,0.0,0.0
407,0,1,1692237256,307,1,4,66db6f2e-0aca-11e7-82f6-3863bb44ef7c,1,False,37,1,5,2023-08-17 01:45:09.960982,0.0,0.0
408,0,1,1692237257,4184,1,21,82c85f05-4722-48ae-9f64-0522012eb3c8,1,False,3,1,2,2023-08-17 01:45:09.960982,0.0,0.0
409,0,1,1692237257,469,0,73,66dc2c78-0aca-11e7-82f6-3863bb44ef7c,1,False,1,1,10,2023-08-17 01:45:09.960982,0.0,0.0
410,0,1,1692237257,4062,1,16,18a2cbb6-91f2-4393-82fb-b40a8ba90f20,1,False,4,1,2,2023-08-17 01:45:09.960982,0.0,0.0
411,0,1,1692237257,4306,3,13,b79c8433-9dd1-4d68-9156-7f2c2162bafe,1,False,14,1,1,2023-08-17 01:45:09.960982,0.0,0.0
412,0,1,1692237257,5031,4,16,eb07bdfc-3a6f-40eb-96d2-0b92ac371619,1,False,5,1,0,2023-08-17 01:45:09.960982,0.0,0.0
413,0,1,1692237258,3577,0,5,0fa27bd7-b182-4e7a-b5bb-90f4249cb368,1,False,18,1,0,2023-08-17 01:45:09.960982,0.0,0.0
414,0,1,1692237258,4440,0,12,24509e46-a0de-47e8-ba40-9441da68952a,1,False,3,1,3,2023-08-17 01:45:09.960982,0.0,0.0
415,0,1,1692237258,4202,1,11,a2ef8ed2-6031-4049-b7dc-9838ef39889b,1,False,7,1,0,2023-08-17 01:45:09.960982,0.0,0.0
416,0,1,1692237258,3297,2,17,66dde69c-0aca-11e7-82f6-3863bb44ef7c,1,False,2,1,2,2023-08-17 01:45:09.960982,0.0,0.0
417,0,0,86400,1814901186760276794,0,0,1814901186760276794,0,False,0,0,0,2023-08-17 01:45:09.960982,,
418,0,0,86400,1815967051912860522,0,0,1815967051912860522,0,False,0,0,0,2023-08-17 01:45:09.960982,,
419,0,0,86400,1815967545834099208,0,0,1815967545834099208,0,False,0,0,0,2023-08-17 01:45:09.960982,,
420,0,0,86400,1815967674683118258,0,0,1815967674683118258,0,False,0,0,0,2023-08-17 01:45:09.960982,,
421,0,0,86400,1828965555751965330,0,0,1828965555751965330,0,False,0,0,0,2023-08-17 01:45:09.960982,,
422,0,0,86400,1828969215385895856,0,0,1828969215385895856,0,False,0,0,0,2023-08-17 01:45:09.960982,,
423,0,0,86400,1835249317786962140,0,0,1835249317786962140,0,False,0,0,0,2023-08-17 01:45:09.960982,,
424,0,0,86400,1828969726487003714,0,0,1828969726487003714,0,False,0,0,0,2023-08-17 01:45:09.960982,,
425,0,0,86400,1828967346753327602,0,0,1828967346753327602,0,False,0,0,0,2023-08-17 01:45:09.960982,,
426,0,0,86400,1838685618105506490,0,0,1838685618105506490,0,False,0,0,0,2023-08-17 01:45:09.960982,,
427,0,0,86400,1838071090619298218,0,0,1838071090619298218,0,False,0,0,0,2023-08-17 01:45:09.960982,,
428,0,0,86400,1838070626762830158,0,0,1838070626762830158,0,False,0,0,0,2023-08-17 01:45:09.960982,,
429,0,0,86400,1835247745828931742,0,0,1835247745828931742,0,False,0,0,0,2023-08-17 01:45:09.960982,,
430,0,0,86400,1835247469495105628,0,0,1835247469495105628,0,False,0,0,0,2023-08-17 01:45:09.960982,,
431,0,0,86400,4771,0,0,d67375ea-3f93-4996-b0dc-f542341f2e6a,0,False,0,0,0,2023-08-17 01:45:09.960982,,
432,1,1,1692237149,5017,3,12,d08be53f-9691-4d6f-81f3-7d052abb7dd6,1,False,6,1,0,2023-08-17 01:45:09.960982,0.0,0.0
433,0,1,1692237145,1786697932047949952,1,10,1786697932047949952,1,False,12,1,2,2023-08-17 01:45:09.960982,0.0,0.0
434,0,1,1692237150,4968,2,27,fb180cce-96ee-4e66-b3ce-000f3db6e670,1,False,3,1,0,2023-08-17 01:45:09.960982,0.0,0.0
435,0,1,1692237150,3080,1,7,66dcf023-0aca-11e7-82f6-3863bb44ef7c,1,False,11,1,3,2023-08-17 01:45:09.960982,0.0,0.0
436,0,1,1692237151,4064,7,7,4d674595-187c-417c-a691-676c4446c9fc,1,False,14,1,1,2023-08-17 01:45:09.960982,0.0,0.0
437,1,1,1692237168,524,0,61,66dc82ef-0aca-11e7-82f6-3863bb44ef7c,1,False,0,1,1,2023-08-17 01:45:09.960982,0.0,0.0
438,0,1,1692237169,3588,0,15,32c60668-a192-4d06-aa7c-6d6f7aed6b45,1,False,25,1,1,2023-08-17 01:45:09.960982,0.0,0.0
439,0,1,1692237169,3759,2,3,2868db5b-df51-4c36-8515-ef77a5b092c2,1,False,15,1,1,2023-08-17 01:45:09.960982,0.0,0.0
440,2,1,1692237169,2002,0,8,66dc8eb1-0aca-11e7-82f6-3863bb44ef7c,1,False,43,1,1,2023-08-17 01:45:09.960982,0.0,0.0
441,0,1,1692237163,5065,1,14,d52d4171-fd60-4a28-b7e2-89f3693e0591,1,False,4,1,0,2023-08-17 01:45:09.960982,0.0,0.0
442,0,1,1692237163,4191,0,19,5d994b32-b7a5-450d-9bbb-93bf3b03e6d5,1,False,1,1,0,2023-08-17 01:45:09.960982,0.0,0.0
443,0,1,1692237163,4545,4,9,36025f2c-ee4d-4c1a-832d-733cf37f98ef,1,False,17,1,4,2023-08-17 01:45:09.960982,0.0,0.0
444,1,1,1692237163,4124,10,3,a93cb1ec-fb37-4faf-a7e7-d1e5a9e9af95,1,False,35,1,8,2023-08-17 01:45:09.960982,0.0,0.0
445,0,1,1692237169,4620,0,6,a76299eb-73f7-401c-aa8b-edff9ef003bd,1,False,32,1,6,2023-08-17 01:45:09.960982,0.0,0.0
446,0,1,1692237170,3494,1,14,bf317efc-13f1-42be-8243-373a29354033,1,False,9,1,2,2023-08-17 01:45:09.960982,0.0,0.0
447,1,1,1692237170,3927,3,3,b7d7543b-74ac-4a48-a3c4-412f9ffbc727,1,False,20,1,2,2023-08-17 01:45:09.960982,0.0,0.0
448,0,1,1692237165,3377,6,0,66de2771-0aca-11e7-82f6-3863bb44ef7c,1,False,23,1,1,2023-08-17 01:45:09.960982,0.0,0.0
449,1,1,1692237166,1817432233006383832,0,0,1817432233006383832,1,False,22,1,2,2023-08-17 01:45:09.960982,0.0,0.0
450,1,1,1692237166,4609,4,3,48b19cc8-bf45-4602-89ac-a8c0a0560c43,1,False,14,1,1,2023-08-17 01:45:09.960982,0.0,0.0
451,0,1,1692237168,1814900752968579218,1,9,1814900752968579218,1,False,14,1,0,2023-08-17 01:45:09.960982,0.0,0.0
452,0,1,1692237168,3606,1,11,9e0b3452-ef6d-4e94-8c05-7bef199cdb74,1,False,6,1,3,2023-08-17 01:45:09.960982,0.0,0.0
453,0,1,1692237164,4505,1,18,cd72b9da-b7c6-4785-92b5-0fb2130f0d7b,1,False,4,1,0,2023-08-17 01:45:09.960982,0.0,0.0
454,0,1,1692237168,4971,0,19,94bcf812-5cff-460c-841f-54876ed1e7a4,1,False,0,1,0,2023-08-17 01:45:09.960982,,
455,0,1,1692237189,5067,1,18,15e1568b-f502-47a2-9d3d-b5aaa1edc239,1,False,1,1,2,2023-08-17 01:45:09.960982,0.0,0.0
456,0,1,1692237189,4450,2,1,d946ce73-5487-4ab7-b429-cf873e9af5b5,1,False,18,1,0,2023-08-17 01:45:09.960982,0.0,0.0
457,0,1,1692237190,418,2,6,66dc0bbd-0aca-11e7-82f6-3863bb44ef7c,1,False,26,1,1,2023-08-17 01:45:09.960982,0.0,0.0
458,0,1,1692237192,319,0,39,66db79a3-0aca-11e7-82f6-3863bb44ef7c,1,False,3,1,8,2023-08-17 01:45:09.960982,0.0,0.0
459,0,1,1692237193,1804894168423871442,6,7,1804894168423871442,1,False,20,1,0,2023-08-17 01:45:09.960982,0.0,0.0
460,0,1,1692237193,1820420022433309054,1,4,1820420022433309054,1,False,19,1,1,2023-08-17 01:45:09.960982,0.0,0.0
461,1,1,1692237193,245,0,0,66db3f62-0aca-11e7-82f6-3863bb44ef7c,1,False,52,1,3,2023-08-17 01:45:09.960982,0.0,0.0
462,1,1,1692237193,4143,3,6,fec4aa1b-9fc1-4dd9-ab39-c1d7370a6e54,1,False,14,1,0,2023-08-17 01:45:09.960982,0.0,0.0
463,0,1,1692237188,4351,0,14,3f031133-ec95-4a92-9d63-2ae28183f498,1,False,3,1,3,2023-08-17 01:45:09.960982,0.0,0.0
464,0,1,1692237188,4900,0,19,01b7973e-c92e-4fbe-890e-2c24de33ce0e,1,False,0,1,0,2023-08-17 01:45:09.960982,,
465,0,1,1692237188,1786375597504305174,0,13,1786375597504305174,1,False,30,1,0,2023-08-17 01:45:09.960982,0.0,0.0
466,0,1,1692237189,303,0,8,66db6d40-0aca-11e7-82f6-3863bb44ef7c,1,False,54,1,4,2023-08-17 01:45:09.960982,0.0,0.0
467,1,1,1692237192,3942,3,1,a1112e04-bc50-4782-b3d6-bb5902c0e8db,1,False,15,1,4,2023-08-17 01:45:09.960982,0.0,0.0
468,0,1,1692237192,4350,0,22,e4980fd0-e540-40ca-acba-c2a74f3294fc,1,False,0,1,2,2023-08-17 01:45:09.960982,0.0,0.0
469,0,1,1692237192,3878,2,8,a6a132f9-89bf-42a4-afe6-1ca449b7f570,1,False,10,1,1,2023-08-17 01:45:09.960982,0.0,0.0
470,0,1,1692237192,4155,0,7,1a5eae13-8f27-4875-8330-a796c95f8ad6,1,False,11,1,0,2023-08-17 01:45:09.960982,0.0,0.0
471,0,1,1692237191,3969,0,8,40914c6b-293d-49ac-b83a-d9d4af998aea,1,False,11,1,0,2023-08-17 01:45:09.960982,0.0,0.0
472,0,1,1692237191,458,1,20,66dc22a7-0aca-11e7-82f6-3863bb44ef7c,1,False,18,1,6,2023-08-17 01:45:09.960982,0.0,0.0
473,1,1,1692237186,3854,0,17,467e1de6-73a6-480f-9e83-fd1b03b71047,1,False,7,1,0,2023-08-17 01:45:09.960982,0.0,0.0
474,0,1,1692237187,4345,3,15,0cc38ba1-4625-4821-9a6f-e490525cbce2,1,False,4,1,1,2023-08-17 01:45:09.960982,0.0,0.0
475,0,1,1692237185,4004,1,0,bc512527-7863-48d5-aea8-3de470abc1ee,1,False,17,1,4,2023-08-17 01:45:09.960982,0.0,0.0
476,1,1,1692237186,4167,2,13,db91c9e0-d80b-4cb4-9cc2-9453ec8fbeac,1,False,2,1,3,2023-08-17 01:45:09.960982,0.0,0.0
477,1,1,1692237188,268,0,19,66db479e-0aca-11e7-82f6-3863bb44ef7c,1,False,0,1,7,2023-08-17 01:45:09.960982,0.0,0.0
478,0,1,1692237197,3941,2,5,8f672aa7-08a1-4fe2-a471-06f219c0eb1b,1,False,11,1,0,2023-08-17 01:45:09.960982,0.0,0.0
479,0,1,1692237197,3763,3,5,9b721468-3b28-429d-9e13-580cdf00a6a4,1,False,21,1,1,2023-08-17 01:45:09.960982,0.0,0.0
480,0,1,1692237197,4417,6,1,f06c01c3-fd7f-443c-a0c7-fc9233d77f6a,1,False,23,1,1,2023-08-17 01:45:09.960982,0.0,0.0
481,0,1,1692237198,3337,0,1,66de103b-0aca-11e7-82f6-3863bb44ef7c,1,False,20,1,2,2023-08-17 01:45:09.960982,0.0,0.0
482,1,1,1692237195,1833865926273309136,22,17,1833865926273309136,1,False,31,1,14,2023-08-17 01:45:09.960982,0.0,0.0
483,0,1,1692237196,4087,4,15,7380e377-936d-47d7-8abe-0f666d47465e,1,False,4,1,3,2023-08-17 01:45:09.960982,0.0,0.0
484,1,1,1692237194,3726,0,1,79399e32-a6c6-4732-8ad4-9f9140a86b21,1,False,16,1,2,2023-08-17 01:45:09.960982,0.0,0.0
485,0,1,1692237194,217,2,2,66db3708-0aca-11e7-82f6-3863bb44ef7c,1,False,33,1,3,2023-08-17 01:45:09.960982,0.0,0.0
486,2,1,1692237194,447,1,16,66dc1d0c-0aca-11e7-82f6-3863bb44ef7c,1,False,11,1,3,2023-08-17 01:45:09.960982,0.0,0.0
487,0,1,1692237195,5004,1,8,a37bd0e0-d1e9-4302-9ff7-286e415aff1c,1,False,11,1,0,2023-08-17 01:45:09.960982,0.0,0.0
488,0,1,1692237198,3973,2,19,8f1fdf4b-ecca-4f03-b04c-e10fe596e2c7,1,False,3,1,3,2023-08-17 01:45:09.960982,0.0,0.0
489,0,1,1692237198,5075,4,13,e6f3c665-0c87-4f34-a5e8-69baeed7b7bf,1,False,6,1,2,2023-08-17 01:45:09.960982,0.0,0.0
490,0,1,1692237199,4436,0,0,02fb0f6a-b1dc-4e1c-97f8-fe70462670a3,1,False,24,1,3,2023-08-17 01:45:09.960982,0.0,0.0
491,0,1,1692237199,4859,0,14,1202a491-9f76-4609-9b5c-eb7723ab5b45,1,False,4,1,1,2023-08-17 01:45:09.960982,0.0,0.0
