,legacy_id,station_id,num_bikes_disabled,eightd_has_available_keys,last_reported,is_installed,is_returning,is_renting,num_ebikes_available,num_bikes_available,num_docks_disabled,num_docks_available,station_status,last_update
240,539,539,6,False,1670902462,1,1,1,0,18,0,7,active,2022-12-13 03:30:58.645193
241,540,540,1,False,1670900081,1,1,1,4,17,0,36,active,2022-12-13 03:30:58.645193
242,545,545,2,False,1670902308,1,1,1,8,15,0,10,active,2022-12-13 03:30:58.645193
243,546,546,4,False,1670902441,1,1,1,0,16,0,24,active,2022-12-13 03:30:58.645193
244,2002,2002,3,False,1670902367,1,1,1,1,53,0,0,active,2022-12-13 03:30:58.645193
245,2003,2003,1,False,1670901041,1,0,0,16,30,0,21,active,2022-12-13 03:30:58.645193
246,2006,2006,0,False,1670902424,1,1,1,0,33,0,39,active,2022-12-13 03:30:58.645193
247,2008,2008,0,False,1670901566,1,1,1,0,34,0,1,active,2022-12-13 03:30:58.645193
248,2009,2009,5,False,1670900499,1,1,1,2,30,0,0,active,2022-12-13 03:30:58.645193
249,2010,2010,0,False,1670902510,1,1,1,1,34,0,8,active,2022-12-13 03:30:58.645193
250,2012,2012,2,False,1670902485,1,1,1,0,2,0,53,active,2022-12-13 03:30:58.645193
251,2017,2017,1,False,1670902278,1,1,1,0,11,0,39,active,2022-12-13 03:30:58.645193
252,2021,2021,0,False,1670902368,1,1,1,11,28,0,36,active,2022-12-13 03:30:58.645193
253,2022,2022,1,False,1670897219,1,1,1,2,4,0,28,active,2022-12-13 03:30:58.645193
254,3016,3016,1,False,1670902157,1,1,1,2,51,1,1,active,2022-12-13 03:30:58.645193
255,3041,3041,3,False,1670901878,1,1,1,8,10,0,9,active,2022-12-13 03:30:58.645193
256,3042,3042,2,False,1670901362,1,1,1,1,5,0,12,active,2022-12-13 03:30:58.645193
257,3043,3043,1,False,1670900218,1,1,1,2,5,0,12,active,2022-12-13 03:30:58.645193
258,3044,3044,0,False,1670901327,1,1,1,1,7,0,20,active,2022-12-13 03:30:58.645193
259,3046,3046,0,False,1670901739,1,1,1,3,4,0,15,active,2022-12-13 03:30:58.645193
260,3047,3047,1,False,1670902441,1,1,1,5,8,0,11,active,2022-12-13 03:30:58.645193
261,3048,3048,0,False,86400,0,0,0,0,0,0,0,out_of_service,2022-12-13 03:30:58.645193
262,3049,3049,1,False,1670902121,1,1,1,1,5,0,12,active,2022-12-13 03:30:58.645193
263,3050,3050,1,False,1670900601,1,1,1,1,1,0,19,active,2022-12-13 03:30:58.645193
264,3052,3052,0,False,1670901420,1,1,1,3,6,0,17,active,2022-12-13 03:30:58.645193
265,3053,3053,2,False,1670900942,1,1,1,3,3,0,18,active,2022-12-13 03:30:58.645193
266,3054,3054,0,False,1670902406,1,1,1,4,5,0,14,active,2022-12-13 03:30:58.645193
267,3055,3055,0,False,1670898117,1,1,1,1,1,0,21,active,2022-12-13 03:30:58.645193
268,3056,3056,3,False,1670887133,1,1,1,0,0,0,19,active,2022-12-13 03:30:58.645193
269,3057,3057,0,False,1670899828,1,1,1,5,6,0,12,active,2022-12-13 03:30:58.645193
270,3058,3058,2,False,1670901810,1,1,1,8,11,4,6,active,2022-12-13 03:30:58.645193
271,3059,3059,0,False,1670901633,1,1,1,5,6,0,12,active,2022-12-13 03:30:58.645193
272,3060,3060,0,False,1670901449,1,1,1,2,2,0,17,active,2022-12-13 03:30:58.645193
273,3061,3061,0,False,1670902266,1,1,1,0,4,0,17,active,2022-12-13 03:30:58.645193
274,3062,3062,1,False,1670902470,1,1,1,0,0,0,22,active,2022-12-13 03:30:58.645193
275,3063,3063,1,False,1670902527,1,1,1,2,14,0,4,active,2022-12-13 03:30:58.645193
276,3064,3064,2,False,1670900987,1,1,1,0,1,0,20,active,2022-12-13 03:30:58.645193
277,3065,3065,0,False,1670901295,1,1,1,1,25,0,6,active,2022-12-13 03:30:58.645193
278,3066,3066,0,False,86400,0,0,0,0,0,0,0,out_of_service,2022-12-13 03:30:58.645193
279,3067,3067,1,False,1670895015,1,1,1,0,11,0,15,active,2022-12-13 03:30:58.645193
280,3068,3068,3,False,1670902336,1,1,1,0,14,0,25,active,2022-12-13 03:30:58.645193
281,3069,3069,1,False,1670887657,1,1,1,0,14,0,14,active,2022-12-13 03:30:58.645193
282,3070,3070,1,False,1670902280,1,1,1,2,9,1,12,active,2022-12-13 03:30:58.645193
283,3071,3071,2,False,1670901675,1,1,1,0,5,0,12,active,2022-12-13 03:30:58.645193
284,3072,3072,1,False,1670900965,1,1,1,0,12,0,11,active,2022-12-13 03:30:58.645193
285,3074,3074,1,False,1670902515,1,1,1,5,28,0,13,active,2022-12-13 03:30:58.645193
286,3075,3075,2,False,1670901619,1,1,1,3,3,0,27,active,2022-12-13 03:30:58.645193
287,3076,3076,0,False,1670902457,1,1,1,4,9,0,27,active,2022-12-13 03:30:58.645193
288,3077,3077,1,False,1670900912,1,1,1,5,10,0,22,active,2022-12-13 03:30:58.645193
289,3078,3078,3,False,1670902079,1,1,1,5,8,0,6,active,2022-12-13 03:30:58.645193
290,3080,3080,1,False,1670900674,1,1,1,6,9,0,11,active,2022-12-13 03:30:58.645193
291,3081,3081,1,False,1670901581,1,1,1,2,19,0,9,active,2022-12-13 03:30:58.645193
292,3082,3082,0,False,1670902488,1,1,1,5,16,0,9,active,2022-12-13 03:30:58.645193
293,3083,3083,1,False,1670901506,1,1,1,4,22,0,7,active,2022-12-13 03:30:58.645193
294,3085,3085,0,False,1670898467,1,1,1,2,24,0,0,active,2022-12-13 03:30:58.645193
295,3086,3086,0,False,1670902254,1,1,1,3,23,0,6,active,2022-12-13 03:30:58.645193
296,3087,3087,0,False,1670902325,1,1,1,4,27,0,3,active,2022-12-13 03:30:58.645193
297,3088,3088,0,False,1670901320,1,1,1,6,18,0,1,active,2022-12-13 03:30:58.645193
298,3092,3092,0,False,1670902130,1,1,1,3,20,0,6,active,2022-12-13 03:30:58.645193
299,3093,3093,2,False,1670900039,1,1,1,1,21,0,3,active,2022-12-13 03:30:58.645193
300,3094,3094,0,False,1670899210,1,1,1,4,17,0,1,active,2022-12-13 03:30:58.645193
301,3095,3095,0,False,1670898766,1,1,1,3,10,0,16,active,2022-12-13 03:30:58.645193
302,3096,3096,0,False,1670901242,1,1,1,6,38,0,1,active,2022-12-13 03:30:58.645193
303,3100,3100,0,False,1670901747,1,1,1,3,48,1,2,active,2022-12-13 03:30:58.645193
304,3101,3101,0,False,1670902167,1,1,1,0,20,0,6,active,2022-12-13 03:30:58.645193
305,3102,3102,2,False,1670900819,1,1,1,8,24,0,1,active,2022-12-13 03:30:58.645193
306,3105,3105,1,False,1670901772,1,1,1,2,49,0,4,active,2022-12-13 03:30:58.645193
307,3106,3106,0,False,1670902243,1,1,1,12,22,0,29,active,2022-12-13 03:30:58.645193
308,3107,3107,2,False,1670902388,1,1,1,13,33,0,4,active,2022-12-13 03:30:58.645193
309,3108,3108,1,False,1670901648,1,1,1,1,30,0,20,active,2022-12-13 03:30:58.645193
310,3109,3109,1,False,1670898398,1,1,1,0,28,0,2,active,2022-12-13 03:30:58.645193
311,3110,3110,4,False,1670901917,1,1,1,2,17,0,7,active,2022-12-13 03:30:58.645193
312,3112,3112,0,False,1670901974,1,1,1,2,30,0,3,active,2022-12-13 03:30:58.645193
313,3113,3113,0,False,1670901764,1,1,1,8,22,0,3,active,2022-12-13 03:30:58.645193
314,3115,3115,2,False,1670902392,1,1,1,5,47,0,0,active,2022-12-13 03:30:58.645193
315,3116,3116,1,False,1670902187,1,1,1,1,34,0,0,active,2022-12-13 03:30:58.645193
316,3117,3117,0,False,1670902262,1,1,1,13,19,0,6,active,2022-12-13 03:30:58.645193
317,3118,3118,2,False,1670902111,1,1,1,5,24,0,15,active,2022-12-13 03:30:58.645193
318,3119,3119,1,False,1670902529,1,1,1,0,23,0,21,active,2022-12-13 03:30:58.645193
319,3121,3121,0,False,1670902444,1,1,1,3,24,0,3,active,2022-12-13 03:30:58.645193
320,3122,3122,1,False,1670894672,1,1,1,14,74,0,2,active,2022-12-13 03:30:58.645193
321,3123,3123,1,False,1670900734,1,1,1,14,26,0,18,active,2022-12-13 03:30:58.645193
322,3124,3124,0,False,1670902064,1,1,1,2,43,0,0,active,2022-12-13 03:30:58.645193
323,3125,3125,1,False,1670901801,1,1,1,3,19,0,3,active,2022-12-13 03:30:58.645193
324,3126,3126,1,False,1670897562,1,1,1,3,31,0,2,active,2022-12-13 03:30:58.645193
325,3127,3127,1,False,1670898458,1,1,1,0,28,0,3,active,2022-12-13 03:30:58.645193
326,3128,3128,1,False,1670901495,1,1,1,2,17,0,9,active,2022-12-13 03:30:58.645193
327,3129,3129,2,False,1670902359,1,1,1,4,12,0,24,active,2022-12-13 03:30:58.645193
328,3130,3130,1,False,1670902054,1,1,1,0,21,0,13,active,2022-12-13 03:30:58.645193
329,3131,3131,0,False,1670898791,1,1,1,0,0,0,36,active,2022-12-13 03:30:58.645193
330,3132,3132,0,False,1670902420,1,1,1,7,8,0,42,active,2022-12-13 03:30:58.645193
331,3134,3134,4,False,1670897866,1,1,1,21,36,0,10,active,2022-12-13 03:30:58.645193
332,3135,3135,1,False,1670902366,1,1,1,15,20,0,18,active,2022-12-13 03:30:58.645193
333,3136,3136,2,False,1670899966,1,1,1,14,36,0,13,active,2022-12-13 03:30:58.645193
334,3137,3137,1,False,1670902483,1,1,1,3,7,0,20,active,2022-12-13 03:30:58.645193
335,3139,3139,6,False,1670900974,1,1,1,7,17,0,19,active,2022-12-13 03:30:58.645193
336,3140,3140,8,False,1670902298,1,1,1,21,47,0,1,active,2022-12-13 03:30:58.645193
337,3141,3141,2,False,1670901939,1,1,1,0,25,0,34,active,2022-12-13 03:30:58.645193
338,3142,3142,4,False,1670902140,1,1,1,3,19,0,20,active,2022-12-13 03:30:58.645193
339,3143,3143,5,False,1670896227,1,1,1,2,14,0,27,active,2022-12-13 03:30:58.645193
340,3144,3144,3,False,1670902490,1,1,1,3,10,0,32,active,2022-12-13 03:30:58.645193
341,3145,3145,0,False,1670898137,1,1,1,2,10,0,34,active,2022-12-13 03:30:58.645193
342,3146,3146,2,False,1670901729,1,1,1,7,13,0,32,active,2022-12-13 03:30:58.645193
343,3147,3147,1,False,1670902529,1,1,1,2,4,0,33,active,2022-12-13 03:30:58.645193
344,3148,3148,4,False,1670902503,1,1,1,14,23,0,1,active,2022-12-13 03:30:58.645193
345,3151,3151,2,False,1670902001,1,1,1,10,27,0,17,active,2022-12-13 03:30:58.645193
346,3152,3152,1,False,1670901850,1,1,1,2,9,0,31,active,2022-12-13 03:30:58.645193
347,3154,3154,1,False,1670902513,1,1,1,0,3,0,41,active,2022-12-13 03:30:58.645193
348,3156,3156,0,False,1670902445,1,1,1,3,11,0,25,active,2022-12-13 03:30:58.645193
349,3157,3157,0,False,1670899330,1,1,1,12,16,0,11,active,2022-12-13 03:30:58.645193
350,3158,3158,0,False,1670901148,1,1,1,1,2,0,28,active,2022-12-13 03:30:58.645193
351,3159,3159,0,False,1670901192,1,1,1,0,0,0,30,active,2022-12-13 03:30:58.645193
352,3160,3160,1,False,1670902357,1,1,1,2,6,0,30,active,2022-12-13 03:30:58.645193
353,3161,3161,1,False,1670902409,1,1,1,5,14,0,43,active,2022-12-13 03:30:58.645193
354,3163,3163,0,False,1670901812,1,1,1,1,7,0,36,active,2022-12-13 03:30:58.645193
355,3164,3164,1,False,1670902518,1,1,1,10,15,0,51,active,2022-12-13 03:30:58.645193
356,3165,3165,0,False,1670902090,1,1,1,3,12,0,39,active,2022-12-13 03:30:58.645193
357,3166,3166,3,False,1670901204,1,1,1,15,20,0,18,active,2022-12-13 03:30:58.645193
358,3167,3167,1,False,1670902486,1,1,1,8,13,0,34,active,2022-12-13 03:30:58.645193
359,3169,3169,0,False,1670901638,1,1,1,14,24,0,50,active,2022-12-13 03:30:58.645193
360,3170,3170,4,False,1670901511,1,1,1,3,7,0,22,active,2022-12-13 03:30:58.645193
361,3171,3171,0,False,86400,0,0,0,0,0,0,0,out_of_service,2022-12-13 03:30:58.645193
362,3172,3172,0,False,1670902352,1,1,1,11,19,0,7,active,2022-12-13 03:30:58.645193
363,3173,3173,1,False,1670901637,1,1,1,11,31,0,46,active,2022-12-13 03:30:58.645193
364,3175,3175,0,False,1670902239,1,1,1,1,3,0,39,active,2022-12-13 03:30:58.645193
365,3177,3177,1,False,1670901937,1,1,1,1,7,0,54,active,2022-12-13 03:30:58.645193
366,3178,3178,2,False,1670897320,1,1,1,10,17,0,59,active,2022-12-13 03:30:58.645193
367,3179,3179,0,False,1670902442,1,1,1,0,6,0,16,active,2022-12-13 03:30:58.645193
368,3184,3184,0,False,1670896592,1,1,1,0,0,0,14,active,2022-12-13 03:30:58.645193
369,3185,3185,0,False,1670897758,1,1,1,1,11,0,11,active,2022-12-13 03:30:58.645193
370,3186,3186,0,False,1670900978,1,1,1,3,27,0,15,active,2022-12-13 03:30:58.645193
371,3187,3187,0,False,1670899597,1,1,1,7,20,0,2,active,2022-12-13 03:30:58.645193
372,3191,3191,0,False,1670901745,1,1,1,5,16,0,2,active,2022-12-13 03:30:58.645193
373,3192,3192,0,False,1670902444,1,1,1,6,18,0,4,active,2022-12-13 03:30:58.645193
374,3193,3193,1,False,1670895040,1,1,1,2,13,0,4,active,2022-12-13 03:30:58.645193
375,3194,3194,0,False,1670902255,1,1,1,2,2,0,8,active,2022-12-13 03:30:58.645193
376,3196,3196,1,False,1670895890,1,1,1,2,2,0,15,active,2022-12-13 03:30:58.645193
377,3198,3198,1,False,1670902447,1,1,1,7,10,0,7,active,2022-12-13 03:30:58.645193
378,3199,3199,0,False,1670899218,1,1,1,2,12,0,2,active,2022-12-13 03:30:58.645193
379,3201,3201,0,False,1670897000,1,1,1,9,12,0,6,active,2022-12-13 03:30:58.645193
380,3202,3202,0,False,1670902376,1,1,1,2,5,0,6,active,2022-12-13 03:30:58.645193
381,3203,3203,1,False,1670900724,1,1,1,8,18,0,7,active,2022-12-13 03:30:58.645193
382,3206,3206,0,False,1670901684,1,1,1,3,14,0,12,active,2022-12-13 03:30:58.645193
383,3207,3207,0,False,1670892621,1,1,1,6,16,0,10,active,2022-12-13 03:30:58.645193
384,3209,3209,0,False,1670901071,1,1,1,3,8,0,14,active,2022-12-13 03:30:58.645193
385,3210,3210,0,False,1670901970,1,1,1,7,9,0,8,active,2022-12-13 03:30:58.645193
386,3211,3211,0,False,1670900963,1,1,1,8,16,0,6,active,2022-12-13 03:30:58.645193
387,3212,3212,0,False,1670901319,1,1,1,2,7,0,14,active,2022-12-13 03:30:58.645193
388,3213,3213,1,False,1670901769,1,1,1,2,10,0,10,active,2022-12-13 03:30:58.645193
389,3214,3214,1,False,1670889628,1,1,1,0,2,0,19,active,2022-12-13 03:30:58.645193
390,3220,3220,0,False,1670901284,1,1,1,0,0,0,18,active,2022-12-13 03:30:58.645193
391,3221,3221,0,False,1670888070,1,1,1,0,7,0,19,active,2022-12-13 03:30:58.645193
392,3225,3225,0,False,1670902036,1,1,1,2,2,0,12,active,2022-12-13 03:30:58.645193
393,3226,3226,3,False,1670902415,1,1,1,4,10,0,31,active,2022-12-13 03:30:58.645193
394,3231,3231,1,False,1670901383,1,1,1,3,15,0,23,active,2022-12-13 03:30:58.645193
395,3233,3233,1,False,1670899343,1,1,1,0,0,0,40,active,2022-12-13 03:30:58.645193
396,3235,3235,3,False,1670901695,1,1,1,0,0,0,29,active,2022-12-13 03:30:58.645193
397,3236,3236,2,False,1670902470,1,1,1,12,25,0,3,active,2022-12-13 03:30:58.645193
398,3238,3238,1,False,1670901058,1,1,1,7,17,0,14,active,2022-12-13 03:30:58.645193
399,3241,3241,2,False,1670902043,1,1,1,1,4,0,13,active,2022-12-13 03:30:58.645193
400,3243,3243,0,False,1670897153,1,1,1,1,7,0,22,active,2022-12-13 03:30:58.645193
401,3244,3244,4,False,1670902130,1,1,1,4,64,0,11,active,2022-12-13 03:30:58.645193
402,3246,3246,2,False,1670901799,1,1,1,1,11,0,35,active,2022-12-13 03:30:58.645193
403,3249,3249,1,False,1670901102,1,1,1,0,1,0,17,active,2022-12-13 03:30:58.645193
404,3254,3254,14,False,1670883140,1,1,1,2,10,0,2,active,2022-12-13 03:30:58.645193
405,3255,3255,0,False,1670902473,1,1,1,7,12,0,6,active,2022-12-13 03:30:58.645193
406,3260,3260,0,False,1670902361,1,1,1,9,38,0,4,active,2022-12-13 03:30:58.645193
407,3263,3263,5,False,1670902164,1,1,1,2,45,0,36,active,2022-12-13 03:30:58.645193
408,3267,3267,1,False,1670896930,1,1,1,6,11,0,2,active,2022-12-13 03:30:58.645193
409,3268,3268,0,False,1670902347,1,1,1,5,10,0,4,active,2022-12-13 03:30:58.645193
410,3269,3269,0,False,1670898953,1,1,1,2,6,0,8,active,2022-12-13 03:30:58.645193
411,3270,3270,0,False,1670901983,1,1,1,1,4,0,10,active,2022-12-13 03:30:58.645193
412,3272,3272,1,False,1670895235,1,1,1,2,3,0,9,active,2022-12-13 03:30:58.645193
413,3273,3273,1,False,1670901145,1,1,1,1,12,0,5,active,2022-12-13 03:30:58.645193
414,3275,3275,0,False,1670901178,1,1,1,3,12,0,2,active,2022-12-13 03:30:58.645193
415,3276,3276,0,False,1670901861,1,1,1,4,15,0,11,active,2022-12-13 03:30:58.645193
416,3277,3277,2,False,1670897947,1,1,1,4,9,0,3,active,2022-12-13 03:30:58.645193
417,3278,3278,1,False,1670898860,1,1,1,8,12,0,1,active,2022-12-13 03:30:58.645193
418,3279,3279,0,False,1670902342,1,1,1,1,9,0,9,active,2022-12-13 03:30:58.645193
419,3280,3280,0,False,1670900399,1,1,1,4,8,0,6,active,2022-12-13 03:30:58.645193
420,3281,3281,0,False,1670902020,1,1,1,9,10,0,4,active,2022-12-13 03:30:58.645193
421,3283,3283,1,False,1670901021,1,1,1,9,15,0,31,active,2022-12-13 03:30:58.645193
422,3284,3284,1,False,1670896775,1,1,1,7,9,0,26,active,2022-12-13 03:30:58.645193
423,3285,3285,0,False,1670902395,1,1,1,9,15,0,26,active,2022-12-13 03:30:58.645193
424,3286,3286,0,False,1670902499,1,1,1,9,20,0,19,active,2022-12-13 03:30:58.645193
425,3287,3287,2,False,1670901944,1,1,1,7,11,0,32,active,2022-12-13 03:30:58.645193
426,3288,3288,2,False,1670902410,1,1,1,7,19,0,17,active,2022-12-13 03:30:58.645193
427,3289,3289,1,False,1670901965,1,1,1,7,9,0,22,active,2022-12-13 03:30:58.645193
428,3290,3290,7,False,1670902063,1,1,1,12,23,0,5,active,2022-12-13 03:30:58.645193
429,3292,3292,1,False,1670897535,1,1,1,6,11,0,30,active,2022-12-13 03:30:58.645193
430,3293,3293,1,False,1670902370,1,1,1,1,3,0,18,active,2022-12-13 03:30:58.645193
431,3294,3294,2,False,1670898591,1,1,1,7,11,0,22,active,2022-12-13 03:30:58.645193
432,3296,3296,2,False,1670898429,1,1,1,2,21,0,50,active,2022-12-13 03:30:58.645193
433,3297,3297,1,False,1670894016,1,1,1,0,1,0,18,active,2022-12-13 03:30:58.645193
434,3298,3298,1,False,1670900953,1,1,1,5,27,0,3,active,2022-12-13 03:30:58.645193
435,3299,3299,2,False,1670896581,1,1,1,0,7,0,16,active,2022-12-13 03:30:58.645193
436,3300,3300,1,False,1670902067,1,1,1,3,3,0,20,active,2022-12-13 03:30:58.645193
437,3301,3301,0,False,1670901739,1,1,1,3,5,0,34,active,2022-12-13 03:30:58.645193
438,3302,3302,1,False,1670899658,1,1,1,4,4,0,35,active,2022-12-13 03:30:58.645193
439,3303,3303,0,False,86400,1,1,1,0,0,0,0,active,2022-12-13 03:30:58.645193
440,3304,3304,4,False,1670897434,1,1,1,0,5,0,18,active,2022-12-13 03:30:58.645193
441,3305,3305,1,False,1670901890,1,1,1,3,15,0,56,active,2022-12-13 03:30:58.645193
442,3306,3306,1,False,1670901125,1,1,1,1,2,0,19,active,2022-12-13 03:30:58.645193
443,3307,3307,0,False,1670901232,1,1,1,0,2,0,27,active,2022-12-13 03:30:58.645193
444,3308,3308,0,False,1670900876,1,1,1,4,21,0,4,active,2022-12-13 03:30:58.645193
445,3309,3309,1,False,1670902396,1,1,1,3,3,0,24,active,2022-12-13 03:30:58.645193
446,3310,3310,1,False,1670899581,1,1,1,2,3,0,19,active,2022-12-13 03:30:58.645193
447,3311,3311,0,False,1670901612,1,1,1,6,19,0,0,active,2022-12-13 03:30:58.645193
448,3312,3312,0,False,1670900816,1,1,1,6,24,0,15,active,2022-12-13 03:30:58.645193
449,3313,3313,0,False,1670901139,1,1,1,0,2,0,27,active,2022-12-13 03:30:58.645193
450,3314,3314,0,False,1670902235,1,1,1,4,4,0,27,active,2022-12-13 03:30:58.645193
451,3315,3315,0,False,1670901238,1,1,1,6,19,0,4,active,2022-12-13 03:30:58.645193
452,3317,3317,1,False,1670894294,1,1,1,0,12,0,11,active,2022-12-13 03:30:58.645193
453,3318,3318,1,False,1670901681,1,1,1,2,20,0,23,active,2022-12-13 03:30:58.645193
454,3319,3319,5,False,1670901367,1,1,1,1,6,0,8,active,2022-12-13 03:30:58.645193
455,3321,3321,2,False,1670900032,1,1,1,9,17,0,19,active,2022-12-13 03:30:58.645193
456,3322,3322,1,False,1670902099,1,1,1,0,3,0,21,active,2022-12-13 03:30:58.645193
457,3323,3323,1,False,1670902468,1,1,1,3,13,0,45,active,2022-12-13 03:30:58.645193
458,3324,3324,0,False,86400,0,0,0,0,0,0,0,out_of_service,2022-12-13 03:30:58.645193
459,3325,3325,1,False,1670901348,1,1,1,3,5,0,25,active,2022-12-13 03:30:58.645193
460,3326,3326,0,False,1670898997,1,1,1,2,4,0,17,active,2022-12-13 03:30:58.645193
461,3327,3327,1,False,1670900490,1,1,1,4,11,0,15,active,2022-12-13 03:30:58.645193
462,3328,3328,2,False,1670899721,1,1,1,1,3,0,32,active,2022-12-13 03:30:58.645193
463,3329,3329,1,False,1670896884,1,1,1,2,19,0,5,active,2022-12-13 03:30:58.645193
464,3330,3330,1,False,1670902416,1,1,1,0,12,0,5,active,2022-12-13 03:30:58.645193
465,3331,3331,1,False,1670898233,1,1,1,1,4,0,52,active,2022-12-13 03:30:58.645193
466,3332,3332,0,False,1670902218,1,1,1,3,16,0,11,active,2022-12-13 03:30:58.645193
467,3333,3333,0,False,1670890959,1,1,1,0,28,0,9,active,2022-12-13 03:30:58.645193
468,3335,3335,0,False,1670902533,1,1,1,0,22,0,5,active,2022-12-13 03:30:58.645193
469,3336,3336,2,False,1670895559,1,1,1,0,0,0,39,active,2022-12-13 03:30:58.645193
470,3337,3337,1,False,1670900807,1,1,1,1,17,0,5,active,2022-12-13 03:30:58.645193
471,3338,3338,1,False,1670898861,1,1,1,4,12,0,17,active,2022-12-13 03:30:58.645193
472,3339,3339,2,False,1670902475,1,1,1,1,7,0,32,active,2022-12-13 03:30:58.645193
473,3340,3340,0,False,1670901750,1,1,1,1,21,0,0,active,2022-12-13 03:30:58.645193
474,3342,3342,1,False,1670882847,1,1,1,0,20,0,2,active,2022-12-13 03:30:58.645193
475,3343,3343,1,False,1670902523,1,1,1,4,8,0,14,active,2022-12-13 03:30:58.645193
476,3344,3344,0,False,1670898657,1,1,1,0,35,0,4,active,2022-12-13 03:30:58.645193
477,3345,3345,0,False,1670901501,1,1,1,0,4,0,30,active,2022-12-13 03:30:58.645193
478,3346,3346,1,False,1670896189,1,1,1,0,0,0,28,active,2022-12-13 03:30:58.645193
479,3347,3347,3,False,1670901823,1,1,1,0,31,0,0,active,2022-12-13 03:30:58.645193
480,3348,3348,1,False,1670893989,1,1,1,0,24,0,7,active,2022-12-13 03:30:58.645193
481,3349,3349,0,False,1670897229,1,1,1,2,3,0,36,active,2022-12-13 03:30:58.645193
482,3350,3350,0,False,1670902244,1,1,1,11,15,0,23,active,2022-12-13 03:30:58.645193
483,3351,3351,1,False,1670899557,1,1,1,4,21,0,1,active,2022-12-13 03:30:58.645193
484,3352,3352,2,False,1670897681,1,1,1,0,9,0,10,active,2022-12-13 03:30:58.645193
485,3354,3354,2,False,1670901618,1,1,1,0,0,0,28,active,2022-12-13 03:30:58.645193
486,3355,3355,0,False,1670901293,1,1,1,6,12,0,13,active,2022-12-13 03:30:58.645193
487,3356,3356,0,False,1670902504,1,1,1,3,12,0,8,active,2022-12-13 03:30:58.645193
488,3357,3357,0,False,1670901003,1,1,1,12,13,0,22,active,2022-12-13 03:30:58.645193
489,3358,3358,0,False,1670895427,1,1,1,4,5,0,20,active,2022-12-13 03:30:58.645193
490,3359,3359,1,False,1670898319,1,1,1,0,21,0,36,active,2022-12-13 03:30:58.645193
491,3360,3360,2,False,1670902245,1,1,1,10,32,0,12,active,2022-12-13 03:30:58.645193
492,3361,3361,1,False,1670899212,1,1,1,4,6,0,16,active,2022-12-13 03:30:58.645193
493,3362,3362,0,False,1670902146,1,1,1,3,10,0,24,active,2022-12-13 03:30:58.645193
494,3363,3363,0,False,1670902004,1,1,1,1,9,0,24,active,2022-12-13 03:30:58.645193
495,3364,3364,1,False,1670899263,1,1,1,5,20,0,6,active,2022-12-13 03:30:58.645193
496,3365,3365,0,False,1670900211,1,1,1,0,1,0,26,active,2022-12-13 03:30:58.645193
497,3366,3366,1,False,1670902399,1,1,1,5,8,0,21,active,2022-12-13 03:30:58.645193
498,3367,3367,4,False,1670900464,1,1,1,3,4,0,31,active,2022-12-13 03:30:58.645193
499,3368,3368,0,False,1670902282,1,1,1,2,4,0,26,active,2022-12-13 03:30:58.645193
500,3369,3369,1,False,1670901776,1,1,1,7,10,0,18,active,2022-12-13 03:30:58.645193
501,3370,3370,0,False,1670901913,1,1,1,8,12,0,12,active,2022-12-13 03:30:58.645193
502,3372,3372,3,False,1670902353,1,1,1,8,69,0,4,active,2022-12-13 03:30:58.645193
503,3373,3373,1,False,1670901395,1,1,1,2,39,0,39,active,2022-12-13 03:30:58.645193
504,3374,3374,0,False,1670902489,1,1,1,7,17,0,19,active,2022-12-13 03:30:58.645193
505,3375,3375,1,False,1670899642,1,1,1,5,11,0,23,active,2022-12-13 03:30:58.645193
506,3376,3376,1,False,1670901720,1,1,1,1,15,16,15,active,2022-12-13 03:30:58.645193
507,3377,3377,0,False,1670901477,1,1,1,0,7,0,18,active,2022-12-13 03:30:58.645193
508,3378,3378,0,False,86400,0,0,0,0,0,0,0,out_of_service,2022-12-13 03:30:58.645193
509,3379,3379,1,False,1670899230,1,1,1,1,16,0,18,active,2022-12-13 03:30:58.645193
510,3381,3381,0,False,1670901490,1,1,1,1,25,0,28,active,2022-12-13 03:30:58.645193
511,3382,3382,0,False,1670902476,1,1,1,4,10,0,30,active,2022-12-13 03:30:58.645193
512,3383,3383,0,False,1670902275,1,1,1,7,11,0,11,active,2022-12-13 03:30:58.645193
513,3384,3384,2,False,1670900831,1,1,1,0,5,0,17,active,2022-12-13 03:30:58.645193
514,3386,3386,0,False,1670899649,1,1,1,1,4,0,29,active,2022-12-13 03:30:58.645193
515,3387,3387,2,False,1670901194,1,1,1,8,11,0,11,active,2022-12-13 03:30:58.645193
516,3388,3388,0,False,1670895652,1,1,1,6,9,0,14,active,2022-12-13 03:30:58.645193
517,3389,3389,1,False,1670902164,1,1,1,4,23,0,15,active,2022-12-13 03:30:58.645193
518,3391,3391,0,False,1670900492,1,1,1,4,11,0,14,active,2022-12-13 03:30:58.645193
519,3392,3392,0,False,1670896529,1,1,1,1,17,0,1,active,2022-12-13 03:30:58.645193
520,3393,3393,0,False,1670894397,1,1,1,3,15,0,3,active,2022-12-13 03:30:58.645193
521,3394,3394,0,False,1670901529,1,1,1,2,17,0,4,active,2022-12-13 03:30:58.645193
522,3395,3395,1,False,1670900374,1,1,1,0,11,0,7,active,2022-12-13 03:30:58.645193
