,eightd_has_available_keys,last_reported,num_docks_available,num_ebikes_available,is_installed,num_bikes_disabled,station_status,legacy_id,is_returning,num_docks_disabled,is_renting,num_bikes_available,station_id,last_update
268,False,1672015689,9,6,1,2,active,3056,1,0,1,11,3056,2022-12-26 01:15:06.645988
269,False,1672016485,16,0,1,1,active,3057,1,0,1,1,3057,2022-12-26 01:15:06.645988
270,False,1672013561,6,5,1,1,active,3058,1,0,1,13,3058,2022-12-26 01:15:06.645988
271,False,1672015890,16,2,1,0,active,3059,1,0,1,3,3059,2022-12-26 01:15:06.645988
272,False,1672016938,15,1,1,0,active,3060,1,0,1,4,3060,2022-12-26 01:15:06.645988
273,False,1672012360,21,0,1,0,active,3061,1,0,1,0,3061,2022-12-26 01:15:06.645988
274,False,1672013519,4,10,1,2,active,3062,1,0,1,17,3062,2022-12-26 01:15:06.645988
275,False,1672016861,8,2,1,1,active,3063,1,0,1,10,3063,2022-12-26 01:15:06.645988
276,False,1672010676,13,1,1,3,active,3064,1,0,1,7,3064,2022-12-26 01:15:06.645988
277,False,1672013635,3,1,1,0,active,3065,1,0,1,27,3065,2022-12-26 01:15:06.645988
278,False,86400,0,0,0,0,out_of_service,3066,0,0,0,0,3066,2022-12-26 01:15:06.645988
279,False,1672012486,22,1,1,0,active,3067,1,0,1,5,3067,2022-12-26 01:15:06.645988
280,False,1672005237,36,1,1,0,active,3068,1,0,1,6,3068,2022-12-26 01:15:06.645988
281,False,1672004468,1,3,1,1,active,3069,1,0,1,27,3069,2022-12-26 01:15:06.645988
