,last_reported,num_ebikes_available,legacy_id,num_docks_available,eightd_has_available_keys,num_bikes_available,is_installed,station_id,num_docks_disabled,is_returning,is_renting,station_status,num_bikes_disabled,last_update,eightd_active_station_services,valet
625,1671584099,8,3549,12,False,10,1,3549,0,1,1,active,2,2022-12-21 01:00:54.934804,,
626,1671582472,0,3551,9,False,13,1,3551,0,1,1,active,0,2022-12-21 01:00:54.934804,,
627,1671584872,1,3552,37,False,1,1,3552,0,1,1,active,1,2022-12-21 01:00:54.934804,,
628,1671585092,0,3553,26,False,10,1,3553,0,1,1,active,0,2022-12-21 01:00:54.934804,,
629,1671582447,0,3555,18,False,8,1,3555,0,1,1,active,1,2022-12-21 01:00:54.934804,,
630,1671582848,1,3557,7,False,12,1,3557,0,1,1,active,0,2022-12-21 01:00:54.934804,,
631,1671583968,2,3558,23,False,4,1,3558,0,1,1,active,0,2022-12-21 01:00:54.934804,,
632,1671578969,1,3559,11,False,8,1,3559,0,1,1,active,0,2022-12-21 01:00:54.934804,,
633,1671584480,0,3561,23,False,3,1,3561,0,1,1,active,0,2022-12-21 01:00:54.934804,,
634,1671580375,0,3563,26,False,3,1,3563,0,1,1,active,0,2022-12-21 01:00:54.934804,,
635,1671573674,1,3564,8,False,11,1,3564,0,1,1,active,0,2022-12-21 01:00:54.934804,,
636,1671583887,0,3565,17,False,1,1,3565,0,1,1,active,0,2022-12-21 01:00:54.934804,,
637,1671582560,1,3566,16,False,8,1,3566,0,1,1,active,1,2022-12-21 01:00:54.934804,,
638,1671570728,0,3568,21,False,0,1,3568,0,1,1,active,0,2022-12-21 01:00:54.934804,,
639,1671584806,6,3569,16,False,10,1,3569,0,1,1,active,2,2022-12-21 01:00:54.934804,,
640,1671585036,0,3570,9,False,21,1,3570,0,1,1,active,1,2022-12-21 01:00:54.934804,,
641,1671584337,0,3571,21,False,3,1,3571,0,1,1,active,0,2022-12-21 01:00:54.934804,,
642,1671584832,0,3572,18,False,15,1,3572,0,1,1,active,0,2022-12-21 01:00:54.934804,,
643,1671584912,0,3573,22,False,1,1,3573,0,1,1,active,0,2022-12-21 01:00:54.934804,,
644,1671584971,2,3574,17,False,5,1,3574,0,1,1,active,1,2022-12-21 01:00:54.934804,,
645,1671582950,0,3575,20,False,7,1,3575,0,1,1,active,0,2022-12-21 01:00:54.934804,,
646,1671580420,0,3577,20,False,3,1,3577,0,1,1,active,0,2022-12-21 01:00:54.934804,,
647,1671584733,0,3578,18,False,1,1,3578,0,1,1,active,2,2022-12-21 01:00:54.934804,,
648,1671581541,0,3579,25,False,0,1,3579,0,1,1,active,0,2022-12-21 01:00:54.934804,,
649,1671584197,1,3580,27,False,1,1,3580,0,1,1,active,1,2022-12-21 01:00:54.934804,,
650,1671585007,5,3581,21,False,6,1,3581,0,1,1,active,0,2022-12-21 01:00:54.934804,,
651,1671585096,1,3582,21,False,2,1,3582,0,1,1,active,2,2022-12-21 01:00:54.934804,,
652,1671582502,0,3583,30,False,0,1,3583,0,1,1,active,0,2022-12-21 01:00:54.934804,,
653,1671585211,0,3584,42,False,0,1,3584,0,1,1,active,0,2022-12-21 01:00:54.934804,,
654,1671584522,1,3585,20,False,1,1,3585,0,1,1,active,2,2022-12-21 01:00:54.934804,,
655,1671582309,0,3586,11,False,6,1,3586,0,1,1,active,2,2022-12-21 01:00:54.934804,,
656,1671583546,2,3587,21,False,4,1,3587,0,1,1,active,1,2022-12-21 01:00:54.934804,,
657,1671584887,2,3588,19,False,22,1,3588,0,1,1,active,0,2022-12-21 01:00:54.934804,,
658,1671584573,0,3589,25,False,6,1,3589,0,1,1,active,0,2022-12-21 01:00:54.934804,,
659,1671584296,1,3590,5,False,13,1,3590,0,1,1,active,1,2022-12-21 01:00:54.934804,,
660,1671585020,1,3591,14,False,6,1,3591,0,1,1,active,1,2022-12-21 01:00:54.934804,,
661,1671584472,3,3592,11,False,6,1,3592,0,1,1,active,1,2022-12-21 01:00:54.934804,,
662,1671584823,0,3593,16,False,18,1,3593,0,1,1,active,1,2022-12-21 01:00:54.934804,,
663,1671582721,1,3595,11,False,6,1,3595,0,1,1,active,1,2022-12-21 01:00:54.934804,,
664,1671584478,0,3596,18,False,1,1,3596,0,1,1,active,0,2022-12-21 01:00:54.934804,,
