,num_docks_available,station_id,is_installed,num_bikes_available,is_returning,num_bikes_disabled,last_reported,num_ebikes_available,legacy_id,num_docks_disabled,is_renting,eightd_has_available_keys,last_update,num_scooters_available,num_scooters_unavailable
1724,15,1838999304404452058,1,6,1,0,1691544121,0,1838999304404452058,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1725,40,e36b5913-8e46-4c2a-b9be-73bdf8ee548b,1,4,1,8,1691544123,4,3725,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1726,19,814dd1a9-100c-4b1b-8110-6319bbd464e9,1,0,1,1,1691544123,0,4938,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1727,3,b7af52d2-fd23-4970-8513-be7c681480c4,1,55,1,1,1691544123,0,4602,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1728,6,66de14af-0aca-11e7-82f6-3863bb44ef7c,1,25,1,3,1691544127,4,3347,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1729,20,36d80620-9774-487e-8eb0-cf5f18a39321,1,13,1,0,1691544127,3,4544,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1730,14,a4c9faeb-2234-457d-ad56-1ab14104b538,1,5,1,1,1691544122,1,4806,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1731,16,bcd3ee0f-21d7-4cc8-ac45-ccea48b6fc1b,1,5,1,1,1691544123,1,4764,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1732,3,1814907277023901890,1,20,1,1,1691544126,3,1814907277023901890,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1733,18,a7c09fde-76e8-4a56-b61d-8ca940432efd,1,5,1,0,1691544126,4,3884,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1734,9,0e240143-2f86-4754-8345-4994750d99f1,1,10,1,1,1691544128,3,5041,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1735,1,b79bb851-130f-473d-83fc-f602aa0a4ca9,1,18,1,3,1691544128,3,4016,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1736,27,18b19467-28ac-4496-b3e4-f6028b1c5105,1,0,1,1,1691544128,0,3839,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1737,0,23539f3b-fb83-4f34-b8b8-9f1f37b5e646,1,32,1,2,1691544129,3,3540,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1738,4,66de4b0b-0aca-11e7-82f6-3863bb44ef7c,1,27,1,2,1691544129,2,3397,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1739,12,201edb67-d071-4b67-bafd-131e5c273e9f,1,8,1,0,1691544129,1,3851,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1740,5,26599393-b967-44a6-a998-cb72ca53cd9e,1,13,1,2,1691544130,1,4018,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1741,1,0e3dedfb-df10-4900-a67b-95349a81bc5c,1,24,1,1,1691544130,3,3693,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1742,19,606c7384-75e9-4988-858a-07b88b3a9413,1,19,1,1,1691544130,0,3818,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1743,16,08bf2fe0-219d-48cd-87c5-6163b3a2eafd,1,2,1,6,1691544130,0,3616,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1744,14,66db3816-0aca-11e7-82f6-3863bb44ef7c,1,27,1,6,1691544130,3,223,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1745,12,1826348745879909352,1,7,1,0,1691544133,1,1826348745879909352,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1746,23,c829b6af-002b-4d04-af56-6924d4ad0aa2,1,2,1,3,1691544133,2,4434,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1747,12,8ea3301f-6940-4e0f-80f0-7a3e54b2eaa5,1,2,1,4,1691544129,2,3938,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1748,18,16c54bf4-194b-4f26-9c49-a42901b4748d,1,3,1,1,1691544130,1,4775,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1749,0,66de4336-0aca-11e7-82f6-3863bb44ef7c,1,27,1,6,1691544129,4,3386,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1750,12,d5d2aebc-158c-43ec-9105-2a779d0245d8,1,6,1,1,1691544130,1,4935,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1751,13,4956ad8b-06d6-4af4-bcc8-735c45439608,1,3,1,3,1691544131,2,4850,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1752,17,9eb98b3b-ea35-483f-91f6-d90c506152db,1,4,1,2,1691544132,0,4029,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1753,15,ba7bf20d-b6bc-43dd-bf30-acb940eaeec8,1,1,1,2,1691544132,1,4209,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1754,5,4e862dc1-0652-4f29-a26f-315d763df67d,1,45,1,3,1691544132,2,4282,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1755,53,3d340fc5-8c86-4d5e-974d-ae28958e61e8,1,0,1,4,1691544131,0,4718,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1756,3,44a43ebf-cacf-4251-9ceb-e1c331ef1673,1,16,1,0,1691544133,1,4396,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1757,34,66dd4356-0aca-11e7-82f6-3863bb44ef7c,1,1,1,9,1691544133,1,3142,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1758,1,e0a9ed84-55f9-40f5-90fa-87db17d2f933,1,18,1,0,1691544142,0,3970,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1759,3,66ddef2d-0aca-11e7-82f6-3863bb44ef7c,1,18,1,2,1691544142,1,3317,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1760,10,33af8810-cda5-4b61-9c38-0235f9d59aaa,1,19,1,1,1691544142,0,4409,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1761,0,627c77c0-0088-4ba8-ba66-73e0e3d3fe77,1,21,1,2,1691544142,1,4637,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1762,4,66dcc44a-0aca-11e7-82f6-3863bb44ef7c,1,10,1,3,1691544143,4,3057,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1763,21,66dc7c31-0aca-11e7-82f6-3863bb44ef7c,1,3,1,2,1691544143,2,512,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1764,1,7af717b9-99ce-4cce-94b4-b445a40537a1,1,18,1,4,1691544144,4,3774,1,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1765,28,7b0227aa-bbf5-4731-a49a-765b4afac483,1,43,1,4,1691544144,2,4337,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1766,41,66db28b5-0aca-11e7-82f6-3863bb44ef7c,1,30,1,3,1691544145,0,116,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1767,0,ee1ba75f-baf5-4852-929c-8b7ad310f55a,1,24,1,3,1691544145,3,3880,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1768,1,46bdd925-fb6c-4654-85d8-e0db4da62abf,1,26,1,9,1691544146,7,3553,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1769,3,4aa6bb27-b76b-444e-a3ce-6fb25b822494,1,13,1,4,1691544146,4,4247,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1770,70,66dc8382-0aca-11e7-82f6-3863bb44ef7c,1,1,1,9,1691544146,1,525,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1771,17,fe6f022b-7fdb-44fe-80bb-cbfc500959bf,1,5,1,1,1691544146,1,3984,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1772,16,3d6b7c84-7e5a-454d-aa9d-c66eb92383be,1,5,1,0,1691544146,2,4629,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1773,1,66dd4f9b-0aca-11e7-82f6-3863bb44ef7c,1,34,1,2,1691544146,22,3171,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1774,39,66ddd545-0aca-11e7-82f6-3863bb44ef7c,1,46,1,1,1691544147,1,3263,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1775,35,d7c56fef-1bf9-4315-85af-8638c534b402,1,1,1,1,1691544147,0,4244,1,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1776,15,398ebef6-dcc2-4305-b1d2-47efafdaa85c,1,6,1,1,1691544144,1,4939,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1777,3,c3b255d8-b690-4825-b1e9-a1d1680e5542,1,17,1,0,1691544144,1,3858,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1778,15,3d835eaa-a102-42c5-b6c0-2c693b1d0677,1,41,1,1,1691544144,9,4982,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1779,16,c6c10756-ef41-491a-8e6c-ee0aa27b8cbe,1,3,1,1,1691544144,0,4050,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1780,12,d7c12bf1-1ec8-496a-beca-90ba76c53241,1,6,1,0,1691544145,1,4781,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1781,16,1786686999403592506,1,14,1,1,1691544141,8,1786686999403592506,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1782,31,66dbeb1b-0aca-11e7-82f6-3863bb44ef7c,1,7,1,2,1691544149,4,391,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1783,2,1817803079955479336,1,18,1,2,1691544149,0,1817803079955479336,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1784,21,49f86083-851b-475d-b9ab-64e01b81f725,1,1,1,1,1691544149,1,4890,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1785,15,1208a3c2-8f70-4af9-8362-648e5845fe9e,1,2,1,2,1691544149,1,3596,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1786,57,66dc2606-0aca-11e7-82f6-3863bb44ef7c,1,10,1,11,1691544149,0,462,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1787,14,9be6c750-85b6-4e81-bace-1a8ffe941d7b,1,6,1,0,1691544149,1,4909,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1788,5,66de18d7-0aca-11e7-82f6-3863bb44ef7c,1,16,1,0,1691544149,1,3352,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1789,2,66dcf922-0aca-11e7-82f6-3863bb44ef7c,1,25,1,1,1691544150,2,3087,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1790,3,822d96e8-fb6c-463a-b866-aec9e408ad5e,1,16,1,0,1691544150,3,3565,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1791,3,66db72f1-0aca-11e7-82f6-3863bb44ef7c,1,42,1,4,1691544150,2,312,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1792,25,66db281e-0aca-11e7-82f6-3863bb44ef7c,1,33,1,4,1691544150,2,83,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1793,0,66de0c43-0aca-11e7-82f6-3863bb44ef7c,1,21,1,4,1691544150,4,3332,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1794,19,1d440638-ec50-4ccb-9a82-0e3247a87c63,1,17,1,3,1691544151,2,4721,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1795,18,5782a158-b596-4936-a451-32ccc131a57d,1,1,1,0,1691544151,0,4966,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1796,14,7c7cb750-6613-48a4-bfae-9240968f1fad,1,22,1,3,1691544151,4,4726,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1797,5,66ddbdb1-0aca-11e7-82f6-3863bb44ef7c,1,11,1,7,1691544151,1,3256,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1798,42,66dd3f33-0aca-11e7-82f6-3863bb44ef7c,1,6,1,3,1691544148,2,3134,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1799,11,0cb63737-64c9-42a9-9479-280d49ed015a,1,13,1,0,1691544148,4,5036,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1800,12,66dbecd0-0aca-11e7-82f6-3863bb44ef7c,1,32,1,5,1691544148,4,394,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1801,26,66de077f-0aca-11e7-82f6-3863bb44ef7c,1,31,1,1,1691544148,5,3323,1,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1802,16,971cddfa-695e-4b44-ba8b-26154ab4a83b,1,2,1,1,1691544147,0,4132,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1803,38,3b530cff-dd26-4cfd-b570-a85fd53354fe,1,4,1,5,1691544147,2,3906,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1804,4,93e2e1a5-49c5-41f8-a6bf-b399b6a5140d,1,31,1,2,1691544151,6,3656,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1805,0,28a2436d-a52b-4fa4-874c-e096012a926d,1,18,1,1,1691544151,1,4448,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1806,42,66dd2292-0aca-11e7-82f6-3863bb44ef7c,1,0,1,3,1691544152,0,3119,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1807,15,fc774664-3c9b-4a8f-a79e-f6907db00a1d,1,15,1,3,1691544152,3,3514,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1808,0,3fed8016-0be0-47f5-8663-2e850ec47288,1,23,1,0,1691544152,9,4574,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1809,44,66db90f1-0aca-11e7-82f6-3863bb44ef7c,1,14,1,2,1691544148,2,330,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1810,21,92ffa9d6-8cb1-44cf-8059-391b03d58071,1,4,1,0,1691544148,1,4579,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1811,1,9d56294e-61fc-4176-bb9c-4692f45bb374,1,22,1,0,1691544151,1,3972,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1812,2,c229f0ca-bdd1-4aa0-8906-a3e809e12889,1,17,1,2,1691544076,3,4020,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1813,13,9b0c2c99-214f-4e15-b476-1626c03a9e4e,1,28,1,2,1691544076,0,4691,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1814,19,00d94dfc-3695-47e1-aba6-7f319dd2eb08,1,3,1,0,1691544077,1,4989,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1815,3,f3525aa7-9d69-4ea2-9278-4df92db1afa1,1,14,1,2,1691544077,1,4353,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1816,17,f6143531-4a16-4aac-9b55-573ef7ef162e,1,3,1,1,1691544085,1,3568,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1817,11,66dcc3e5-0aca-11e7-82f6-3863bb44ef7c,1,9,1,2,1691544081,5,3056,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1818,2,941ea42c-47fe-4d63-a6f5-e0e200f01633,1,15,1,2,1691544081,5,5056,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1819,18,7cd61426-ed98-434e-9235-56ed856fead6,1,2,1,3,1691544079,2,4135,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1820,14,266c8621-fdea-4a7e-9d35-18ca1684d526,1,10,1,0,1691544083,6,4812,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1821,13,3c5a8531-4eec-4695-b4f8-8a1158890e78,1,4,1,0,1691544081,3,3817,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1822,40,2527619f-ef89-425c-bf3b-60cc0ec519bf,1,12,1,3,1691544080,0,3472,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1823,9,6dec8948-44c7-4085-9682-446a891feb42,1,7,1,1,1691544079,1,3604,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1824,10,66db3e32-0aca-11e7-82f6-3863bb44ef7c,1,35,1,1,1691544089,3,242,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1825,9,66dc210e-0aca-11e7-82f6-3863bb44ef7c,1,22,1,3,1691544090,0,454,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1826,13,13b82a41-c25b-428f-a07b-5f5d8340c6f2,1,0,1,4,1691544090,0,4513,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1827,4,1dba415a-2c46-419e-838d-7e068b8d7d6f,1,15,1,4,1691544090,0,4389,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1828,19,4fb1ee23-4511-47c4-8698-0c46673dc86c,1,7,1,2,1691544086,0,4794,2,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1829,13,66dce660-0aca-11e7-82f6-3863bb44ef7c,1,9,1,1,1691544086,1,3072,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1830,3,1791188268875152272,1,24,1,4,1691544087,0,1791188268875152272,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1831,6,89ff4db3-8a29-4565-a366-6fea4b3afc39,1,11,1,1,1691544087,1,4460,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1832,1,72719900-dd61-40bd-9f4a-40d70c47590c,1,26,1,2,1691544087,3,4808,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1833,44,61c82689-3f4c-495d-8f44-e71de8f04088,1,28,1,7,1691544087,2,3687,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1834,4,566935d6-4d66-4b42-9822-f2a816e357b9,1,19,1,3,1691544085,1,3495,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1835,56,66dc462a-0aca-11e7-82f6-3863bb44ef7c,1,21,1,1,1691544086,1,482,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1836,19,f3f46097-54cf-4c30-805a-6b2a4851eed7,1,2,1,3,1691544088,1,4285,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1837,4,49703a2d-15e9-4af4-b80e-cca664d7ea18,1,16,1,0,1691544088,1,5040,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1838,5,b471c112-1770-4dfe-9e13-fe7479dcb5a5,1,20,1,2,1691544088,2,4148,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1839,1,66db728c-0aca-11e7-82f6-3863bb44ef7c,1,48,1,11,1691544100,0,311,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1840,29,7d41ac98-df88-497a-aef9-968660e6da0f,1,5,1,6,1691544100,1,4123,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1841,0,5fdf435f-6080-4b1d-966c-3b9d08450c4d,1,15,1,4,1691544099,1,3929,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1842,9,66dc7d58-0aca-11e7-82f6-3863bb44ef7c,1,55,1,12,1691544099,7,514,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1843,20,66de1a1f-0aca-11e7-82f6-3863bb44ef7c,1,3,1,2,1691544096,0,3355,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1844,5,8c2ed08f-1660-4db8-9168-4709427c23ed,1,11,1,2,1691544097,0,3595,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1845,8,1804893262185771754,1,20,1,3,1691544097,1,1804893262185771754,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1846,18,1794096824496960148,1,23,1,3,1691544098,2,1794096824496960148,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1847,12,66db460d-0aca-11e7-82f6-3863bb44ef7c,1,15,1,1,1691544098,2,264,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1848,15,dfb8b9c8-3006-4b76-963a-95f7471dc0a8,1,6,1,1,1691544098,0,4377,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1849,23,174bf571-e597-463d-84bc-611c4a13d85e,1,1,1,2,1691544098,1,5030,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1850,0,298d4e45-c6d2-45f1-a07a-11606026a6e4,1,24,1,1,1691544097,2,3953,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1851,11,f199ad14-367d-49f1-a814-a1560b006a43,1,9,1,0,1691544097,5,4880,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1852,19,c0f952d9-538e-4836-b936-fa97123cbf13,1,0,1,0,1691544112,0,3868,0,1,False,2023-08-09 01:15:04.317376,,
1853,5,014a931b-8e1c-438a-8a22-f267ddd1e0d2,1,38,1,1,1691544113,9,4876,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1854,57,66db3583-0aca-11e7-82f6-3863bb44ef7c,1,7,1,0,1691544113,1,195,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1855,17,1808184356986544410,1,3,1,1,1691544114,1,1808184356986544410,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1856,18,081d243e-d75e-4e2a-bdae-a990b2397532,1,5,1,0,1691544114,1,4888,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1857,1,0e405c35-322f-4705-8ea7-769eb3fd028a,1,18,1,0,1691544114,2,3966,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1858,1,1b962833-d769-418e-b1ef-5a183bb5eb1a,1,16,1,1,1691544108,4,4041,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1859,15,66db9675-0aca-11e7-82f6-3863bb44ef7c,1,10,1,1,1691544108,1,335,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1860,13,1828967499459705054,1,6,1,0,1691544108,5,1828967499459705054,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1861,16,1abd4668-ed6b-4930-8177-17239ae75a9e,1,2,1,0,1691544109,0,3902,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1862,2,f391a394-67f2-4dad-873c-c934a2d2a362,1,20,1,0,1691544109,0,5051,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1863,2,992da9aa-87a6-4034-a24e-6a749593972f,1,24,1,0,1691544109,3,4561,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1864,48,d29ea280-8b64-4a35-b12b-245525ae2a3a,1,0,1,3,1691544111,0,4687,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1865,17,36aaebb9-ef10-41a5-b20b-753bf8a3fed8,1,1,1,1,1691544111,0,4053,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1866,14,66dc7802-0aca-11e7-82f6-3863bb44ef7c,1,36,1,3,1691544111,12,504,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1867,3,c0ce2a38-04f5-4333-8818-2a3faa84f214,1,27,1,0,1691544112,1,4429,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1868,28,66dc11a7-0aca-11e7-82f6-3863bb44ef7c,1,47,1,8,1691544112,4,434,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1869,8,fc5ee04d-710b-45ba-aae0-303b8e95ea89,1,7,1,3,1691544110,0,3767,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1870,15,82b97827-1801-4b7b-b3de-16447a8dd025,1,4,1,0,1691544111,1,4899,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1871,22,c1e24edf-7192-433f-8d38-be5b6b3647c5,1,2,1,5,1691544114,1,3664,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1872,34,66dd9b0f-0aca-11e7-82f6-3863bb44ef7c,1,3,1,1,1691544114,0,3231,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1873,34,66dc0e24-0aca-11e7-82f6-3863bb44ef7c,1,7,1,2,1691544115,4,423,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1874,16,fcb1c3a3-04b6-45cf-bc9a-deb71198804e,1,2,1,1,1691544110,0,4604,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1875,1,eab2749b-2f79-4797-a0a6-0579b27e6929,1,32,1,4,1691544115,2,3881,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1876,33,66dd4772-0aca-11e7-82f6-3863bb44ef7c,1,6,1,2,1691544118,2,3152,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1877,19,cb4926e6-0a79-4902-80ee-d365fbf42aec,1,0,1,4,1691544119,0,4229,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1878,1,ee1d39c5-47c8-4527-9456-3719c50b7be5,1,16,1,2,1691544119,2,3933,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1879,19,ff1e98d3-ae7d-4c53-a531-1845bee1d346,1,15,1,2,1691544119,8,4583,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1880,7,66ddebce-0aca-11e7-82f6-3863bb44ef7c,1,23,1,0,1691544115,3,3309,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1881,6,11a8d465-b4eb-466b-a6ca-055f73994231,1,16,1,4,1691544116,0,3924,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1882,14,5d101095-011e-4541-ae64-bed8b52807b3,1,14,1,2,1691544120,7,4960,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1883,7,06e5447e-35b8-45cb-b3bb-937791a6f8ae,1,14,1,0,1691544120,0,4877,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1884,1,7c42f9fc-d280-4841-ad96-e3cc53ee3759,1,19,1,3,1691544120,1,3958,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1885,13,272c0389-5e4a-41a9-ad6c-2dccdfa55af9,1,12,1,0,1691544118,2,3877,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1886,18,3575749f-123a-4a80-870d-7ca7c7f9c8a9,1,8,1,1,1691544117,3,3617,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1887,12,bdc116cd-4d63-4693-846c-ec5073314007,1,6,1,2,1691544118,5,4636,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1888,17,74f913d2-6eac-49ce-bd6d-53a06fa855a6,1,4,1,1,1691544118,0,4924,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1889,1,5ffde991-1125-443e-bc97-6827b2b9c97b,1,23,1,1,1691544117,1,3850,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1890,19,178bad16-1b02-4264-94c0-a8fd0faa60fe,1,14,1,2,1691544118,6,4403,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1891,31,66dc0e99-0aca-11e7-82f6-3863bb44ef7c,1,63,1,19,1691544134,1,426,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1892,7,4cfd4097-0aee-4f11-9aea-55f99397bf33,1,8,1,3,1691544134,7,3834,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1893,1,66ddeb67-0aca-11e7-82f6-3863bb44ef7c,1,25,1,1,1691544135,0,3308,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1894,9,ce700c09-6095-4b20-ab65-07defdd1a7d7,1,12,1,0,1691544135,0,4271,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1895,23,66dbbeda-0aca-11e7-82f6-3863bb44ef7c,1,54,1,3,1691544135,18,347,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1896,6,6cb5fac5-f7e8-4ec9-94cf-816771d91ecd,1,22,1,0,1691544135,4,4290,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1897,16,d7a7789b-a052-4a69-a4ec-59436b0f8d75,1,0,1,4,1691544139,0,4833,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
1898,29,e63c8dac-ab44-48c8-83a0-92c53a00f12e,1,0,1,2,1691544139,0,3583,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
